Orthogroup	m_conductrix_genome_proteins	c_variabilis_genome_proteins
OG0005422	PSC71101.1	XP_005847007.1, XP_005842686.1
OG0005423	PSC69516.1	XP_005847931.1, XP_005847932.1
OG0005424	PSC69518.1, PSC69517.1	XP_005848076.1
OG0005425	PSC72224.1, PSC72223.1	XP_005847022.1
OG0005428	PSC73016.1	XP_005842577.1
OG0005429	PSC73557.1, PSC73808.1	XP_005848601.1
OG0005431	PSC75109.1	XP_005845747.1
OG0005432	PSC73087.1	XP_005849134.1, XP_005849133.1
OG0005433	PSC73587.1, PSC73586.1	XP_005847715.1
OG0005434	PSC73062.1, PSC73063.1	XP_005849353.1
OG0005435	PSC69143.1	XP_005849427.1
OG0005436	PSC73552.1	XP_005851550.1
OG0005437	PSC71787.1	XP_005843295.1
OG0005438	PSC76984.1	XP_005849734.1
OG0005439	PSC68903.1	XP_005851479.1, XP_005847637.1
OG0005440	PSC68880.1, PSC68882.1, PSC68883.1	XP_005848119.1
OG0005441	PSC67055.1, PSC68817.1	XP_005851497.1
OG0005443	PSC68262.1, PSC76787.1	XP_005851628.1
OG0005444	PSC75878.1	XP_005851430.1
OG0005445	PSC75491.1	XP_005851113.1
OG0005446	PSC68614.1	XP_005851080.1, XP_005844561.1
OG0005448	PSC75323.1, PSC75322.1	XP_005849848.1
OG0005450	PSC75417.1, PSC75418.1	XP_005849748.1
OG0005451	PSC73355.1	XP_005849943.1
OG0005452	PSC67157.1	XP_005849746.1
OG0005454	PSC69688.1	XP_005846517.1
OG0005455	PSC76722.1, PSC76721.1	XP_005845329.1
OG0005456	PSC76665.1, PSC76666.1	XP_005845347.1
OG0005457	PSC76109.1, PSC76110.1	XP_005845271.1
OG0005459	PSC68915.1	XP_005852208.1
OG0005460	PSC68429.1	XP_005851709.1
OG0005461	PSC75104.1	XP_005851676.1
OG0005464	PSC68531.1	XP_005851965.1
OG0005465	PSC68547.1	XP_005852278.1
OG0005466	PSC75883.1	XP_005851979.1, XP_005851978.1
OG0005467	PSC68171.1, PSC68172.1	XP_005852067.1
OG0005468	PSC67550.1, PSC67551.1	XP_005852206.1
OG0005469	PSC67148.1, PSC68717.1	XP_005852028.1
OG0005470	PSC68425.1, PSC70823.1	XP_005848790.1
OG0005471	PSC74209.1	XP_005851914.1
OG0005472	PSC68513.1	XP_005852290.1
OG0005473	PSC75100.1, PSC75101.1	XP_005851770.1
OG0005474	PSC67150.1, PSC68661.1	XP_005851697.1
OG0005475	PSC67321.1, PSC67320.1, PSC67322.1	XP_005851859.1
OG0005476	PSC73501.1, PSC73500.1	XP_005844376.1
OG0005478	PSC73365.1, PSC73366.1	XP_005844186.1
OG0005479	PSC73395.1	XP_005844452.1
OG0005480	PSC68922.1	XP_005846822.1
OG0005482	PSC74012.1	XP_005843139.1
OG0005483	PSC74263.1, PSC75666.1	XP_005851679.1
OG0005484	PSC74764.1	XP_005843502.1
OG0005485	PSC75746.1	XP_005844440.1
OG0005486	PSC74155.1, PSC74154.1	XP_005845540.1
OG0005487	PSC75071.1, PSC75072.1	XP_005843511.1
OG0005488	PSC74061.1	XP_005845521.1
OG0005489	PSC74783.1, PSC74782.1	XP_005842844.1
OG0005490	PSC74790.1	XP_005851433.1, XP_005843107.1
OG0005491	PSC74051.1	XP_005843503.1
OG0005492	PSC74265.1	XP_005845684.1
OG0005494	PSC74078.1, PSC74079.1	XP_005845597.1
OG0005495	PSC73542.1, PSC73543.1	XP_005844271.1
OG0005496	PSC74005.1	XP_005842573.1, XP_005851032.1
OG0005500	PSC71453.1	XP_005852317.1, XP_005852320.1, XP_005842891.1
OG0005501	PSC70647.1, PSC73494.1	XP_005842987.1, XP_005844404.1
OG0005502	PSC68235.1	XP_005843534.1, XP_005847476.1
OG0005505	PSC73765.1, PSC76325.1	XP_005851371.1, XP_005844370.1, XP_005844372.1
OG0005508	PSC76449.1	XP_005852128.1, XP_005848642.1, XP_005848847.1, XP_005845423.1
OG0005509	PSC75409.1	XP_005848873.1, XP_005845733.1, XP_005848677.1
OG0005510	PSC73046.1	XP_005846138.1, XP_005846136.1
OG0005511	PSC69608.1, PSC67015.1	XP_005846392.1, XP_005846391.1
OG0005512	PSC69846.1	XP_005850095.1, XP_005850094.1, XP_005847341.1
OG0005515	PSC73926.1	XP_005849003.1, XP_005851272.1
OG0005516	PSC69252.1, PSC69253.1	XP_005851008.1, XP_005851007.1
OG0005517	PSC73658.1, PSC73657.1, PSC73659.1	XP_005851247.1
OG0005535	PSC68630.1	XP_005845214.1
OG0005538	PSC76904.1	XP_005846564.1
OG0005541	PSC70053.1	XP_005845922.1
OG0005546	PSC70021.1	XP_005845919.1
OG0005553	PSC74919.1	XP_005845724.1
OG0005555	PSC70019.1	XP_005845805.1
OG0005560	PSC74696.1	XP_005843110.1
OG0005561	PSC72990.1	XP_005843352.1
OG0005562	PSC73012.1	XP_005843355.1
OG0005566	PSC68242.1	XP_005844016.1
OG0005577	PSC69990.1	XP_005844498.1
OG0005580	PSC67984.1	XP_005844609.1
OG0005582	PSC67983.1	XP_005844608.1
OG0005585	PSC70060.1	XP_005844527.1
OG0005591	PSC69204.1	XP_005844832.1
OG0005593	PSC69264.1	XP_005844830.1
OG0005596	PSC70841.1	XP_005848373.1
OG0005600	PSC68654.1	XP_005844863.1
OG0005602	PSC75263.1	XP_005844395.1
OG0005604	PSC72354.1	XP_005843810.1
OG0005605	PSC67946.1	XP_005849966.1
OG0005612	PSC71307.1	XP_005846735.1
OG0005615	PSC76476.1	XP_005849902.1
OG0005618	PSC76777.1	XP_005849891.1
OG0005624	PSC75860.1	XP_005849690.1
OG0005627	PSC75881.1	XP_005849858.1
OG0005628	PSC76324.1	XP_005849876.1
OG0005630	PSC70623.1	XP_005844205.1
OG0005635	PSC67956.1	XP_005849868.1
OG0005636	PSC73497.1	XP_005847631.1
OG0005637	PSC72127.1	XP_005847033.1
OG0005639	PSC67992.1	XP_005844046.1
OG0005640	PSC68002.1	XP_005849813.1
OG0005643	PSC68000.1	XP_005843807.1
OG0005644	PSC69781.1	XP_005849015.1
OG0005645	PSC69815.1	XP_005848793.1
OG0005647	PSC69770.1	XP_005848785.1
OG0005650	PSC75713.1	XP_005848973.1
OG0005651	PSC71181.1	XP_005843676.1
OG0005653	PSC76158.1	XP_005848920.1
OG0005654	PSC69677.1	XP_005846347.1
OG0005656	PSC72086.1	XP_005846911.1
OG0005662	PSC76227.1	XP_005848907.1
OG0005663	PSC70587.1, PSC70588.1	XP_005846792.1
OG0005664	PSC75405.1	XP_005848881.1
OG0005665	PSC71345.1	XP_005846594.1
OG0005667	PSC76243.1	XP_005848915.1
OG0005669	PSC75708.1	XP_005848648.1
OG0005670	PSC75637.1	XP_005848840.1
OG0005674	PSC73818.1	XP_005848809.1
OG0005678	PSC73624.1	XP_005848804.1
OG0005680	PSC71507.1	XP_005850866.1
OG0005681	PSC71627.1	XP_005850918.1
OG0005682	PSC71162.1	XP_005847004.1
OG0005684	PSC74116.1	XP_005845699.1
OG0005690	PSC72861.1	XP_005850525.1
OG0005693	PSC72848.1	XP_005850816.1
OG0005701	PSC74700.1	XP_005843887.1
OG0005708	PSC70500.1	XP_005849378.1
OG0005709	PSC74444.1	XP_005843890.1
OG0005710	PSC68530.1	XP_005843161.1
OG0005711	PSC69310.1	XP_005846288.1
OG0005714	PSC69560.1	XP_005848105.1
OG0005717	PSC74811.1	XP_005845879.1
OG0005719	PSC69524.1	XP_005847961.1
OG0005720	PSC76690.1	XP_005848188.1
OG0005725	PSC69767.1	XP_005850448.1
OG0005726	PSC72461.1	XP_005850079.1
OG0005735	PSC75408.1	XP_005847402.1
OG0005736	PSC71626.1	XP_005850371.1
OG0005738	PSC71666.1	XP_005850395.1
OG0005739	PSC72554.1	XP_005850057.1
OG0005742	PSC72254.1	XP_005846841.1
OG0005747	PSC72339.1	XP_005847118.1
OG0005749	PSC72636.1	XP_005850656.1
OG0005750	PSC68926.1	XP_005846684.1
OG0005751	PSC68931.1	XP_005846824.1
OG0005753	PSC68193.1	XP_005845043.1
OG0005754	PSC67626.1	XP_005846087.1
OG0005755	PSC71871.1	XP_005846094.1
OG0005760	PSC71976.1	XP_005846029.1
OG0005764	PSC71852.1	XP_005846140.1
OG0005766	PSC75164.1	XP_005852071.1
OG0005773	PSC69283.1	XP_005843248.1
OG0005774	PSC67259.1	XP_005844915.1
OG0005779	PSC70589.1	XP_005843568.1
OG0005781	PSC75506.1	XP_005847374.1
OG0005783	PSC69743.1	XP_005850433.1
OG0005794	PSC70160.1	XP_005844234.1
OG0005796	PSC69749.1	XP_005850464.1
OG0005799	PSC71634.1	XP_005850663.1
OG0005800	PSC69121.1	XP_005847790.1
OG0005801	PSC72917.1	XP_005850957.1
OG0005802	PSC74329.1	XP_005852254.1
OG0005804	PSC72662.1	XP_005850686.1
OG0005809	PSC72628.1	XP_005850696.1
OG0005813	PSC75670.1	XP_005850211.1
OG0005814	PSC71603.1	XP_005850899.1
OG0005815	PSC71571.1	XP_005850902.1
OG0005821	PSC68999.1	XP_005851044.1
OG0005822	PSC73077.1	XP_005849121.1
OG0005826	PSC74996.1	XP_005845855.1
OG0005831	PSC74871.1	XP_005851681.1
OG0005833	PSC75197.1	XP_005851668.1
OG0005834	PSC74969.1	XP_005852083.1
OG0005846	PSC74946.1	XP_005851771.1
OG0005847	PSC74886.1	XP_005851783.1
OG0005852	PSC68170.1	XP_005852062.1
OG0005854	PSC75053.1	XP_005851808.1
OG0005864	PSC67348.1	XP_005851661.1
OG0005866	PSC67337.1	XP_005851981.1
OG0005869	PSC69409.1	XP_005852175.1
OG0005871	PSC72598.1	XP_005850678.1
OG0005873	PSC74080.1	XP_005851919.1
OG0005876	PSC74939.1	XP_005852077.1
OG0005878	PSC70615.1	XP_005844406.1
OG0005880	PSC75146.1	XP_005843507.1
OG0005893	PSC73144.1	XP_005849141.1
OG0005898	PSC76105.1	XP_005849277.1
OG0005899	PSC76217.1	XP_005849279.1
OG0005905	PSC74436.1	XP_005850647.1
OG0005907	PSC73098.1	XP_005849406.1
OG0005908	PSC73175.1	XP_005849383.1
OG0005913	PSC69090.1	XP_005849199.1
OG0005917	PSC73169.1	XP_005849364.1
OG0005919	PSC76864.1	XP_005851561.1
OG0005920	PSC69127.1	XP_005848699.1
OG0005921	PSC76343.1	XP_005850056.1
OG0005922	PSC69098.1	XP_005849213.1
OG0005923	PSC67693.1	XP_005843926.1
OG0005925	PSC68761.1	XP_005843927.1
OG0005930	PSC67293.1	XP_005844411.1
OG0005939	PSC74836.1	XP_005852149.1
OG0005941	PSC75862.1	XP_005848860.1
OG0005945	PSC70509.1	XP_005848308.1
OG0005950	PSC68076.1	XP_005848541.1
OG0005952	PSC67542.1	XP_005848401.1
OG0005953	PSC67543.1	XP_005848206.1
OG0005954	PSC67541.1	XP_005848204.1
OG0005957	PSC70394.1	XP_005848498.1
OG0005958	PSC70306.1	XP_005848513.1
OG0005961	PSC70410.1	XP_005848318.1
OG0005962	PSC70449.1	XP_005848330.1
OG0005964	PSC70332.1	XP_005848522.1
OG0005973	PSC67797.1	XP_005848548.1
OG0005976	PSC71830.1	XP_005844762.1
OG0005977	PSC71757.1	XP_005844817.1
OG0005978	PSC71845.1	XP_005844767.1
OG0005980	PSC75815.1	XP_005843799.1
OG0005981	PSC75512.1	XP_005843794.1
OG0005990	PSC71997.1	XP_005849753.1
OG0005991	PSC75624.1	XP_005849493.1
OG0005993	PSC76081.1	XP_005849456.1
OG0005998	PSC71854.1	XP_005849486.1
OG0005999	PSC71920.1	XP_005849755.1
OG0006003	PSC76868.1	XP_005849534.1
OG0006010	PSC68183.1	XP_005849715.1
OG0006011	PSC68228.1	XP_005849713.1
OG0006013	PSC72087.1	XP_005847044.1
OG0006016	PSC68059.1	XP_005848576.1
OG0006023	PSC70991.1	XP_005847287.1
OG0006024	PSC76881.1	XP_005844073.1
OG0006032	PSC70943.1	XP_005847429.1
OG0006035	PSC69897.1	XP_005847513.1
OG0006036	PSC69961.1	XP_005847489.1
OG0006038	PSC69929.1	XP_005847292.1
OG0006043	PSC69954.1	XP_005847462.1
OG0006050	PSC69923.1	XP_005847358.1
OG0006055	PSC70859.1	XP_005847415.1
OG0006056	PSC75309.1	XP_005847237.1
OG0006057	PSC68747.1	XP_005843844.1
OG0006058	PSC68775.1	XP_005843935.1
OG0006059	PSC67503.1	XP_005843901.1
OG0006061	PSC67691.1	XP_005843925.1
OG0006062	PSC67720.1	XP_005843922.1
OG0006074	PSC75827.1	XP_005851400.1
OG0006076	PSC75485.1	XP_005851363.1
OG0006081	PSC75669.1	XP_005851065.1
OG0006084	PSC75368.1	XP_005851442.1
OG0006085	PSC75837.1	XP_005851154.1
OG0006086	PSC75330.1	XP_005851153.1
OG0006087	PSC68855.1	XP_005851451.1
OG0006088	PSC67355.1	XP_005851170.1
OG0006089	PSC68852.1	XP_005851465.1
OG0006090	PSC75220.1	XP_005851206.1
OG0006091	PSC73269.1	XP_005844423.1
OG0006093	PSC68869.1	XP_005851193.1
OG0006094	PSC68267.1	XP_005851212.1
OG0006097	PSC69163.1, PSC69162.1	XP_005849425.1
OG0006099	PSC68295.1	XP_005851222.1
OG0006102	PSC73571.1	XP_005851531.1
OG0006103	PSC73795.1	XP_005851240.1
OG0006108	PSC73594.1	XP_005851267.1
OG0006111	PSC73695.1	XP_005851280.1
OG0006121	PSC73626.1	XP_005851540.1
OG0006124	PSC75533.1	XP_005846590.1
OG0006132	PSC71473.1	XP_005850874.1
OG0006134	PSC74358.1	XP_005843593.1
OG0006138	PSC76115.1	XP_005846704.1
OG0006141	PSC74961.1	XP_005849204.1
OG0006146	PSC72427.1	XP_005846793.1
OG0006149	PSC72445.1	XP_005846651.1
OG0006157	PSC72550.1	XP_005850239.1
OG0006158	PSC72333.1	XP_005847021.1
OG0006160	PSC72548.1	XP_005849990.1
OG0006168	PSC72498.1	XP_005850292.1
OG0006176	PSC71237.1	XP_005846552.1
OG0006184	PSC68376.1	XP_005846493.1
OG0006186	PSC68378.1	XP_005846498.1
OG0006190	PSC68338.1	XP_005846313.1
OG0006191	PSC74898.1	XP_005848176.1
OG0006192	PSC71323.1	XP_005846284.1
OG0006197	PSC71406.1	XP_005846434.1
OG0006203	PSC71346.1	XP_005846419.1
OG0006204	PSC76342.1	XP_005845453.1
OG0006206	PSC69814.1	XP_005851092.1
OG0006209	PSC76481.1	XP_005845346.1
OG0006211	PSC76675.1	XP_005845486.1
OG0006213	PSC76170.1	XP_005845355.1
OG0006214	PSC71023.1	XP_005842824.1
OG0006215	PSC71037.1	XP_005845366.1
OG0006218	PSC76292.1	XP_005845407.1
OG0006219	PSC76752.1	XP_005845412.1
OG0006221	PSC76121.1	XP_005845417.1
OG0006225	PSC73035.1	XP_005845250.1
OG0006233	PSC70513.1	XP_005844325.1
OG0006237	PSC74924.1	XP_005843513.1
OG0006240	PSC73502.1	XP_005844181.1
OG0006241	PSC73371.1	XP_005844255.1
OG0006242	PSC73517.1	XP_005844170.1
OG0006244	PSC73724.1	XP_005845178.1
OG0006247	PSC69768.1	XP_005850436.1
OG0006248	PSC69550.1	XP_005848099.1
OG0006249	PSC74131.1	XP_005845658.1
OG0006250	PSC74202.1	XP_005845709.1
OG0006253	PSC75537.1	XP_005846591.1
OG0006254	PSC73597.1	XP_005845082.1
OG0006256	PSC74187.1	XP_005845585.1
OG0006257	PSC73976.1	XP_005845686.1
OG0006258	PSC74241.1	XP_005845690.1
OG0006259	PSC73994.1	XP_005845517.1
OG0006262	PSC74232.1	XP_005845711.1
OG0006264	PSC74068.1	XP_005845578.1
OG0006266	PSC68031.1	XP_005843191.1
OG0006267	PSC74726.1	XP_005849101.1
OG0006268	PSC75255.1	XP_005848899.1
OG0006270	PSC67141.1	XP_005843208.1
OG0006273	PSC68406.1	XP_005843165.1
OG0006274	PSC71692.1	XP_005844814.1
OG0006276	PSC71718.1	XP_005844786.1
OG0006277	PSC71818.1	XP_005844799.1
OG0006280	PSC70810.1	XP_005844050.1
OG0006284	PSC77015.1	XP_005843332.1
OG0006287	PSC76918.1	XP_005843375.1
OG0006289	PSC70695.1	XP_005842928.1
OG0006290	PSC73162.1	XP_005852036.1
OG0006291	PSC70720.1	XP_005842923.1
OG0006292	PSC70747.1	XP_005842954.1
OG0006293	PSC70758.1	XP_005842925.1
OG0006294	PSC76298.1	XP_005844075.1
OG0006295	PSC76558.1	XP_005844078.1
OG0006296	PSC75523.1	XP_005848646.1
OG0006298	PSC71763.1	XP_005844723.1
OG0006299	PSC70657.1	XP_005848061.1
OG0006309	PSC74347.1	XP_005849641.1
OG0006316	PSC74941.1	XP_005847817.1
OG0006321	PSC70444.1	XP_005848287.1
OG0006322	PSC68400.1	XP_005846295.1
OG0006324	PSC70427.1	XP_005848295.1
OG0006328	PSC71169.1	XP_005847155.1
OG0006329	PSC76631.1	XP_005845687.1
OG0006333	PSC71098.1	XP_005847179.1
OG0006334	PSC72116.1	XP_005847100.1
OG0006336	PSC74197.1	XP_005842963.1
OG0006338	PSC71145.1	XP_005847005.1
OG0006339	PSC71202.1	XP_005847208.1
OG0006340	PSC70701.1	XP_005843217.1
OG0006346	PSC69476.1	XP_005848075.1
OG0006348	PSC69474.1	XP_005847970.1
OG0006351	PSC70805.1	XP_005847875.1
OG0006352	PSC70466.1	XP_005848245.1
OG0006354	PSC74564.1	XP_005847750.1
OG0006359	PSC75125.1	XP_005847803.1
OG0006361	PSC70104.1	XP_005845927.1
OG0006362	PSC74468.1	XP_005847752.1
OG0006363	PSC70233.1	XP_005847670.1
OG0006364	PSC70263.1	XP_005847673.1
OG0006368	PSC70203.1	XP_005847689.1
OG0006370	PSC74754.1	XP_005843120.1
OG0006375	PSC74720.1	XP_005843678.1
OG0006377	PSC74639.1	XP_005843731.1
OG0006382	PSC71872.1	XP_005851321.1
OG0006384	PSC75306.1	XP_005850468.1
OG0006385	PSC69757.1	XP_005850203.1
OG0006386	PSC69723.1	XP_005850205.1
OG0006387	PSC69782.1, PSC69819.1	XP_005850207.1
OG0006388	PSC75575.1	XP_005850210.1
OG0006392	PSC67183.1	XP_005843162.1
OG0006393	PSC72702.1	XP_005850796.1
OG0006394	PSC72750.1	XP_005850776.1
OG0006395	PSC72685.1	XP_005850499.1
OG0006396	PSC72873.1	XP_005850781.1
OG0006397	PSC72832.1	XP_005850480.1
OG0006398	PSC73341.1	XP_005846396.1
OG0006399	PSC72881.1	XP_005850503.1
OG0006401	PSC72859.1	XP_005850481.1
OG0006403	PSC67906.1	XP_005844950.1
OG0006404	PSC70734.1	XP_005842951.1
OG0006405	PSC70813.1	XP_005844134.1
OG0006406	PSC70673.1	XP_005842920.1
OG0006407	PSC68815.1, PSC68814.1	XP_005843976.1
OG0006409	PSC70779.1	XP_005842929.1
OG0006410	PSC74707.1	XP_005843663.1
OG0006411	PSC74417.1	XP_005843684.1
OG0006413	PSC74651.1	XP_005843689.1
OG0006415	PSC71568.1	XP_005851743.1
OG0006417	PSC70229.1	XP_005844551.1
OG0006418	PSC70235.1	XP_005844651.1
OG0006419	PSC69998.1	XP_005844580.1
OG0006420	PSC69171.1	XP_005844579.1
OG0006421	PSC70301.1, PSC70477.1	XP_005850972.1
OG0006422	PSC70007.1	XP_005844583.1
OG0006423	PSC68108.1	XP_005844520.1
OG0006425	PSC70124.1	XP_005844497.1
OG0006426	PSC69117.1	XP_005844484.1
OG0006427	PSC70275.1	XP_005844649.1
OG0006429	PSC67978.1	XP_005844603.1
OG0006430	PSC69639.1	XP_005847738.1
OG0006431	PSC69624.1	XP_005847568.1
OG0006433	PSC76684.1, PSC76685.1	XP_005842756.1
OG0006434	PSC67205.1	XP_005842899.1
OG0006435	PSC69627.1	XP_005847566.1
OG0006436	PSC68777.1	XP_005843923.1
OG0006437	PSC71760.1	XP_005843425.1
OG0006439	PSC75204.1	XP_005848003.1
OG0006441	PSC73128.1	XP_005845575.1
OG0006442	PSC69566.1	XP_005847953.1
OG0006443	PSC69487.1	XP_005848121.1
OG0006445	PSC76712.1	XP_005848189.1
OG0006446	PSC76569.1	XP_005848001.1
OG0006447	PSC76193.1	XP_005848182.1
OG0006449	PSC74921.1	XP_005848172.1
OG0006450	PSC76547.1	XP_005848136.1
OG0006451	PSC69567.1	XP_005848133.1
OG0006452	PSC71783.1	XP_005844776.1
OG0006453	PSC71720.1	XP_005844792.1
OG0006454	PSC71690.1	XP_005844761.1
OG0006455	PSC71683.1	XP_005844759.1
OG0006456	PSC71827.1	XP_005844662.1
OG0006457	PSC71739.1	XP_005844717.1
OG0006458	PSC71821.1	XP_005844684.1
OG0006462	PSC70741.1	XP_005842931.1
OG0006464	PSC71680.1	XP_005844715.1
OG0006465	PSC71671.1	XP_005844663.1
OG0006466	PSC71721.1	XP_005842968.1
OG0006467	PSC71793.1	XP_005844749.1
OG0006469	PSC71687.1	XP_005844772.1
OG0006470	PSC71804.1	XP_005844703.1
OG0006471	PSC71754.1	XP_005842932.1
OG0006473	PSC75846.1	XP_005846577.1
OG0006474	PSC76048.1	XP_005842592.1
OG0006477	PSC73401.1	XP_005846758.1
OG0006478	PSC68680.1	XP_005846597.1
OG0006479	PSC73084.1	XP_005847482.1
OG0006480	PSC76331.1	XP_005842872.1
OG0006481	PSC75678.1	XP_005846585.1
OG0006482	PSC75387.1	XP_005846586.1
OG0006484	PSC68664.1	XP_005846744.1
OG0006485	PSC76402.1	XP_005843043.1
OG0006486	PSC76791.1	XP_005846702.1
OG0006487	PSC73170.1	XP_005843418.1
OG0006489	PSC74847.1, PSC75130.1	XP_005844097.1
OG0006490	PSC73119.1	XP_005844560.1
OG0006491	PSC76064.1	XP_005843365.1
OG0006492	PSC69091.1	XP_005844564.1
OG0006494	PSC71365.1	XP_005843997.1
OG0006495	PSC76359.1	XP_005843360.1
OG0006496	PSC67168.1	XP_005844569.1
OG0006497	PSC72962.1	XP_005843348.1
OG0006498	PSC77058.1	XP_005844072.1
OG0006500	PSC73011.1	XP_005843409.1
OG0006503	PSC71263.1	XP_005844934.1
OG0006504	PSC69194.1	XP_005844929.1
OG0006505	PSC71755.1	XP_005851736.1
OG0006506	PSC68694.1	XP_005844862.1
OG0006507	PSC69216.1	XP_005844836.1
OG0006509	PSC69573.1	XP_005847565.1
OG0006510	PSC69200.1, PSC69199.1	XP_005843291.1
OG0006511	PSC71308.1	XP_005844955.1
OG0006512	PSC69293.1	XP_005843259.1
OG0006513	PSC69297.1	XP_005844825.1
OG0006514	PSC68704.1	XP_005844860.1
OG0006515	PSC69230.1	XP_005843251.1
OG0006516	PSC68112.1	XP_005844848.1
OG0006517	PSC74958.1	XP_005845875.1
OG0006519	PSC75045.1	XP_005845717.1
OG0006520	PSC67378.1	XP_005845869.1
OG0006521	PSC74887.1	XP_005845735.1
OG0006522	PSC67376.1	XP_005845864.1
OG0006524	PSC70123.1	XP_005845803.1
OG0006525	PSC74934.1	XP_005845764.1
OG0006527	PSC74850.1	XP_005845737.1
OG0006528	PSC70107.1	XP_005845893.1
OG0006530	PSC74812.1	XP_005845887.1
OG0006531	PSC74824.1, PSC74825.1	XP_005845772.1
OG0006532	PSC74427.1	XP_005850539.1
OG0006533	PSC67368.1	XP_005844130.1
OG0006534	PSC74867.1	XP_005845743.1
OG0006535	PSC70043.1	XP_005845776.1
OG0006537	PSC70108.1	XP_005845905.1
OG0006538	PSC76153.1	XP_005849051.1
OG0006539	PSC73620.1	XP_005844239.1
OG0006540	PSC76865.1	XP_005849280.1
OG0006541	PSC70188.1	XP_005847674.1
OG0006542	PSC68015.1	XP_005848579.1
OG0006543	PSC70204.1	XP_005847838.1
OG0006544	PSC70195.1, PSC70194.1	XP_005847848.1
OG0006545	PSC70288.1	XP_005847837.1
OG0006548	PSC69413.1	XP_005847660.1
OG0006549	PSC70295.1	XP_005844226.1
OG0006550	PSC76433.1	XP_005849039.1
OG0006552	PSC76312.1	XP_005849086.1
OG0006553	PSC76392.1	XP_005849089.1
OG0006554	PSC67736.1	XP_005844247.1
OG0006555	PSC67754.1	XP_005844163.1
OG0006556	PSC67748.1	XP_005844246.1
OG0006557	PSC76845.1	XP_005849090.1
OG0006558	PSC70206.1	XP_005847686.1
OG0006559	PSC70138.1	XP_005847683.1
OG0006560	PSC67254.1	XP_005851653.1
OG0006561	PSC71933.1	XP_005846037.1
OG0006562	PSC71896.1	XP_005846175.1
OG0006563	PSC72321.1	XP_005847038.1
OG0006564	PSC67668.1	XP_005844919.1
OG0006565	PSC71900.1	XP_005845981.1
OG0006566	PSC67868.1	XP_005846192.1
OG0006567	PSC71983.1	XP_005846050.1
OG0006568	PSC67675.1	XP_005846069.1
OG0006569	PSC73260.1	XP_005844906.1
OG0006570	PSC67579.1	XP_005844888.1
OG0006572	PSC67645.1	XP_005842711.1
OG0006573	PSC72017.1	XP_005846581.1
OG0006574	PSC71958.1	XP_005846179.1
OG0006575	PSC67677.1	XP_005846202.1
OG0006576	PSC71870.1	XP_005846104.1
OG0006577	PSC71861.1	XP_005846012.1
OG0006578	PSC71937.1	XP_005846117.1
OG0006579	PSC71902.1	XP_005846146.1
OG0006580	PSC67650.1	XP_005845017.1
OG0006581	PSC72043.1	XP_005846007.1
OG0006582	PSC72008.1	XP_005845982.1
OG0006583	PSC71938.1	XP_005846158.1
OG0006584	PSC69899.1	XP_005847326.1
OG0006585	PSC75791.1	XP_005847389.1
OG0006586	PSC70835.1	XP_005847305.1
OG0006588	PSC75447.1	XP_005847393.1
OG0006589	PSC69976.1	XP_005847331.1
OG0006590	PSC69851.1	XP_005847510.1
OG0006591	PSC69920.1	XP_005847340.1
OG0006592	PSC69937.1	XP_005847350.1
OG0006593	PSC75989.1	XP_005847252.1
OG0006594	PSC75875.1	XP_005847258.1
OG0006595	PSC75649.1	XP_005847396.1
OG0006596	PSC68943.1	XP_005845147.1
OG0006597	PSC69936.1	XP_005847481.1
OG0006598	PSC70891.1	XP_005847269.1
OG0006599	PSC67151.1	XP_005847361.1
OG0006600	PSC70999.1	XP_005847438.1
OG0006601	PSC70905.1	XP_005847275.1
OG0006602	PSC75259.1	XP_005847229.1
OG0006604	PSC70922.1	XP_005847408.1
OG0006605	PSC70863.1	XP_005847273.1
OG0006608	PSC70443.1	XP_005848315.1
OG0006610	PSC70857.1	XP_005848358.1
OG0006611	PSC67515.1	XP_005848404.1
OG0006613	PSC67526.1	XP_005848393.1
OG0006614	PSC70985.1	XP_005848566.1
OG0006615	PSC70456.1	XP_005848302.1
OG0006616	PSC67745.1	XP_005848387.1
OG0006617	PSC67522.1	XP_005848203.1
OG0006618	PSC70459.1	XP_005848523.1
OG0006619	PSC70858.1	XP_005848533.1
OG0006620	PSC74464.1	XP_005845556.1
OG0006621	PSC70830.1	XP_005846046.1
OG0006622	PSC70451.1	XP_005848459.1
OG0006623	PSC70360.1	XP_005848265.1
OG0006624	PSC70837.1	XP_005848347.1
OG0006625	PSC70852.1	XP_005848557.1
OG0006626	PSC70309.1	XP_005848496.1
OG0006627	PSC75861.1	XP_005846719.1
OG0006628	PSC73248.1	XP_005848427.1
OG0006629	PSC70389.1	XP_005848477.1
OG0006630	PSC70348.1	XP_005848317.1
OG0006632	PSC68583.1	XP_005845104.1
OG0006633	PSC68604.1	XP_005846835.1
OG0006634	PSC72561.1	XP_005842542.1
OG0006635	PSC69364.1	XP_005846637.1
OG0006636	PSC72407.1	XP_005846645.1
OG0006638	PSC73649.1	XP_005845173.1
OG0006639	PSC74411.1	XP_005842859.1
OG0006640	PSC68575.1	XP_005845232.1
OG0006641	PSC69355.1	XP_005846621.1
OG0006642	PSC68208.1	XP_005844802.1
OG0006643	PSC71381.1	XP_005852210.1
OG0006645	PSC68644.1	XP_005846695.1
OG0006646	PSC68613.1	XP_005845122.1
OG0006647	PSC73716.1	XP_005845192.1
