Orthogroup	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins
OG0005227	PRW33888.1	XP_005847678.1
OG0005228	PRW33766.1	XP_005847865.1
OG0005229	PRW34007.1	XP_005847866.1
OG0005230	PRW33855.1	XP_005847829.1
OG0005231	PRW33794.1	XP_005847675.1
OG0005232	PRW34033.1	XP_005847834.1
OG0005233	PRW34041.1	XP_005847833.1
OG0005234	PRW05759.1	XP_005845938.1
OG0005235	PRW33847.1	XP_005847699.1
OG0005236	PRW33927.1	XP_005847863.1
OG0005237	PRW33798.1	XP_005847700.1
OG0005238	PRW33941.1	XP_005847850.1
OG0005239	PRW34012.1	XP_005847687.1
OG0005240	PRW33871.1	XP_005847857.1
OG0005241	PRW58019.1	XP_005847651.1
OG0005242	PRW33824.1	XP_005844155.1
OG0005243	PRW56069.1	XP_005850966.1
OG0005244	PRW33773.1	XP_005844249.1
OG0005245	PRW57762.1	XP_005847815.1
OG0005246	PRW33899.1	XP_005847662.1
OG0005247	PRW57798.1	XP_005847811.1
OG0005248	PRW57997.1	XP_005847649.1
OG0005249	PRW33822.1	XP_005847665.1
OG0005250	PRW33920.1	XP_005847824.1
OG0005251	PRW33823.1	XP_005847681.1
OG0005252	PRW61527.1	XP_005843157.1
OG0005253	PRW61046.1	XP_005843118.1
OG0005254	PRW59868.1	XP_005843114.1
OG0005255	PRW61196.1	XP_005843115.1
OG0005256	PRW61084.1	XP_005843152.1
OG0005257	PRW61530.1	XP_005843159.1
OG0005258	PRW61453.1	XP_005843121.1
OG0005259	PRW58111.1	XP_005851090.1
OG0005260	PRW58637.1	XP_005851376.1
OG0005261	PRW61441.1	XP_005842849.1
OG0005262	PRW61230.1	XP_005842837.1
OG0005263	PRW61166.1	XP_005844187.1
OG0005264	PRW61256.1	XP_005843141.1
OG0005265	PRW61012.1	XP_005843583.1
OG0005266	PRW20420.1	XP_005843104.1
OG0005267	PRW20400.1	XP_005843140.1
OG0005268	PRW20707.1	XP_005843849.1, XP_005843924.1
OG0005269	PRW20433.1	XP_005843133.1
OG0005270	PRW60978.1	XP_005843117.1
OG0005271	PRW61605.1	XP_005843155.1
OG0005272	PRW20391.1	XP_005843661.1
OG0005273	PRW20419.1	XP_005843720.1
OG0005274	PRW20367.1	XP_005843714.1
OG0005276	PRW20338.1	XP_005843645.1
OG0005277	PRW45449.1	XP_005845226.1
OG0005278	PRW20323.1	XP_005843657.1
OG0005279	PRW20371.1	XP_005843719.1
OG0005280	PRW20417.1	XP_005843726.1
OG0005281	PRW39195.1, PRW61559.1	XP_005844900.1
OG0005282	PRW20421.1	XP_005843735.1
OG0005283	PRW20427.1	XP_005843671.1
OG0005285	PRW20347.1	XP_005843729.1
OG0005286	PRW59024.1	XP_005849887.1
OG0005288	PRW20318.1	XP_005843700.1
OG0005289	PRW20336.1	XP_005843739.1
OG0005290	PRW20359.1	XP_005843738.1
OG0005291	PRW20378.1	XP_005843683.1
OG0005292	PRW20390.1	XP_005843745.1
OG0005293	PRW20350.1	XP_005843682.1
OG0005294	PRW20348.1	XP_005843737.1
OG0005295	PRW20426.1	XP_005843667.1
OG0005296	PRW20352.1	XP_005843692.1
OG0005297	PRW05787.1	XP_005845941.1
OG0005299	PRW05850.1	XP_005844709.1
OG0005300	PRW05870.1	XP_005850471.1
OG0005301	PRW05881.1	XP_005843212.1
OG0005302	PRW05903.1	XP_005843166.1
OG0005303	PRW05922.1	XP_005843025.1, XP_005843539.1
OG0005304	PRW05948.1	XP_005843190.1
OG0005305	PRW05951.1, PRW05952.1	XP_005843207.1
OG0005306	PRW18332.1, PRW18305.1	XP_005850538.1, XP_005850537.1
OG0005307	PRW18344.1	XP_005850791.1, XP_005850790.1
OG0005308	PRW18409.1	XP_005846393.1
OG0005309	PRW20273.1, PRW20173.1	XP_005842921.1
OG0005310	PRW20189.1	XP_005842943.1
OG0005311	PRW20201.1, PRW57947.1	XP_005850342.1
OG0005312	PRW20220.1	XP_005842927.1
OG0005313	PRW20267.1, PRW20266.1	XP_005842919.1
OG0005314	PRW20280.1, PRW20281.1	XP_005842959.1
OG0005316	PRW20385.1, PRW20384.1	XP_005843664.1
OG0005318	PRW20581.1	XP_005844638.1, XP_005844633.1
OG0005319	PRW20608.1	XP_005842910.1
OG0005321	PRW20754.1, PRW20663.1	XP_005847736.1
OG0005322	PRW20805.1	XP_005848144.1, XP_005848143.1
OG0005323	PRW20838.1	XP_005847994.1
OG0005324	PRW20882.1, PRW20939.1	XP_005848177.1
OG0005325	PRW60505.1	XP_005847419.1
OG0005325	PRW20980.1	XP_005846734.1
OG0005326	PRW60526.1, PRW21037.1	XP_005844654.1
OG0005327	PRW21105.1	XP_005844690.1
OG0005328	PRW32502.1, PRW32503.1	XP_005846716.1
OG0005329	PRW32543.1	XP_005846722.1, XP_005846721.1
OG0005332	PRW44351.1	XP_005848257.1
OG0005332	PRW33077.1	XP_005851825.1
OG0005334	PRW33112.1	XP_005844988.1
OG0005335	PRW33127.1, PRW60859.1, PRW60860.1	XP_005852065.1
OG0005337	PRW33161.1	XP_005842757.1, XP_005849041.1
OG0005338	PRW33184.1, PRW33185.1	XP_005848625.1
OG0005339	PRW33248.1, PRW33249.1	XP_005844847.1
OG0005340	PRW33267.1	XP_005843282.1
OG0005341	PRW33309.1, PRW33308.1	XP_005843231.1
OG0005342	PRW33513.1, PRW33514.1	XP_005845934.1
OG0005343	PRW33567.1	XP_005845779.1
OG0005344	PRW55989.1, PRW33636.1	XP_005847608.1
OG0005345	PRW33747.1	XP_005848470.1, XP_005845730.1
OG0005347	PRW33904.1, PRW33808.1	XP_005847658.1
OG0005348	PRW50999.1	XP_005852146.1
OG0005348	PRW34088.1	XP_005848886.1
OG0005349	PRW39076.1, PRW39075.1	XP_005846017.1
OG0005350	PRW39100.1	XP_005844997.1
OG0005351	PRW39129.1, PRW39339.1	XP_005846048.1
OG0005352	PRW39201.1	XP_005845006.1
OG0005353	PRW39208.1	XP_005846039.1, XP_005851711.1
OG0005354	PRW39224.1	XP_005846187.1, XP_005847164.1
OG0005355	PRW39285.1	XP_005845022.1
OG0005356	PRW39356.1	XP_005847899.1, XP_005842973.1, XP_005842974.1
OG0005357	PRW39381.1	XP_005847770.1, XP_005847769.1, XP_005848074.1
OG0005358	PRW39387.1, PRW39388.1	XP_005846010.1
OG0005359	PRW44309.1	XP_005847254.1
OG0005360	PRW44348.1	XP_005847311.1
OG0005361	PRW44378.1, PRW44377.1	XP_005847268.1
OG0005362	PRW44620.1, PRW44386.1	XP_005847388.1
OG0005363	PRW44404.1, PRW44403.1	XP_005847240.1
OG0005364	PRW44483.1, PRW61581.1	XP_005847459.1
OG0005365	PRW44580.1	XP_005847234.1
OG0005366	PRW44627.1	XP_005847430.1
OG0005368	PRW44908.1, PRW44909.1	XP_005851541.1
OG0005369	PRW44963.1, PRW44964.1	XP_005848306.1
OG0005370	PRW44972.1	XP_005849423.1, XP_005848472.1
OG0005371	PRW45007.1, PRW45006.1	XP_005848284.1
OG0005372	PRW45061.1, PRW45060.1	XP_005848413.1
OG0005373	PRW45103.1	XP_005848529.1
OG0005374	PRW45180.1, PRW45124.1	XP_005848248.1
OG0005375	PRW45141.1	XP_005849216.1
OG0005376	PRW56923.1, PRW45166.1	XP_005844244.1
OG0005378	PRW45324.1	XP_005845073.1
OG0005379	PRW45373.1	XP_005845040.1
OG0005380	PRW45375.1	XP_005845656.1, XP_005851915.1
OG0005381	PRW45492.1	XP_005846687.1
OG0005382	PRW45567.1	XP_005845115.1, XP_005845708.1
OG0005383	PRW45584.1, PRW61201.1	XP_005844373.1
OG0005384	PRW45663.1	XP_005846643.1
OG0005385	PRW45700.1, PRW45699.1	XP_005843192.1
OG0005386	PRW45704.1	XP_005848275.1
OG0005387	PRW45714.1	XP_005851924.1, XP_005845926.1
OG0005388	PRW50807.1	XP_005848655.1
OG0005389	PRW50846.1, PRW50845.1	XP_005848919.1
OG0005390	PRW50873.1, PRW50874.1	XP_005848656.1
OG0005391	PRW51109.1, PRW50875.1	XP_005848961.1
OG0005393	PRW51115.1	XP_005845502.1
OG0005394	PRW51129.1	XP_005850753.1, XP_005852127.1
OG0005395	PRW51150.1	XP_005848929.1, XP_005848928.1, XP_005848927.1
OG0005396	PRW51155.1	XP_005848806.1, XP_005848805.1
OG0005397	PRW56045.1, PRW56044.1	XP_005850730.1
OG0005398	PRW56087.1, PRW57242.1	XP_005850904.1
OG0005399	PRW56095.1	XP_005851041.1
OG0005400	PRW59106.1, PRW56190.1	XP_005845368.1
OG0005401	PRW56273.1, PRW56274.1	XP_005850955.1
OG0005403	PRW56339.1	XP_005851959.1
OG0005404	PRW56391.1, PRW56390.1	XP_005850060.1
OG0005405	PRW56471.1, PRW56472.1	XP_005850152.1
OG0005406	PRW56484.1	XP_005850378.1
OG0005407	PRW56512.1	XP_005850267.1
OG0005408	PRW56548.1	XP_005850428.1
OG0005409	PRW56551.1	XP_005850026.1
OG0005410	PRW56587.1	XP_005850007.1
OG0005411	PRW56589.1	XP_005850025.1
OG0005412	PRW56732.1	XP_005848613.1
OG0005413	PRW61403.1, PRW61351.1, PRW56776.1	XP_005843615.1
OG0005414	PRW56805.1	XP_005850039.1
OG0005415	PRW56883.1	XP_005850335.1
OG0005416	PRW56918.1	XP_005847040.1
OG0005417	PRW56942.1	XP_005846903.1
OG0005418	PRW57096.1, PRW57012.1	XP_005847904.1
OG0005420	PRW57203.1, PRW57204.1	XP_005847086.1
OG0005421	PRW57224.1	XP_005847089.1
OG0005422	PRW57274.1	XP_005847007.1, XP_005842686.1
OG0005423	PRW57287.1	XP_005847931.1
OG0005424	PRW57309.1	XP_005848076.1
OG0005425	PRW57342.1	XP_005847022.1
OG0005428	PRW57712.1, PRW57711.1	XP_005842577.1
OG0005429	PRW57721.1	XP_005848601.1
OG0005430	PRW57761.1, PRW58780.1	XP_005848426.1
OG0005431	PRW57815.1	XP_005845747.1
OG0005432	PRW57848.1	XP_005849134.1, XP_005849133.1
OG0005433	PRW57874.1	XP_005847715.1
OG0005434	PRW57948.1	XP_005849353.1
OG0005435	PRW58023.1, PRW58022.1	XP_005849427.1
OG0005436	PRW58124.1, PRW58125.1	XP_005851550.1
OG0005437	PRW58135.1	XP_005843295.1
OG0005438	PRW58192.1, PRW58191.1	XP_005849734.1
OG0005439	PRW58360.1	XP_005851479.1, XP_005847637.1
OG0005440	PRW58379.1	XP_005848119.1
OG0005441	PRW58465.1	XP_005851497.1
OG0005442	PRW58497.1, PRW58498.1	XP_005847456.1, XP_005851746.1
OG0005443	PRW58602.1	XP_005851628.1
OG0005444	PRW60197.1, PRW58612.1	XP_005851430.1
OG0005445	PRW58616.1, PRW58617.1	XP_005851113.1
OG0005446	PRW58660.1	XP_005851080.1, XP_005844561.1
OG0005448	PRW58851.1	XP_005849848.1
OG0005450	PRW59282.1	XP_005849748.1
OG0005451	PRW59306.1	XP_005849943.1
OG0005452	PRW59398.1	XP_005849746.1
OG0005453	PRW59414.1, PRW59413.1, PRW59415.1	XP_005843789.1
OG0005454	PRW59587.1	XP_005846517.1
OG0005455	PRW59633.1	XP_005845329.1
OG0005456	PRW59659.1	XP_005845347.1
OG0005457	PRW60002.1	XP_005845271.1
OG0005459	PRW60241.1	XP_005852208.1
OG0005460	PRW60246.1, PRW60550.1	XP_005851709.1
OG0005461	PRW60287.1, PRW60288.1	XP_005851676.1
OG0005462	PRW60352.1, PRW60350.1, PRW60351.1	XP_005851694.1
OG0005464	PRW60374.1, PRW60555.1	XP_005851965.1
OG0005465	PRW60477.1, PRW60478.1	XP_005852278.1
OG0005466	PRW60490.1	XP_005851979.1, XP_005851978.1
OG0005467	PRW60515.1	XP_005852067.1
OG0005468	PRW60595.1	XP_005852206.1
OG0005469	PRW60629.1	XP_005852028.1
OG0005470	PRW60689.1	XP_005848790.1
OG0005471	PRW60769.1, PRW60744.1	XP_005851914.1
OG0005472	PRW60762.1, PRW60761.1	XP_005852290.1
OG0005473	PRW60799.1	XP_005851770.1
OG0005474	PRW60843.1	XP_005851697.1
OG0005475	PRW60857.1	XP_005851859.1
OG0005476	PRW60915.1	XP_005844376.1
OG0005478	PRW60946.1	XP_005844186.1
OG0005479	PRW60950.1	XP_005844452.1
OG0005480	PRW60979.1	XP_005846822.1
OG0005482	PRW61064.1, PRW61545.1	XP_005843139.1
OG0005483	PRW61096.1	XP_005851679.1
OG0005484	PRW61577.1, PRW61104.1	XP_005843502.1
OG0005485	PRW61552.1, PRW61107.1, PRW61108.1	XP_005844440.1
OG0005486	PRW61255.1	XP_005845540.1
OG0005487	PRW61318.1	XP_005843511.1
OG0005488	PRW61340.1	XP_005845521.1
OG0005489	PRW61358.1	XP_005842844.1
OG0005490	PRW61372.1	XP_005851433.1, XP_005843107.1
OG0005491	PRW61443.1, PRW61444.1	XP_005843503.1
OG0005492	PRW61475.1, PRW61564.1	XP_005845684.1
OG0005494	PRW61568.1	XP_005845597.1
OG0005495	PRW61579.1	XP_005844271.1
OG0005496	PRW61624.1	XP_005842573.1, XP_005851032.1
OG0005536	PRW57205.1	XP_005844004.1
OG0005537	PRW45617.1	XP_005845224.1
OG0005539	PRW33548.1	XP_005845935.1
OG0005542	PRW33633.1	XP_005845913.1
OG0005545	PRW33673.1	XP_005845907.1
OG0005553	PRW33677.1	XP_005845724.1
OG0005556	PRW32845.1	XP_005844089.1
OG0005557	PRW32915.1	XP_005843998.1
OG0005559	PRW33031.1	XP_005843411.1
OG0005564	PRW20177.1	XP_005844109.1
OG0005567	PRW20196.1	XP_005844024.1
OG0005568	PRW20207.1	XP_005844118.1
OG0005571	PRW20286.1	XP_005844028.1
OG0005573	PRW32941.1	XP_005844006.1
OG0005578	PRW60398.1	XP_005846500.1
OG0005579	PRW20540.1	XP_005844512.1
OG0005584	PRW20446.1	XP_005844522.1
OG0005586	PRW20461.1	XP_005844635.1
OG0005590	PRW33192.1	XP_005843256.1
OG0005592	PRW33095.1	XP_005843298.1
OG0005594	PRW33193.1	XP_005843260.1
OG0005600	PRW33143.1	XP_005844863.1
OG0005603	PRW58913.1	XP_005843421.1
OG0005605	PRW59038.1	XP_005849966.1
OG0005607	PRW51147.1	XP_005848762.1
OG0005610	PRW59274.1	XP_005843772.1
OG0005611	PRW59162.1	XP_005843769.1
OG0005615	PRW59061.1	XP_005849902.1
OG0005619	PRW59229.1	XP_005849885.1
OG0005621	PRW58974.1	XP_005849823.1
OG0005623	PRW60895.1	XP_005848911.1
OG0005625	PRW59255.1	XP_005849696.1
OG0005629	PRW58727.1	XP_005849894.1
OG0005630	PRW61013.1	XP_005844205.1
OG0005636	PRW61461.1	XP_005847631.1
OG0005639	PRW59298.1	XP_005844046.1
OG0005646	PRW51003.1	XP_005848791.1
OG0005648	PRW58868.1	XP_005843826.1
OG0005652	PRW50815.1	XP_005848964.1
OG0005653	PRW20500.1	XP_005848920.1
OG0005658	PRW50961.1	XP_005848722.1
OG0005662	PRW51145.1	XP_005848907.1
OG0005668	PRW51149.1	XP_005848909.1
OG0005672	PRW50786.1	XP_005848913.1
OG0005673	PRW50798.1	XP_005842663.1
OG0005674	PRW50910.1	XP_005848809.1
OG0005675	PRW55905.1	XP_005848619.1
OG0005676	PRW50892.1	XP_005848815.1
OG0005677	PRW51092.1	XP_005848591.1
OG0005679	PRW61091.1	XP_005843553.1
OG0005683	PRW56249.1	XP_005850853.1
OG0005686	PRW56334.1	XP_005850886.1
OG0005689	PRW18338.1	XP_005850532.1
OG0005690	PRW18363.1	XP_005850525.1
OG0005696	PRW18380.1	XP_005850801.1
OG0005698	PRW57850.1	XP_005849169.1
OG0005705	PRW20673.1	XP_005843938.1
OG0005712	PRW44949.1	XP_005843073.1
OG0005719	PRW20941.1	XP_005847961.1
OG0005721	PRW57226.1	XP_005848088.1
OG0005722	PRW57211.1	XP_005848086.1
OG0005724	PRW56554.1	XP_005850191.1
OG0005726	PRW56822.1	XP_005850079.1
OG0005727	PRW56423.1	XP_005850086.1
OG0005728	PRW56803.1	XP_005850330.1
OG0005732	PRW45397.1	XP_005845158.1
OG0005733	PRW05846.1	XP_005847365.1
OG0005734	PRW56798.1	XP_005850066.1
OG0005737	PRW56421.1	XP_005850120.1
OG0005739	PRW56488.1	XP_005850057.1
OG0005740	PRW57130.1	XP_005846942.1
OG0005743	PRW57303.1	XP_005847064.1
OG0005744	PRW57524.1	XP_005846987.1
OG0005745	PRW57191.1	XP_005847196.1
OG0005746	PRW61262.1	XP_005844401.1
OG0005749	PRW55944.1	XP_005850656.1
OG0005756	PRW05752.1	XP_005845967.1
OG0005757	PRW61085.1	XP_005848455.1
OG0005758	PRW39081.1	XP_005845986.1
OG0005766	PRW60467.1	XP_005852071.1
OG0005768	PRW58781.1	XP_005843760.1
OG0005770	PRW39171.1	XP_005845021.1
OG0005774	PRW39228.1	XP_005844915.1
OG0005775	PRW21014.1	XP_005844688.1
OG0005776	PRW57437.1	XP_005847027.1
OG0005777	PRW44451.1	XP_005847239.1
OG0005778	PRW61131.1	XP_005843621.1
OG0005780	PRW45457.1	XP_005845116.1
OG0005785	PRW56685.1	XP_005850439.1
OG0005790	PRW56278.1	XP_005850554.1
OG0005793	PRW56024.1	XP_005850706.1
OG0005795	PRW61229.1	XP_005844942.1
OG0005797	PRW56002.1	XP_005851033.1
OG0005800	PRW39189.1	XP_005847790.1
OG0005803	PRW56056.1	XP_005850967.1
OG0005804	PRW56054.1	XP_005850686.1
OG0005806	PRW20559.1	XP_005844648.1
OG0005807	PRW56006.1	XP_005851011.1
OG0005810	PRW56236.1	XP_005850618.1
OG0005817	PRW56070.1	XP_005851006.1
OG0005818	PRW56048.1	XP_005850728.1
OG0005823	PRW59547.1	XP_005843008.1
OG0005827	PRW33549.1	XP_005845781.1
OG0005828	PRW33581.1	XP_005845891.1
OG0005836	PRW60473.1	XP_005852089.1
OG0005837	PRW60357.1	XP_005851758.1
OG0005842	PRW60289.1	XP_005852106.1
OG0005849	PRW60499.1	XP_005852119.1
OG0005853	PRW60346.1	XP_005851804.1
OG0005856	PRW60793.1	XP_005852132.1
OG0005857	PRW60247.1	XP_005852047.1
OG0005861	PRW60594.1	XP_005852039.1
OG0005863	PRW60257.1	XP_005852031.1
OG0005865	PRW60634.1	XP_005852020.1
OG0005867	PRW60278.1	XP_005852156.1
OG0005872	PRW33148.1	XP_005851311.1
OG0005875	PRW56939.1	XP_005846907.1
OG0005876	PRW60333.1	XP_005852077.1
OG0005877	PRW61452.1	XP_005844426.1
OG0005879	PRW60919.1	XP_005845769.1
OG0005881	PRW61538.1	XP_005843484.1
OG0005884	PRW61253.1	XP_005844892.1
OG0005886	PRW33921.1	XP_005849245.1
OG0005892	PRW33810.1	XP_005849240.1
OG0005894	PRW57917.1	XP_005849140.1
OG0005895	PRW34098.1	XP_005849085.1
OG0005900	PRW57670.1	XP_005849124.1
OG0005903	PRW57998.1	XP_005849322.1
OG0005904	PRW57669.1	XP_005849379.1
OG0005906	PRW57704.1, PRW57703.1	XP_005849376.1
OG0005909	PRW57728.1	XP_005849178.1
OG0005912	PRW57718.1	XP_005849198.1
OG0005915	PRW57881.1	XP_005849354.1
OG0005916	PRW61076.1	XP_005844253.1
OG0005918	PRW57616.1	XP_005849358.1
OG0005921	PRW32555.1	XP_005850056.1
OG0005923	PRW20733.1	XP_005843926.1
OG0005924	PRW20776.1	XP_005843850.1
OG0005925	PRW20676.1	XP_005843927.1
OG0005926	PRW60509.1	XP_005851922.1
OG0005929	PRW20225.1	XP_005844041.1
OG0005930	PRW61247.1	XP_005844411.1
OG0005935	PRW60334.1	XP_005852196.1
OG0005938	PRW60683.1	XP_005851888.1
OG0005941	PRW51096.1	XP_005848860.1
OG0005942	PRW20292.1	XP_005844052.1
OG0005944	PRW20734.1	XP_005843894.1
OG0005946	PRW45002.1	XP_005843957.1
OG0005949	PRW32586.1	XP_005845846.1
OG0005954	PRW61616.1	XP_005848204.1
OG0005956	PRW45059.1	XP_005848391.1
OG0005959	PRW45128.1	XP_005848509.1
OG0005963	PRW45079.1	XP_005848332.1
OG0005964	PRW44871.1	XP_005848522.1
OG0005965	PRW44870.1	XP_005848527.1
OG0005966	PRW56021.1	XP_005848109.1
OG0005971	PRW45035.1	XP_005848235.1
OG0005975	PRW20188.1	XP_005842949.1
OG0005977	PRW21106.1	XP_005844817.1
OG0005982	PRW58771.1	XP_005846724.1
OG0005983	PRW33565.1	XP_005850059.1, XP_005845783.1
OG0005986	PRW59307.1	XP_005849510.1
OG0005989	PRW59405.1	XP_005849479.1
OG0005995	PRW59187.1	XP_005849488.1
OG0005996	PRW59192.1	XP_005849761.1
OG0005997	PRW57765.1	XP_005849352.1
OG0005998	PRW59379.1	XP_005849486.1
OG0005999	PRW58830.1	XP_005849755.1
OG0006000	PRW59085.1, PRW59086.1	XP_005849537.1
OG0006001	PRW59087.1	XP_005849538.1
OG0006004	PRW58897.1	XP_005849740.1
OG0006006	PRW56976.1	XP_005849443.1
OG0006007	PRW58812.1	XP_005849783.1
OG0006008	PRW57414.1	XP_005846856.1
OG0006011	PRW57147.1	XP_005849713.1
OG0006012	PRW59158.1	XP_005849514.1
OG0006019	PRW44356.1	XP_005847425.1
OG0006024	PRW32966.1	XP_005844073.1
OG0006025	PRW58476.1	XP_005848148.1, XP_005844378.1
OG0006028	PRW44478.1	XP_005847485.1
OG0006030	PRW44384.1	XP_005847511.1
OG0006031	PRW32545.1	XP_005842783.1
OG0006033	PRW44621.1	XP_005847521.1
OG0006034	PRW44553.1	XP_005847475.1
OG0006035	PRW44614.1	XP_005847513.1
OG0006037	PRW44352.1	XP_005847445.1
OG0006039	PRW57806.1	XP_005849219.1
OG0006041	PRW51153.1	XP_005846161.1
OG0006043	PRW44236.1	XP_005847462.1
OG0006054	PRW32482.1	XP_005846575.1
OG0006057	PRW20741.1	XP_005843844.1
OG0006058	PRW20677.1	XP_005843935.1
OG0006065	PRW58174.1	XP_005851382.1
OG0006067	PRW58426.1	XP_005851368.1
OG0006068	PRW33116.1	XP_005845761.1
OG0006070	PRW58459.1	XP_005851420.1
OG0006075	PRW45186.1, PRW58198.1	XP_005851369.1
OG0006077	PRW58243.1	XP_005851410.1
OG0006079	PRW58105.1	XP_005851067.1
OG0006080	PRW58095.1	XP_005851063.1
OG0006082	PRW58592.1	XP_005851089.1
OG0006083	PRW57375.1	XP_005847016.1
OG0006084	PRW58396.1	XP_005851442.1
OG0006085	PRW58164.1	XP_005851154.1
OG0006086	PRW58512.1	XP_005851153.1
OG0006092	PRW58134.1	XP_005851205.1
OG0006098	PRW58378.1	XP_005851509.1
OG0006099	PRW58177.1	XP_005851222.1
OG0006103	PRW58223.1	XP_005851240.1
OG0006105	PRW58495.1	XP_005851624.1
OG0006107	PRW58627.1	XP_005851326.1
OG0006109	PRW58185.1	XP_005851559.1
OG0006115	PRW56644.1	XP_005850438.1
OG0006117	PRW58569.1	XP_005851308.1
OG0006119	PRW58520.1	XP_005851527.1
OG0006120	PRW58544.1	XP_005851447.1
OG0006121	PRW58186.1	XP_005851540.1
OG0006122	PRW58665.1	XP_005842543.1
OG0006123	PRW32648.1	XP_005846589.1
OG0006127	PRW56718.1	XP_005850405.1
OG0006128	PRW32623.1	XP_005846603.1
OG0006129	PRW32645.1	XP_005846732.1
OG0006130	PRW32488.1	XP_005846736.1
OG0006135	PRW32506.1	XP_005846566.1
OG0006137	PRW58661.1	XP_005851584.1
OG0006141	PRW20464.1	XP_005849204.1
OG0006142	PRW20654.1	XP_005843905.1
OG0006143	PRW20644.1	XP_005843942.1
OG0006145	PRW45582.1, PRW45581.1	XP_005846794.1
OG0006146	PRW45432.1	XP_005846793.1
OG0006147	PRW45628.1	XP_005845148.1
OG0006150	PRW45558.1	XP_005846778.1
OG0006154	PRW60987.1	XP_005844424.1
OG0006159	PRW56745.1	XP_005849978.1
OG0006162	PRW56576.1	XP_005850241.1
OG0006163	PRW56628.1	XP_005850032.1
OG0006164	PRW56560.1	XP_005850029.1
OG0006166	PRW56617.1	XP_005850248.1
OG0006167	PRW56642.1	XP_005849996.1
OG0006169	PRW56821.1	XP_005850251.1
OG0006172	PRW59669.1	XP_005846381.1
OG0006180	PRW59485.1	XP_005846388.1
OG0006183	PRW59509.1	XP_005846520.1
OG0006184	PRW59784.1	XP_005846493.1
OG0006193	PRW59801.1	XP_005846447.1
OG0006196	PRW60151.1	XP_005846263.1
OG0006197	PRW59835.1	XP_005846434.1
OG0006198	PRW60086.1	XP_005846427.1
OG0006202	PRW59634.1	XP_005846302.1
OG0006206	PRW56436.1	XP_005851092.1
OG0006208	PRW59849.1	XP_005842821.1
OG0006210	PRW59689.1	XP_005845344.1
OG0006212	PRW59974.1	XP_005845487.1
OG0006216	PRW59767.1	XP_005846403.1
OG0006217	PRW57611.1	XP_005847792.1
OG0006224	PRW59545.1	XP_005845381.1
OG0006225	PRW59513.1	XP_005845250.1
OG0006226	PRW59938.1	XP_005845251.1
OG0006227	PRW60125.1	XP_005845387.1
OG0006228	PRW59978.1	XP_005842999.1
OG0006229	PRW59530.1	XP_005843024.1
OG0006236	PRW61086.1	XP_005844399.1
OG0006239	PRW61100.1	XP_005844191.1
OG0006248	PRW57280.1	XP_005848099.1
OG0006252	PRW57332.1	XP_005846865.1
OG0006259	PRW61381.1	XP_005845517.1
OG0006261	PRW61099.1	XP_005845580.1
OG0006266	PRW05944.1	XP_005843191.1
OG0006268	PRW50891.1	XP_005848899.1
OG0006269	PRW05929.1	XP_005843214.1
OG0006270	PRW05904.1	XP_005843208.1
OG0006275	PRW45682.1	XP_005845057.1
OG0006278	PRW20978.1	XP_005844719.1
OG0006281	PRW61252.1	XP_005844437.1
OG0006284	PRW33012.1	XP_005843332.1
OG0006288	PRW33073.1	XP_005844066.1
OG0006290	PRW45546.1	XP_005852036.1
OG0006295	PRW32925.1	XP_005844078.1
OG0006299	PRW57221.1	XP_005848061.1
OG0006300	PRW61071.1	XP_005843675.1
OG0006301	PRW61503.1	XP_005843393.1
OG0006304	PRW45000.1	XP_005848305.1
OG0006305	PRW45051.1	XP_005848501.1
OG0006310	PRW39365.1	XP_005846016.1
OG0006312	PRW33990.1	XP_005844240.1
OG0006314	PRW57620.1	XP_005847809.1
OG0006318	PRW33933.1	XP_005847841.1
OG0006319	PRW34042.1	XP_005844150.1
OG0006321	PRW45047.1	XP_005848287.1
OG0006323	PRW44864.1	XP_005848486.1
OG0006328	PRW57347.1	XP_005847155.1
OG0006336	PRW21002.1	XP_005842963.1
OG0006337	PRW57160.1	XP_005848030.1
OG0006341	PRW51178.1	XP_005848054.1
OG0006342	PRW57154.1	XP_005847885.1
OG0006344	PRW57430.1	XP_005847213.1
OG0006352	PRW44925.1	XP_005848245.1
OG0006353	PRW57667.1	XP_005847590.1
OG0006357	PRW57748.1	XP_005847581.1
OG0006358	PRW57875.1	XP_005847801.1
OG0006360	PRW57902.1	XP_005847766.1
OG0006364	PRW33846.1	XP_005847673.1
OG0006366	PRW33779.1	XP_005847690.1
OG0006369	PRW34038.1	XP_005847666.1
OG0006372	PRW55898.1	XP_005843158.1
OG0006373	PRW44562.1	XP_005847357.1
OG0006374	PRW05777.1	XP_005846073.1
OG0006379	PRW45565.1	XP_005845056.1
OG0006382	PRW05780.1	XP_005851321.1
OG0006384	PRW05819.1	XP_005850468.1
OG0006385	PRW05824.1	XP_005850203.1
OG0006386	PRW05847.1	XP_005850205.1
OG0006387	PRW05864.1	XP_005850207.1
OG0006388	PRW05876.1	XP_005850210.1
OG0006392	PRW05935.1	XP_005843162.1
OG0006393	PRW18299.1	XP_005850796.1
OG0006394	PRW18310.1	XP_005850776.1
OG0006395	PRW18350.1	XP_005850499.1
OG0006396	PRW18358.1	XP_005850781.1
OG0006397	PRW18362.1	XP_005850480.1
