Orthogroup	c_sorokiniana_genome_proteins	c_vulgaris_genome_proteins
OG0005352	PRW39201.1	KAI3431581.1
OG0005353	PRW39208.1	KAI3431461.1
OG0005354	PRW39224.1	KAI3431487.1
OG0005355	PRW39285.1	KAI3431554.1
OG0005356	PRW39356.1	KAI3434731.1
OG0005357	PRW39381.1	KAI3428193.1
OG0005358	PRW39387.1, PRW39388.1	KAI3431387.1
OG0005359	PRW44309.1	KAI3428685.1
OG0005360	PRW44348.1	KAI3428523.1
OG0005361	PRW44378.1, PRW44377.1	KAI3428653.1
OG0005362	PRW44620.1	KAI3428708.1
OG0005362	PRW44386.1	KAI3428709.1
OG0005363	PRW44404.1, PRW44403.1	KAI3428713.1
OG0005364	PRW44483.1, PRW61581.1	KAI3428558.1
OG0005365	PRW44580.1	KAI3428731.1, KAI3428732.1
OG0005366	PRW44627.1	KAI3423532.1, KAI3428579.1
OG0005367	PRW44855.1, PRW44854.1, PRW44856.1	KAI3426172.1
OG0005368	PRW44908.1, PRW44909.1	KAI3433521.1
OG0005369	PRW44963.1, PRW44964.1	KAI3426326.1
OG0005370	PRW44972.1	KAI3434625.1
OG0005371	PRW45007.1, PRW45006.1	KAI3426289.1
OG0005372	PRW45061.1, PRW45060.1	KAI3426153.1
OG0005373	PRW45103.1	KAI3426396.1, KAI3426395.1
OG0005374	PRW45180.1, PRW45124.1	KAI3426216.1
OG0005375	PRW45141.1	KAI3434362.1, KAI3434619.1, KAI3434617.1
OG0005376	PRW56923.1, PRW45166.1	KAI3426092.1
OG0005378	PRW45324.1	KAI3424792.1
OG0005379	PRW45373.1	KAI3424736.1
OG0005380	PRW45375.1	KAI3424142.1
OG0005381	PRW45492.1	KAI3424959.1, KAI3424961.1
OG0005382	PRW45567.1	KAI3424914.1, KAI3424226.1
OG0005383	PRW45584.1, PRW61201.1	KAI3432402.1
OG0005384	PRW45663.1	KAI3425035.1
OG0005385	PRW45700.1, PRW45699.1	KAI3424775.1
OG0005386	PRW45704.1	KAI3426272.1, KAI3426273.1
OG0005387	PRW45714.1	KAI3425142.1
OG0005388	PRW50807.1	KAI3427156.1
OG0005389	PRW50846.1, PRW50845.1	KAI3427038.1
OG0005390	PRW50873.1, PRW50874.1	KAI3427153.1
OG0005391	PRW51109.1, PRW50875.1	KAI3426931.1
OG0005392	PRW51105.1, PRW51104.1	KAI3428368.1
OG0005393	PRW51115.1	KAI3426886.1
OG0005394	PRW51129.1	KAI3436432.1, KAI3436433.1
OG0005395	PRW51150.1	KAI3427022.1
OG0005396	PRW51155.1	KAI3427267.1
OG0005397	PRW56045.1, PRW56044.1	KAI3436493.1
OG0005398	PRW56087.1, PRW57242.1	KAI3436721.1
OG0005399	PRW56095.1	KAI3436418.1
OG0005400	PRW59106.1, PRW56190.1	KAI3436660.1
OG0005401	PRW56273.1, PRW56274.1	KAI3436626.1
OG0005402	PRW56323.1	KAI3436817.1, KAI3436818.1, KAI3436813.1
OG0005403	PRW56339.1	KAI3429854.1, KAI3429853.1
OG0005404	PRW56391.1, PRW56390.1	KAI3428092.1
OG0005405	PRW56471.1, PRW56472.1	KAI3428278.1
OG0005406	PRW56484.1	KAI3428239.1
OG0005407	PRW56512.1	KAI3428008.1
OG0005408	PRW56548.1	KAI3428337.1, KAI3432505.1
OG0005409	PRW56551.1	KAI3428022.1, KAI3428021.1
OG0005410	PRW56587.1	KAI3427985.1, KAI3427986.1
OG0005411	PRW56589.1	KAI3428019.1
OG0005412	PRW56732.1	KAI3438969.1, KAI3427237.1
OG0005413	PRW61403.1, PRW61351.1, PRW56776.1	KAI3432658.1
OG0005414	PRW56805.1	KAI3428055.1
OG0005415	PRW56883.1	KAI3428133.1
OG0005416	PRW56918.1	KAI3438270.1
OG0005417	PRW56942.1	KAI3438178.1
OG0005418	PRW57096.1, PRW57012.1	KAI3437845.1
OG0005419	PRW57016.1, PRW57015.1	KAI3438288.1, KAI3438287.1
OG0005420	PRW57203.1, PRW57204.1	KAI3438177.1
OG0005421	PRW57224.1	KAI3438169.1
OG0005422	PRW57274.1	KAI3437943.1
OG0005423	PRW57287.1	KAI3437793.1
OG0005424	PRW57309.1	KAI3437828.1
OG0005425	PRW57342.1	KAI3438323.1
OG0005427	PRW57628.1, PRW57679.1	KAI3425916.1
OG0005428	PRW57712.1, PRW57711.1	KAI3434813.1
OG0005429	PRW57721.1	KAI3427249.1
OG0005430	PRW57761.1, PRW58780.1	KAI3427931.1, KAI3427932.1
OG0005431	PRW57815.1	KAI3425299.1, KAI3435795.1
OG0005432	PRW57848.1	KAI3434792.1
OG0005433	PRW57874.1	KAI3425692.1
OG0005434	PRW57948.1	KAI3434757.1
OG0005435	PRW58023.1, PRW58022.1	KAI3434614.1
OG0005436	PRW58124.1, PRW58125.1	KAI3433496.1
OG0005437	PRW58135.1	KAI3425058.1, KAI3425059.1
OG0005438	PRW58192.1, PRW58191.1	KAI3438422.1
OG0005439	PRW58360.1	KAI3433646.1
OG0005441	PRW58465.1	KAI3433614.1
OG0005442	PRW58497.1, PRW58498.1	KAI3424359.1
OG0005443	PRW58602.1	KAI3433329.1
OG0005444	PRW60197.1, PRW58612.1	KAI3433750.1
OG0005445	PRW58616.1, PRW58617.1	KAI3433802.1
OG0005446	PRW58660.1	KAI3433946.1
OG0005448	PRW58851.1	KAI3438675.1
OG0005449	PRW61356.1, PRW60957.1, PRW59249.1	KAI3432750.1
OG0005450	PRW59282.1	KAI3438451.1
OG0005451	PRW59306.1	KAI3438902.1, KAI3438901.1
OG0005452	PRW59398.1	KAI3438449.1, KAI3438448.1
OG0005453	PRW59414.1, PRW59413.1, PRW59415.1	KAI3439031.1
OG0005454	PRW59587.1	KAI3435731.1, KAI3435730.1
OG0005455	PRW59633.1	KAI3436131.1
OG0005456	PRW59659.1	KAI3436096.1
OG0005457	PRW60002.1	KAI3436241.1
OG0005458	PRW60035.1	KAI3437654.1, KAI3437652.1
OG0005459	PRW60241.1	KAI3432248.1, KAI3429671.1
OG0005460	PRW60246.1	KAI3429356.1
OG0005461	PRW60287.1, PRW60288.1	KAI3429278.1
OG0005462	PRW60352.1, PRW60350.1, PRW60351.1	KAI3429317.1
OG0005463	PRW60360.1	KAI3437638.1
OG0005464	PRW60374.1, PRW60555.1	KAI3429883.1
OG0005465	PRW60477.1, PRW60478.1	KAI3429884.1
OG0005466	PRW60490.1	KAI3429231.1
OG0005467	PRW60515.1	KAI3429392.1
OG0005468	PRW60595.1	KAI3429664.1
OG0005469	PRW60629.1	KAI3429325.1
OG0005470	PRW60689.1	KAI3437909.1
OG0005471	PRW60769.1, PRW60744.1	KAI3429779.1
OG0005472	PRW60762.1, PRW60761.1	KAI3429879.1
OG0005473	PRW60799.1	KAI3429483.1
OG0005474	PRW60843.1	KAI3429324.1
OG0005476	PRW60915.1	KAI3432396.1
OG0005478	PRW60946.1	KAI3432278.1
OG0005479	PRW60950.1	KAI3432408.1, KAI3432409.1
OG0005480	PRW60979.1	KAI3436843.1, KAI3436842.1
OG0005482	PRW61064.1, PRW61545.1	KAI3424426.1
OG0005483	PRW61096.1	KAI3437847.1
OG0005484	PRW61577.1, PRW61104.1	KAI3432689.1
OG0005486	PRW61255.1	KAI3424148.1
OG0005487	PRW61318.1	KAI3432774.1
OG0005488	PRW61340.1	KAI3423195.1, KAI3423404.1
OG0005489	PRW61358.1	KAI3424259.1
OG0005490	PRW61372.1	KAI3433743.1
OG0005491	PRW61443.1, PRW61444.1	KAI3432688.1
OG0005492	PRW61475.1, PRW61564.1	KAI3424066.1
OG0005493	PRW61478.1, PRW61477.1	KAI3437831.1, KAI3437832.1, KAI3437833.1
OG0005494	PRW61568.1	KAI3424207.1
OG0005495	PRW61579.1	KAI3432291.1
OG0005496	PRW61624.1	KAI3436440.1
OG0005531	PRW45692.1	KAI3425102.1
OG0005532	PRW45566.1	KAI3425090.1
OG0005533	PRW45390.1	KAI3425084.1
OG0005534	PRW45491.1	KAI3425029.1
OG0005537	PRW45617.1	KAI3424894.1
OG0005539	PRW33548.1	KAI3425123.1
OG0005540	PRW33723.1	KAI3425306.1
OG0005542	PRW33633.1	KAI3425173.1
OG0005544	PRW45657.1	KAI3424981.1
OG0005545	PRW33673.1	KAI3425178.1
OG0005547	PRW33575.1	KAI3425304.1
OG0005548	PRW33562.1	KAI3425305.1
OG0005549	PRW33690.1	KAI3425284.1
OG0005551	PRW33635.1	KAI3425314.1
OG0005552	PRW33650.1	KAI3425315.1
OG0005554	PRW33595.1	KAI3425346.1
OG0005556	PRW32845.1	KAI3430587.1
OG0005557	PRW32915.1	KAI3430589.1
OG0005559	PRW33031.1	KAI3430451.1
OG0005563	PRW32869.1	KAI3430416.1
OG0005564	PRW20177.1	KAI3430620.1
OG0005565	PRW61041.1	KAI3429302.1
OG0005567	PRW20196.1	KAI3430643.1
OG0005568	PRW20207.1	KAI3430647.1
OG0005569	PRW20257.1	KAI3430639.1
OG0005570	PRW20219.1	KAI3430649.1
OG0005571	PRW20286.1	KAI3430652.1
OG0005572	PRW32831.1	KAI3430601.1
OG0005573	PRW32941.1	KAI3430606.1
OG0005574	PRW50955.1	KAI3426957.1
OG0005575	PRW20473.1	KAI3430369.1
OG0005578	PRW60398.1	KAI3435776.1
OG0005579	PRW20540.1	KAI3430307.1
OG0005581	PRW20549.1	KAI3430294.1
OG0005583	PRW20489.1	KAI3430286.1
OG0005584	PRW20446.1	KAI3430278.1
OG0005586	PRW20461.1	KAI3430252.1
OG0005587	PRW20502.1	KAI3430259.1
OG0005588	PRW20590.1	KAI3430226.1
OG0005590	PRW33192.1	KAI3431789.1
OG0005592	PRW33095.1	KAI3431792.1
OG0005594	PRW33193.1	KAI3431770.1
OG0005595	PRW33261.1	KAI3431796.1
OG0005597	PRW33259.1	KAI3431645.1
OG0005598	PRW39282.1	KAI3431605.1
OG0005599	PRW33183.1	KAI3431653.1
OG0005601	PRW39158.1	KAI3431614.1
OG0005603	PRW58913.1	KAI3439067.1
OG0005607	PRW51147.1	KAI3426908.1
OG0005608	PRW58807.1	KAI3438933.1
OG0005609	PRW39292.1	KAI3431564.1
OG0005610	PRW59274.1	KAI3439003.1
OG0005611	PRW59162.1	KAI3438993.1
OG0005613	PRW60913.1	KAI3432616.1
OG0005614	PRW59044.1	KAI3438792.1
OG0005617	PRW58881.1	KAI3438778.1
OG0005619	PRW59229.1	KAI3438752.1
OG0005620	PRW33121.1	KAI3431648.1
OG0005621	PRW58974.1	KAI3438620.1
OG0005622	PRW59175.1	KAI3438865.1
OG0005623	PRW60895.1	KAI3427056.1
OG0005625	PRW59255.1	KAI3438907.1
OG0005626	PRW59334.1	KAI3438893.1
OG0005629	PRW58727.1	KAI3438771.1
OG0005631	PRW58752.1	KAI3438839.1
OG0005632	PRW59028.1	KAI3438717.1
OG0005634	PRW58997.1	KAI3438622.1, KAI3438623.1
OG0005638	PRW59374.1	KAI3438589.1
OG0005641	PRW57984.1	KAI3430605.1
OG0005642	PRW59188.1	KAI3428735.1
OG0005646	PRW51003.1	KAI3426846.1
OG0005648	PRW58868.1	KAI3438999.1
OG0005649	PRW51134.1, PRW51135.1	KAI3426929.1
OG0005652	PRW50815.1	KAI3426934.1
OG0005655	PRW58130.1	KAI3433482.1
OG0005657	PRW32902.1	KAI3436772.1
OG0005658	PRW50961.1	KAI3427015.1
OG0005659	PRW50791.1	KAI3426994.1
OG0005660	PRW50782.1	KAI3426967.1
OG0005661	PRW60176.1	KAI3433518.1
OG0005666	PRW57405.1	KAI3437914.1
OG0005668	PRW51149.1	KAI3427058.1
OG0005671	PRW20971.1	KAI3432784.1, KAI3430736.1
OG0005672	PRW50786.1	KAI3427051.1
OG0005673	PRW50798.1	KAI3427053.1
OG0005675	PRW55905.1	KAI3427229.1
OG0005676	PRW50892.1	KAI3427245.1
OG0005677	PRW51092.1	KAI3427270.1
OG0005679	PRW61091.1	KAI3432619.1
OG0005683	PRW56249.1	KAI3436850.1
OG0005685	PRW56219.1	KAI3436784.1
OG0005686	PRW56334.1	KAI3436768.1
OG0005687	PRW59018.1	KAI3438975.1
OG0005688	PRW55923.1	KAI3436882.1
OG0005689	PRW18338.1	KAI3435488.1
OG0005691	PRW18415.1	KAI3435494.1
OG0005692	PRW18412.1	KAI3435500.1
OG0005694	PRW18328.1	KAI3435523.1
OG0005695	PRW33332.1	KAI3436363.1
OG0005696	PRW18380.1	KAI3435538.1
OG0005697	PRW18321.1	KAI3435561.1
OG0005698	PRW57850.1	KAI3434733.1
OG0005699	PRW20729.1	KAI3434500.1
OG0005700	PRW20660.1	KAI3434504.1, KAI3434503.1
OG0005702	PRW32606.1	KAI3423975.1
OG0005703	PRW61398.1	KAI3432335.1
OG0005704	PRW20625.1	KAI3434489.1
OG0005705	PRW20673.1	KAI3434488.1
OG0005712	PRW44949.1	KAI3423961.1
OG0005715	PRW57477.1	KAI3437809.1
OG0005716	PRW58745.1	KAI3438973.1, KAI3438972.1
OG0005718	PRW20847.1	KAI3437730.1
OG0005721	PRW57226.1	KAI3437797.1
OG0005722	PRW57211.1	KAI3437800.1
OG0005723	PRW20799.1	KAI3437616.1
OG0005724	PRW56554.1	KAI3428374.1
OG0005727	PRW56423.1	KAI3428143.1
OG0005728	PRW56803.1	KAI3428125.1
OG0005729	PRW56429.1	KAI3428187.1
OG0005730	PRW56759.1	KAI3428188.1
OG0005731	PRW05821.1	KAI3428767.1
OG0005732	PRW45397.1	KAI3424748.1
OG0005733	PRW05846.1	KAI3428763.1
OG0005734	PRW56798.1	KAI3428105.1
OG0005737	PRW56421.1	KAI3428209.1
OG0005740	PRW57130.1	KAI3438088.1
OG0005741	PRW57140.1	KAI3438234.1
OG0005743	PRW57303.1	KAI3438225.1
OG0005744	PRW57524.1	KAI3437974.1
OG0005745	PRW57191.1	KAI3437973.1
OG0005746	PRW61262.1	KAI3432836.1
OG0005748	PRW45651.1	KAI3424710.1
OG0005756	PRW05752.1	KAI3431307.1
OG0005757	PRW61085.1	KAI3426230.1
OG0005758	PRW39081.1	KAI3431330.1
OG0005759	PRW56849.1	KAI3428231.1
OG0005761	PRW39367.1	KAI3431389.1
OG0005763	PRW39266.1	KAI3431392.1
OG0005765	PRW39086.1	KAI3431456.1
OG0005767	PRW39162.1	KAI3431495.1
OG0005768	PRW58781.1	KAI3438964.1
OG0005769	PRW39085.1	KAI3431504.1
OG0005770	PRW39171.1	KAI3431555.1
OG0005771	PRW39143.1	KAI3431551.1
OG0005772	PRW39240.1	KAI3431528.1
OG0005775	PRW21014.1	KAI3430777.1
OG0005776	PRW57437.1	KAI3438301.1
OG0005777	PRW44451.1	KAI3428718.1
OG0005778	PRW61131.1	KAI3432599.1
OG0005780	PRW45457.1	KAI3424915.1
OG0005782	PRW44505.1	KAI3428757.1
OG0005785	PRW56685.1	KAI3428355.1
OG0005786	PRW56707.1	KAI3428287.1
OG0005787	PRW56860.1	KAI3428304.1
OG0005788	PRW56891.1	KAI3428309.1
OG0005789	PRW56401.1	KAI3428326.1
OG0005790	PRW56278.1	KAI3436869.1
OG0005791	PRW56084.1, PRW56083.1	KAI3436661.1
OG0005792	PRW56300.1	KAI3436559.1
OG0005793	PRW56024.1	KAI3436558.1
OG0005795	PRW61229.1	KAI3427347.1
OG0005797	PRW56002.1	KAI3436438.1
OG0005803	PRW56056.1	KAI3436612.1
OG0005805	PRW61425.1	KAI3432297.1
OG0005806	PRW20559.1	KAI3430219.1
OG0005807	PRW56006.1	KAI3436495.1
OG0005808	PRW44884.1	KAI3426469.1
OG0005810	PRW56236.1	KAI3436733.1
OG0005811	PRW61200.1	KAI3432592.1
OG0005812	PRW57166.1	KAI3438180.1
OG0005816	PRW56078.1	KAI3436711.1
OG0005817	PRW56070.1	KAI3436504.1
OG0005818	PRW56048.1	KAI3436498.1
OG0005819	PRW57473.1	KAI3437836.1
OG0005820	PRW56342.1	KAI3436423.1
OG0005823	PRW59547.1	KAI3436373.1
OG0005824	PRW33691.1	KAI3425382.1
OG0005827	PRW33549.1	KAI3425225.1
OG0005828	PRW33581.1	KAI3425209.1
OG0005829	PRW33730.1	KAI3425201.1
OG0005830	PRW60215.1	KAI3429293.1
OG0005832	PRW45087.1	KAI3426199.1
OG0005835	PRW61615.1	KAI3432282.1
OG0005836	PRW60473.1	KAI3429437.1
OG0005837	PRW60357.1	KAI3429452.1
OG0005839	PRW44247.1	KAI3428687.1
OG0005840	PRW60638.1	KAI3429439.1
OG0005841	PRW60253.1	KAI3429441.1
OG0005842	PRW60289.1	KAI3429479.1
OG0005843	PRW60788.1	KAI3429482.1
OG0005844	PRW60459.1	KAI3429473.1
OG0005845	PRW60709.1	KAI3429471.1
OG0005848	PRW60449.1	KAI3429500.1
OG0005849	PRW60499.1	KAI3429510.1
OG0005850	PRW60627.1	KAI3429372.1
OG0005851	PRW60364.1	KAI3429381.1
OG0005853	PRW60346.1	KAI3429545.1
OG0005855	PRW60285.1	KAI3429535.1
OG0005856	PRW60793.1	KAI3429534.1
OG0005857	PRW60247.1	KAI3429357.1
OG0005858	PRW61144.1	KAI3432298.1
OG0005859	PRW60602.1	KAI3429365.1
OG0005860	PRW60359.1	KAI3429355.1
OG0005861	PRW60594.1	KAI3429344.1
OG0005862	PRW60395.1	KAI3429340.1
OG0005863	PRW60257.1	KAI3429334.1
OG0005865	PRW60634.1	KAI3429311.1
OG0005867	PRW60278.1	KAI3429634.1
OG0005868	PRW60561.1	KAI3429635.1
OG0005870	PRW60759.1	KAI3429393.1
OG0005872	PRW33148.1	KAI3433356.1
OG0005874	PRW60678.1	KAI3429759.1
OG0005875	PRW56939.1	KAI3438170.1
OG0005877	PRW61452.1	KAI3432873.1
OG0005879	PRW60919.1	KAI3425237.1
OG0005881	PRW61538.1	KAI3432753.1
OG0005882	PRW61143.1, PRW61142.1	KAI3432223.1
OG0005883	PRW60929.1	KAI3432760.1
OG0005884	PRW61253.1	KAI3431612.1
OG0005885	PRW05772.1	KAI3424715.1
OG0005886	PRW33921.1	KAI3434981.1
OG0005887	PRW33875.1	KAI3435025.1
OG0005888	PRW34043.1	KAI3435019.1
OG0005889	PRW33939.1	KAI3435021.1
OG0005890	PRW33811.1	KAI3435020.1
OG0005891	PRW33964.1	KAI3435005.1
OG0005892	PRW33810.1	KAI3434992.1
OG0005894	PRW57917.1	KAI3434779.1
OG0005895	PRW34098.1	KAI3434884.1
OG0005896	PRW33788.1	KAI3434917.1
OG0005897	PRW45601.1	KAI3424786.1
OG0005900	PRW57670.1	KAI3434814.1
OG0005901	PRW18345.1	KAI3423436.1
OG0005902	PRW58067.1	KAI3434816.1
OG0005903	PRW57998.1	KAI3434830.1
OG0005904	PRW57669.1	KAI3434699.1
OG0005909	PRW57728.1	KAI3434714.1
OG0005910	PRW57478.1	KAI3438179.1
OG0005911	PRW57768.1	KAI3434676.1
OG0005912	PRW57718.1	KAI3434670.1
OG0005914	PRW57829.1	KAI3434667.1
OG0005915	PRW57881.1	KAI3434756.1
OG0005916	PRW61076.1	KAI3432217.1
OG0005918	PRW57616.1	KAI3434749.1
OG0005924	PRW20776.1	KAI3434517.1
OG0005926	PRW60509.1	KAI3429789.1
OG0005927	PRW60637.1	KAI3429814.1
OG0005928	PRW60598.1	KAI3429855.1
OG0005929	PRW20225.1	KAI3430679.1
OG0005931	PRW60268.1	KAI3429809.1
OG0005932	PRW60431.1	KAI3429603.1
OG0005933	PRW60646.1	KAI3429599.1
OG0005934	PRW60503.1	KAI3429651.1
OG0005935	PRW60334.1	KAI3429647.1
OG0005936	PRW60498.1	KAI3429677.1
OG0005937	PRW60482.1	KAI3429684.1
OG0005938	PRW60683.1	KAI3429709.1
OG0005940	PRW20609.1	KAI3434484.1
OG0005942	PRW20292.1	KAI3430692.1
OG0005943	PRW60922.1	KAI3432571.1
OG0005944	PRW20734.1	KAI3434519.1
OG0005946	PRW45002.1	KAI3434518.1
OG0005947	PRW20679.1	KAI3434388.1
OG0005948	PRW20761.1	KAI3434396.1
OG0005949	PRW32586.1	KAI3425322.1
OG0005951	PRW58098.1	KAI3427008.1
OG0005955	PRW60920.1	KAI3432661.1
OG0005956	PRW45059.1	KAI3426107.1
OG0005959	PRW45128.1	KAI3426348.1
OG0005960	PRW44991.1	KAI3426362.1
OG0005963	PRW45079.1	KAI3426374.1
OG0005965	PRW44870.1	KAI3426388.1
OG0005967	PRW45201.1	KAI3426384.1
OG0005968	PRW45223.1	KAI3426445.1
OG0005969	PRW44977.1	KAI3426444.1
OG0005970	PRW45190.1	KAI3426175.1
OG0005971	PRW45035.1	KAI3426185.1
OG0005972	PRW45149.1	KAI3426425.1
OG0005974	PRW59597.1	KAI3435644.1
OG0005975	PRW20188.1	KAI3430986.1
OG0005982	PRW58771.1	KAI3423876.1
OG0005984	PRW59212.1	KAI3437605.1
OG0005985	PRW58730.1	KAI3438595.1
OG0005986	PRW59307.1	KAI3438524.1
OG0005987	PRW58728.1	KAI3438550.1
OG0005988	PRW56761.1	KAI3428320.1
OG0005989	PRW59405.1	KAI3438453.1
OG0005992	PRW57052.1	KAI3438400.1
OG0005995	PRW59187.1	KAI3438486.1
OG0005996	PRW59192.1	KAI3438493.1
OG0005997	PRW57765.1	KAI3434759.1
OG0006001	PRW59087.1	KAI3438581.1
OG0006002	PRW59150.1	KAI3424230.1
OG0006004	PRW58897.1	KAI3438436.1
OG0006005	PRW58927.1	KAI3438538.1
OG0006006	PRW56976.1	KAI3438386.1
OG0006007	PRW58812.1	KAI3438542.1
OG0006008	PRW57414.1	KAI3438291.1
OG0006012	PRW59158.1	KAI3438529.1
OG0006014	PRW56920.1	KAI3438261.1
OG0006015	PRW44251.1	KAI3428622.1
OG0006017	PRW61130.1	KAI3432892.1
OG0006019	PRW44356.1	KAI3428630.1
OG0006020	PRW44612.1	KAI3428624.1
OG0006021	PRW58222.1	KAI3428620.1
OG0006022	PRW44468.1	KAI3428464.1
OG0006026	PRW44398.1	KAI3428585.1
OG0006027	PRW44339.1	KAI3428600.1
OG0006028	PRW44478.1	KAI3428508.1
OG0006029	PRW44489.1	KAI3428458.1
OG0006030	PRW44384.1	KAI3428453.1
OG0006031	PRW32545.1	KAI3423894.1
OG0006033	PRW44621.1	KAI3428436.1
OG0006034	PRW44553.1	KAI3428533.1
OG0006037	PRW44352.1	KAI3428612.1
OG0006039	PRW57806.1	KAI3434609.1
OG0006041	PRW51153.1	KAI3431419.1
OG0006042	PRW61512.1	KAI3432292.1
OG0006044	PRW44285.1	KAI3438786.1
OG0006045	PRW44469.1	KAI3428532.1
OG0006046	PRW44382.1	KAI3428549.1
OG0006047	PRW57050.1	KAI3438304.1
OG0006048	PRW44591.1	KAI3428539.1
OG0006049	PRW59566.1	KAI3436133.1
OG0006051	PRW59058.1	KAI3438526.1
OG0006052	PRW44559.1	KAI3428432.1
OG0006054	PRW32482.1	KAI3423892.1
OG0006060	PRW57715.1	KAI3434579.1
OG0006063	PRW39172.1	KAI3431618.1
OG0006064	PRW39299.1	KAI3431584.1
OG0006065	PRW58174.1	KAI3433955.1
OG0006066	PRW58158.1	KAI3433961.1
OG0006067	PRW58426.1	KAI3433922.1
OG0006068	PRW33116.1	KAI3425262.1
OG0006069	PRW58422.1	KAI3433963.1
OG0006070	PRW58459.1	KAI3433781.1
OG0006071	PRW58212.1	KAI3433829.1
OG0006073	PRW58699.1	KAI3433835.1
OG0006077	PRW58243.1	KAI3433810.1
OG0006078	PRW58274.1	KAI3424209.1
OG0006079	PRW58105.1	KAI3433905.1
OG0006080	PRW58095.1	KAI3433897.1
OG0006082	PRW58592.1	KAI3433885.1
OG0006083	PRW57375.1	KAI3438336.1
OG0006092	PRW58134.1	KAI3433610.1
OG0006095	PRW58348.1	KAI3433588.1
OG0006096	PRW58692.1	KAI3433582.1
OG0006098	PRW58378.1	KAI3433577.1
OG0006100	PRW58682.1	KAI3433569.1
OG0006101	PRW45731.1	KAI3424910.1
OG0006104	PRW58492.1	KAI3433322.1
OG0006105	PRW58495.1	KAI3433333.1
OG0006107	PRW58627.1	KAI3433317.1
OG0006109	PRW58185.1	KAI3433478.1
OG0006110	PRW57276.1	KAI3433452.1
OG0006112	PRW58488.1	KAI3433398.1
OG0006113	PRW58077.1	KAI3433399.1
OG0006114	PRW58518.1	KAI3433382.1
OG0006115	PRW56644.1	KAI3428354.1
OG0006116	PRW58300.1	KAI3433391.1
OG0006117	PRW58569.1	KAI3433371.1
OG0006118	PRW58606.1	KAI3433392.1
OG0006119	PRW58520.1	KAI3433550.1
OG0006120	PRW58544.1	KAI3433699.1
OG0006122	PRW58665.1	KAI3433476.1
OG0006123	PRW32648.1	KAI3423880.1
OG0006127	PRW56718.1	KAI3428289.1
OG0006128	PRW32623.1	KAI3423833.1
OG0006129	PRW32645.1	KAI3423863.1
OG0006130	PRW32488.1	KAI3423859.1
OG0006131	PRW32511.1	KAI3423836.1
OG0006133	PRW32598.1, PRW32597.1	KAI3423917.1
OG0006135	PRW32506.1	KAI3423902.1
OG0006136	PRW58472.1	KAI3433419.1
OG0006137	PRW58661.1	KAI3433421.1
OG0006139	PRW45674.1	KAI3424818.1
OG0006140	PRW20692.1	KAI3434563.1
OG0006142	PRW20654.1	KAI3434446.1
OG0006143	PRW20644.1	KAI3434548.1
OG0006144	PRW45355.1	KAI3425095.1
OG0006147	PRW45628.1	KAI3424729.1
OG0006148	PRW33611.1	KAI3425133.1
OG0006150	PRW45558.1	KAI3425062.1
OG0006151	PRW61194.1	KAI3432719.1
OG0006152	PRW61402.1	KAI3432730.1
OG0006153	PRW61291.1	KAI3432692.1
OG0006154	PRW60987.1	KAI3432869.1
OG0006155	PRW56152.1, PRW56151.1	KAI3436519.1
OG0006156	PRW44342.1	KAI3428671.1
OG0006159	PRW56745.1	KAI3427937.1
OG0006161	PRW56444.1	KAI3427952.1
OG0006162	PRW56576.1	KAI3427949.1
OG0006164	PRW56560.1	KAI3428036.1
OG0006166	PRW56617.1	KAI3427967.1
OG0006167	PRW56642.1	KAI3427968.1
OG0006169	PRW56821.1	KAI3427979.1
OG0006170	PRW56408.1	KAI3427974.1
OG0006171	PRW59733.1	KAI3435636.1
OG0006172	PRW59669.1	KAI3435652.1
OG0006173	PRW60110.1	KAI3435654.1
OG0006174	PRW59819.1	KAI3435584.1
OG0006175	PRW59679.1	KAI3435585.1
OG0006177	PRW18333.1	KAI3435628.1
OG0006178	PRW18352.1	KAI3435598.1
OG0006179	PRW59696.1	KAI3435695.1
OG0006180	PRW59485.1	KAI3435640.1
OG0006182	PRW60183.1	KAI3435700.1
OG0006183	PRW59509.1	KAI3435716.1
OG0006185	PRW59726.1	KAI3435791.1
OG0006187	PRW59876.1	KAI3435759.1
OG0006188	PRW60109.1	KAI3435783.1
OG0006189	PRW59708.1	KAI3435794.1
OG0006193	PRW59801.1	KAI3435886.1
OG0006194	PRW59862.1	KAI3435879.1
OG0006195	PRW59609.1	KAI3435899.1
OG0006196	PRW60151.1	KAI3435906.1
OG0006198	PRW60086.1	KAI3435922.1
OG0006199	PRW59555.1	KAI3435953.1
OG0006200	PRW61363.1	KAI3428546.1
OG0006201	PRW59787.1	KAI3435821.1
OG0006202	PRW59634.1	KAI3435825.1
OG0006205	PRW59602.1	KAI3436111.1
OG0006207	PRW59608.1	KAI3436007.1
OG0006208	PRW59849.1	KAI3436004.1
OG0006210	PRW59689.1	KAI3436102.1
OG0006212	PRW59974.1	KAI3436088.1
OG0006216	PRW59767.1	KAI3435980.1
OG0006217	PRW57611.1	KAI3425883.1
OG0006220	PRW60106.1	KAI3436213.1
OG0006222	PRW61127.1	KAI3427230.1
OG0006223	PRW56531.1	KAI3428206.1
OG0006224	PRW59545.1	KAI3436299.1
OG0006226	PRW59938.1	KAI3436287.1
OG0006227	PRW60125.1	KAI3436288.1
OG0006228	PRW59978.1	KAI3436324.1
