Orthogroup	oneline_c_variabilis_genome_proteins	oneline_A99_genome_proteins
OG0004858	XP_005845770.1	scaffold2.g7144.t1
OG0004859	XP_005843200.1	scaffold2.g7145.t1
OG0004860	XP_005848594.1	scaffold2.g7146.t1
OG0004861	XP_005848807.1	scaffold2.g7147.t1
OG0004862	XP_005842933.1	scaffold2.g7150.t1
OG0004863	XP_005842964.1	scaffold2.g7151.t1
OG0004864	XP_005844735.1	scaffold2.g7153.t1
OG0004865	XP_005844801.1	scaffold2.g7154.t1
OG0004866	XP_005844794.1	scaffold2.g7156.t1
OG0004867	XP_005844789.1	scaffold2.g7157.t1
OG0004868	XP_005851374.1	scaffold2.g7160.t1
OG0004869	XP_005844721.1	scaffold2.g7164.t1
OG0004870	XP_005844785.1	scaffold2.g7169.t1
OG0004871	XP_005844716.1	scaffold2.g7175.t1
OG0004872	XP_005844777.1	scaffold2.g7179.t1
OG0004873	XP_005844051.1	scaffold2.g7187.t1
OG0004874	XP_005843402.1	scaffold2.g7195.t1
OG0004875	XP_005843401.1	scaffold2.g7196.t1
OG0004876	XP_005844475.1	scaffold2.g7200.t1
OG0004877	XP_005844818.1	scaffold2.g7202.t1
OG0004878	XP_005844743.1	scaffold2.g7210.t1
OG0004879	XP_005842936.1	scaffold2.g7211.t1
OG0004880	XP_005842937.1	scaffold2.g7214.t1
OG0004881	XP_005843397.1	scaffold2.g7221.t1
OG0004882	XP_005843314.1	scaffold2.g7222.t1
OG0004883	XP_005843371.1	scaffold2.g7223.t1
OG0004884	XP_005843308.1	scaffold2.g7225.t1
OG0004885	XP_005843364.1	scaffold2.g7226.t1
OG0004886	XP_005842940.1	scaffold2.g7228.t1
OG0004887	XP_005842970.1	scaffold2.g7229.t1
OG0004888	XP_005842939.1	scaffold2.g7231.t1
OG0004889	XP_005842969.1	scaffold2.g7232.t1
OG0004890	XP_005845092.1	scaffold2.g7239.t1
OG0004891	XP_005843328.1	scaffold2.g7241.t1
OG0004892	XP_005843388.1	scaffold2.g7242.t1
OG0004893	XP_005843387.1	scaffold2.g7243.t1
OG0004894	XP_005843389.1	scaffold2.g7246.t1
OG0004895	XP_005843380.1	scaffold2.g7256.t1
OG0004896	XP_005843323.1	scaffold2.g7257.t1
OG0004897	XP_005843381.1	scaffold2.g7258.t1
OG0004898	XP_005843325.1	scaffold2.g7260.t1
OG0004899	XP_005843324.1	scaffold2.g7262.t1
OG0004900	XP_005843377.1	scaffold2.g7264.t1
OG0004901	XP_005846913.1	scaffold2.g7267.t1
OG0004902	XP_005843373.1	scaffold2.g7269.t1
OG0004903	XP_005843315.1	scaffold2.g7270.t1
OG0004904	XP_005843378.1	scaffold2.g7274.t1
OG0004905	XP_005843379.1	scaffold2.g7277.t1
OG0004906	XP_005844734.1	scaffold2.g7282.t1
OG0004907	XP_005845081.1	scaffold2.g7283.t1
OG0004908	XP_005845080.1	scaffold2.g7284.t1
OG0004909	XP_005845182.1	scaffold2.g7285.t1
OG0004910	XP_005842962.1	scaffold2.g7298.t1
OG0004911	XP_005843986.1	scaffold2.g7303.t1
OG0004912	XP_005844071.1	scaffold2.g7308.t1
OG0004913	XP_005844068.1	scaffold2.g7310.t1
OG0004914	XP_005844067.1	scaffold2.g7313.t1
OG0004915	XP_005843984.1	scaffold2.g7314.t1
OG0004916	XP_005843983.1	scaffold2.g7316.t1
OG0004917	XP_005843305.1	scaffold2.g7317.t1
OG0004918	XP_005843306.1	scaffold2.g7318.t1
OG0004919	XP_005843362.1	scaffold2.g7319.t1
OG0004920	XP_005843395.1	scaffold2.g7321.t1
OG0004921	XP_005842960.1	scaffold2.g7326.t1
OG0004922	XP_005844059.1	scaffold2.g7331.t1
OG0004923	XP_005842955.1	scaffold2.g7336.t1
OG0004925	XP_005842957.1	scaffold2.g7341.t1
OG0004926	XP_005844131.1	scaffold2.g7342.t1
OG0004927	XP_005842913.1	scaffold2.g7349.t1
OG0004928	XP_005842945.1	scaffold2.g7353.t1
OG0004929	XP_005842944.1	scaffold2.g7354.t1
OG0004930	XP_005847054.1	scaffold2.g7355.t1
OG0004931	XP_005851539.1	scaffold2.g7358.t1
OG0004932	XP_005843992.1	scaffold2.g7363.t1
OG0004933	XP_005844079.1	scaffold2.g7364.t1
OG0004934	XP_005843990.1	scaffold2.g7365.t1
OG0004935	XP_005849984.1	scaffold2.g7366.t1
OG0004936	XP_005843993.1	scaffold2.g7370.t1
OG0004937	XP_005843996.1	scaffold2.g7378.t1
OG0004938	XP_005848281.1	scaffold2.g7384.t1
OG0004939	XP_005848474.1	scaffold2.g7386.t1
OG0004940	XP_005848466.1	scaffold2.g7387.t1
OG0004941	XP_005848495.1	scaffold2.g7396.t1
OG0004942	XP_005848303.1	scaffold2.g7399.t1
OG0004943	XP_005848494.1	scaffold2.g7400.t1
OG0004944	XP_005848299.1	scaffold2.g7407.t1
OG0004945	XP_005848493.1	scaffold2.g7408.t1
OG0004946	XP_005848489.1	scaffold2.g7410.t1
OG0004947	XP_005848463.1	scaffold2.g7411.t1
OG0004948	XP_005848462.1	scaffold2.g7412.t1
OG0004949	XP_005848468.1	scaffold2.g7416.t1
OG0004950	XP_005848267.1	scaffold2.g7417.t1
OG0004951	XP_005848263.1	scaffold2.g7419.t1
OG0004952	XP_005848307.1	scaffold2.g7421.t1
OG0004953	XP_005848376.1	scaffold2.g7426.t1
OG0004954	XP_005848564.1	scaffold2.g7429.t1
OG0004955	XP_005848310.1	scaffold2.g7436.t1
OG0004956	XP_005848562.1	scaffold2.g7437.t1
OG0004957	XP_005848370.1	scaffold2.g7438.t1
OG0004958	XP_005848571.1	scaffold2.g7443.t1
OG0004959	XP_005852155.1	scaffold2.g7453.t1
OG0004960	XP_005848380.1	scaffold2.g7457.t1
OG0004961	XP_005848586.1	scaffold2.g7459.t1
OG0004963	XP_005848585.1	scaffold2.g7462.t1
OG0004964	XP_005848386.1	scaffold2.g7463.t1
OG0004965	XP_005848584.1	scaffold2.g7464.t1
OG0004966	XP_005848574.1	scaffold2.g7469.t1
OG0004967	XP_005848577.1	scaffold2.g7473.t1
OG0004968	XP_005848382.1	scaffold2.g7476.t1
OG0004969	XP_005848381.1	scaffold2.g7477.t1
OG0004970	XP_005848578.1	scaffold2.g7478.t1
OG0004971	XP_005848383.1	scaffold2.g7480.t1
OG0004972	XP_005844156.1	scaffold2.g7487.t1
OG0004973	XP_005844238.1	scaffold2.g7490.t1
OG0004974	XP_005844153.1	scaffold2.g7491.t1
OG0004975	XP_005845146.1	scaffold2.g7495.t1
OG0004976	XP_005847810.1	scaffold2.g7498.t1
OG0004977	XP_005845620.1	scaffold2.g7510.t1
OG0004978	XP_005847680.1	scaffold2.g7513.t1
OG0004979	XP_005847842.1	scaffold2.g7514.t1
OG0004980	XP_005847679.1	scaffold2.g7516.t1
OG0004981	XP_005844235.1	scaffold2.g7518.t1
OG0004982	XP_005844152.1	scaffold2.g7520.t1
OG0004983	XP_005844236.1	scaffold2.g7521.t1
OG0004984	XP_005844151.1	scaffold2.g7522.t1
OG0004986	XP_005844157.1	scaffold2.g7525.t1
OG0004987	XP_005844243.1	scaffold2.g7526.t1
OG0004988	XP_005844237.1	scaffold2.g7527.t1
OG0004989	XP_005844245.1	scaffold2.g7528.t1
OG0004990	XP_005844161.1	scaffold2.g7529.t1
OG0004991	XP_005844162.1	scaffold2.g7532.t1
OG0004992	XP_005844242.1	scaffold2.g7535.t1
OG0004993	XP_005843601.1	scaffold28.g7539.t1
OG0004994	XP_005848269.1	scaffold28.g7546.t1
OG0004995	XP_005848473.1	scaffold28.g7547.t1
OG0004997	XP_005846374.1	scaffold28.g7552.t1
OG0004998	XP_005848289.1	scaffold28.g7556.t1
OG0004999	XP_005848483.1	scaffold28.g7557.t1
OG0005000	XP_005848285.1	scaffold28.g7558.t1
OG0005001	XP_005848485.1	scaffold28.g7562.t1
OG0005002	XP_005848294.1	scaffold28.g7565.t1
OG0005003	XP_005848487.1	scaffold28.g7568.t1
OG0005004	XP_005848467.1	scaffold28.g7574.t1
OG0005005	XP_005848260.1	scaffold28.g7577.t1
OG0005006	XP_005848256.1	scaffold28.g7579.t1
OG0005007	XP_005848452.1	scaffold28.g7587.t1
OG0005008	XP_005848254.1	scaffold28.g7588.t1
OG0005009	XP_005848454.1	scaffold28.g7589.t1
OG0005010	XP_005848450.1	scaffold28.g7594.t1
OG0005011	XP_005848251.1	scaffold28.g7596.t1
OG0005012	XP_005848449.1	scaffold28.g7597.t1
OG0005013	XP_005848250.1	scaffold28.g7598.t1
OG0005014	XP_005848448.1	scaffold28.g7599.t1
OG0005015	XP_005848444.1	scaffold28.g7600.t1
OG0005016	XP_005848405.1	scaffold28.g7601.t1
OG0005017	XP_005847139.1	scaffold20.g7603.t1
OG0005018	XP_005846956.1	scaffold20.g7609.t1
OG0005019	XP_005847151.1	scaffold20.g7612.t1
OG0005020	XP_005847149.1	scaffold20.g7614.t1
OG0005021	XP_005847152.1	scaffold20.g7617.t1
OG0005022	XP_005846957.1	scaffold20.g7618.t1
OG0005023	XP_005846958.1	scaffold20.g7621.t1
OG0005024	XP_005847153.1	scaffold20.g7622.t1
OG0005025	XP_005847154.1	scaffold20.g7623.t1
OG0005026	XP_005846960.1	scaffold20.g7626.t1
OG0005027	XP_005846962.1	scaffold20.g7627.t1
OG0005028	XP_005847156.1	scaffold20.g7630.t1
OG0005029	XP_005846964.1	scaffold20.g7632.t1
OG0005030	XP_005850347.1	scaffold20.g7635.t1
OG0005031	XP_005846963.1	scaffold20.g7636.t1
OG0005032	XP_005847159.1	scaffold20.g7637.t1
OG0005033	XP_005846965.1	scaffold20.g7640.t1
OG0005034	XP_005847162.1	scaffold20.g7642.t1
OG0005035	XP_005847177.1	scaffold20.g7644.t1
OG0005036	XP_005846975.1	scaffold20.g7645.t1
OG0005037	XP_005847176.1	scaffold20.g7647.t1
OG0005038	XP_005847175.1	scaffold20.g7649.t1
OG0005039	XP_005847171.1	scaffold20.g7660.t1
OG0005040	XP_005847167.1	scaffold20.g7666.t1
OG0005041	XP_005846966.1	scaffold20.g7669.t1
OG0005042	XP_005844884.1	scaffold20.g7671.t1
OG0005043	XP_005851166.1	scaffold20.g7673.t1
OG0005044	XP_005847165.1	scaffold20.g7675.t1
OG0005045	XP_005847178.1	scaffold20.g7677.t1
OG0005046	XP_005847180.1	scaffold20.g7682.t1
OG0005047	XP_005847181.1	scaffold20.g7683.t1
OG0005048	XP_005846977.1	scaffold20.g7684.t1
OG0005049	XP_005846979.1	scaffold20.g7686.t1
OG0005050	XP_005847183.1	scaffold20.g7687.t1
OG0005051	XP_005846980.1	scaffold20.g7688.t1
OG0005052	XP_005844539.1	scaffold20.g7690.t1
OG0005053	XP_005847186.1	scaffold20.g7691.t1
OG0005054	XP_005847188.1	scaffold20.g7692.t1
OG0005055	XP_005846983.1	scaffold20.g7693.t1
OG0005056	XP_005847096.1	scaffold20.g7701.t1
OG0005057	XP_005847097.1	scaffold20.g7702.t1
OG0005058	XP_005846915.1	scaffold20.g7703.t1
OG0005059	XP_005847103.1	scaffold20.g7705.t1
OG0005060	XP_005846918.1	scaffold20.g7706.t1
OG0005061	XP_005843366.1	scaffold20.g7708.t1
OG0005062	XP_005847392.1	scaffold20.g7709.t1
OG0005063	XP_005846917.1	scaffold20.g7712.t1
OG0005064	XP_005847098.1	scaffold20.g7713.t1
OG0005065	XP_005847108.1	scaffold20.g7715.t1
OG0005066	XP_005846922.1	scaffold20.g7716.t1
OG0005067	XP_005846921.1	scaffold20.g7718.t1
OG0005068	XP_005847107.1	scaffold20.g7719.t1
OG0005069	XP_005846920.1	scaffold20.g7720.t1
OG0005070	XP_005847109.1	scaffold20.g7723.t1
OG0005071	XP_005847076.1	scaffold20.g7727.t1
OG0005072	XP_005846897.1	scaffold20.g7728.t1
OG0005073	XP_005846895.1	scaffold20.g7729.t1
OG0005074	XP_005844380.1	scaffold20.g7730.t1
OG0005075	XP_005847012.1	scaffold20.g7737.t1
OG0005076	XP_005847219.1	scaffold20.g7741.t1
OG0005077	XP_005847869.1	scaffold20.g7745.t1
OG0005078	XP_005848031.1	scaffold20.g7746.t1
OG0005079	XP_005847003.1	scaffold20.g7750.t1
OG0005080	XP_005847001.1	scaffold20.g7752.t1
OG0005081	XP_005849814.1, XP_005844296.1	scaffold20.g7755.t1
OG0005082	XP_005847205.1	scaffold20.g7761.t1
OG0005083	XP_005846993.1	scaffold20.g7762.t1
OG0005084	XP_005846991.1	scaffold20.g7764.t1
OG0005085	XP_005846989.1	scaffold20.g7768.t1
OG0005087	XP_005849877.1	scaffold20.g7779.t1
OG0005088	XP_005847971.1	scaffold20.g7781.t1
OG0005089	XP_005847993.1	scaffold20.g7785.t1
OG0005090	XP_005848055.1	scaffold20.g7787.t1
OG0005091	XP_005847897.1	scaffold20.g7789.t1
OG0005092	XP_005847901.1	scaffold20.g7790.t1
OG0005093	XP_005848053.1	scaffold20.g7792.t1
OG0005094	XP_005847892.1	scaffold20.g7794.t1
OG0005095	XP_005847887.1	scaffold20.g7797.t1
OG0005096	XP_005848046.1	scaffold20.g7798.t1
OG0005097	XP_005847886.1	scaffold20.g7799.t1
OG0005098	XP_005847975.1	scaffold20.g7801.t1
OG0005099	XP_005847916.1	scaffold20.g7802.t1
OG0005100	XP_005848077.1	scaffold20.g7803.t1
OG0005101	XP_005848011.1	scaffold20.g7805.t1
OG0005102	XP_005848175.1	scaffold20.g7806.t1
OG0005103	XP_005847214.1	scaffold20.g7807.t1
OG0005104	XP_005847996.1	scaffold20.g7811.t1
OG0005105	XP_005848070.1	scaffold20.g7812.t1
OG0005106	XP_005848155.1	scaffold20.g7813.t1
OG0005107	XP_005847907.1	scaffold20.g7814.t1
OG0005108	XP_005848180.1	scaffold20.g7815.t1
OG0005109	XP_005847969.1	scaffold20.g7818.t1
OG0005110	XP_005851886.1	scaffold20.g7820.t1
OG0005111	XP_005847898.1	scaffold20.g7821.t1
OG0005112	XP_005847384.1	scaffold20.g7823.t1
OG0005113	XP_005848000.1	scaffold20.g7826.t1
OG0005114	XP_005848156.1	scaffold20.g7828.t1
OG0005115	XP_005847902.1	scaffold20.g7831.t1
OG0005116	XP_005848065.1	scaffold20.g7832.t1
OG0005117	XP_005848062.1	scaffold20.g7833.t1
OG0005118	XP_005848063.1	scaffold20.g7837.t1
OG0005120	XP_005847905.1	scaffold20.g7842.t1
OG0005121	XP_005848069.1	scaffold20.g7843.t1
OG0005122	XP_005847913.1	scaffold20.g7848.t1
OG0005123	XP_005847966.1	scaffold20.g7849.t1
OG0005124	XP_005847908.1	scaffold20.g7855.t1
OG0005125	XP_005847995.1	scaffold20.g7857.t1
OG0005126	XP_005842598.1, XP_005848006.1	scaffold20.g7859.t1
OG0005127	XP_005847896.1	scaffold20.g7861.t1
OG0005128	XP_005847983.1	scaffold20.g7866.t1
OG0005129	XP_005847984.1	scaffold20.g7868.t1
OG0005130	XP_005846909.1	scaffold20.g7872.t1
OG0005131	XP_005847090.1	scaffold20.g7873.t1
OG0005132	XP_005848044.1	scaffold20.g7878.t1
OG0005133	XP_005847882.1	scaffold20.g7879.t1
OG0005134	XP_005847884.1	scaffold20.g7881.t1
OG0005135	XP_005848042.1	scaffold20.g7883.t1
OG0005136	XP_005847880.1	scaffold20.g7885.t1
OG0005137	XP_005848041.1	scaffold20.g7887.t1
OG0005138	XP_005847879.1	scaffold20.g7888.t1
OG0005139	XP_005848040.1	scaffold20.g7889.t1
OG0005140	XP_005847878.1	scaffold20.g7891.t1
OG0005141	XP_005847877.1	scaffold20.g7892.t1
OG0005142	XP_005847890.1	scaffold20.g7896.t1
OG0005143	XP_005848047.1	scaffold20.g7898.t1
OG0005144	XP_005847888.1	scaffold20.g7899.t1
OG0005145	XP_005847541.1	scaffold12.g7901.t1
OG0005146	XP_005847710.1	scaffold12.g7902.t1
OG0005147	XP_005847546.1	scaffold12.g7905.t1
OG0005148	XP_005847711.1	scaffold12.g7907.t1
OG0005149	XP_005847776.1	scaffold12.g7911.t1
OG0005150	XP_005847635.1	scaffold12.g7913.t1
OG0005151	XP_005847636.1	scaffold12.g7916.t1
OG0005152	XP_005847630.1	scaffold12.g7921.t1
OG0005153	XP_005847795.1	scaffold12.g7922.t1
OG0005154	XP_005847706.1	scaffold12.g7923.t1
OG0005155	XP_005847622.1	scaffold12.g7929.t1
OG0005156	XP_005847625.1	scaffold12.g7932.t1
OG0005157	XP_005847789.1	scaffold12.g7933.t1
OG0005158	XP_005847721.1	scaffold12.g7935.t1
OG0005159	XP_005847757.1	scaffold12.g7943.t1
OG0005160	XP_005847744.1	scaffold12.g7944.t1
OG0005161	XP_005847564.1	scaffold12.g7948.t1
OG0005162	XP_005847727.1	scaffold12.g7949.t1
OG0005163	XP_005847729.1	scaffold12.g7952.t1
OG0005164	XP_005847557.1	scaffold12.g7959.t1
OG0005165	XP_005847725.1	scaffold12.g7960.t1
OG0005166	XP_005847571.1	scaffold12.g7962.t1
OG0005167	XP_005847563.1	scaffold12.g7966.t1
OG0005168	XP_005847734.1	scaffold12.g7967.t1
OG0005169	XP_005847531.1	scaffold12.g7971.t1
OG0005170	XP_005847723.1	scaffold12.g7974.t1
OG0005171	XP_005847553.1	scaffold12.g7975.t1
OG0005172	XP_005847749.1	scaffold12.g7978.t1
OG0005173	XP_005847747.1	scaffold12.g7979.t1
OG0005174	XP_005847582.1	scaffold12.g7980.t1
OG0005175	XP_005847780.1	scaffold12.g7985.t1
OG0005176	XP_005847614.1	scaffold12.g7987.t1
OG0005177	XP_005844257.1	scaffold12.g7988.t1
OG0005178	XP_005847784.1	scaffold12.g7989.t1
OG0005179	XP_005847613.1	scaffold12.g7990.t1
OG0005180	XP_005847782.1	scaffold12.g7993.t1
OG0005181	XP_005847616.1	scaffold12.g7995.t1
OG0005182	XP_005847532.1	scaffold12.g7998.t1
OG0005183	XP_005847621.1	scaffold12.g7999.t1
OG0005184	XP_005847819.1	scaffold12.g8003.t1
OG0005185	XP_005847814.1	scaffold12.g8007.t1
OG0005186	XP_005847663.1	scaffold12.g8008.t1
OG0005187	XP_005847820.1	scaffold12.g8009.t1
OG0005188	XP_005847640.1	scaffold12.g8011.t1
OG0005189	XP_005847800.1	scaffold12.g8014.t1
OG0005190	XP_005847643.1	scaffold12.g8019.t1
OG0005191	XP_005847642.1	scaffold12.g8021.t1
OG0005192	XP_005847650.1	scaffold12.g8025.t1
OG0005193	XP_005847591.1	scaffold12.g8026.t1
OG0005194	XP_005847777.1	scaffold12.g8038.t1
OG0005195	XP_005847778.1	scaffold12.g8039.t1
OG0005196	XP_005847610.1	scaffold12.g8040.t1
OG0005197	XP_005847779.1	scaffold12.g8043.t1
OG0005198	XP_005847611.1	scaffold12.g8044.t1
OG0005199	XP_005847743.1	scaffold12.g8046.t1
OG0005200	XP_005847772.1	scaffold12.g8048.t1
OG0005201	XP_005847605.1	scaffold12.g8049.t1
OG0005202	XP_005847606.1	scaffold12.g8050.t1
OG0005203	XP_005847607.1	scaffold12.g8051.t1
OG0005204	XP_005847775.1	scaffold12.g8052.t1
OG0005205	XP_005847746.1	scaffold12.g8053.t1
OG0005206	XP_005847583.1	scaffold12.g8054.t1
OG0005207	XP_005847597.1	scaffold12.g8056.t1
OG0005208	XP_005847764.1	scaffold12.g8058.t1
OG0005209	XP_005847598.1	scaffold12.g8059.t1
OG0005210	XP_005847765.1	scaffold12.g8060.t1
OG0005211	XP_005851634.1	scaffold12.g8061.t1
OG0005212	XP_005847599.1	scaffold12.g8062.t1
OG0005213	XP_005842725.1	scaffold12.g8068.t1
OG0005214	XP_005847751.1	scaffold12.g8072.t1
OG0005215	XP_005847371.1	scaffold12.g8077.t1
OG0005216	XP_005843346.1	scaffold12.g8081.t1
OG0005217	XP_005844143.1	scaffold12.g8082.t1
OG0005218	XP_005847821.1	scaffold12.g8084.t1
OG0005219	XP_005844138.1	scaffold12.g8087.t1
OG0005220	XP_005844222.1	scaffold12.g8089.t1
OG0005221	XP_005844223.1	scaffold12.g8091.t1
OG0005222	XP_005847678.1	scaffold12.g8095.t1
OG0005223	XP_005847865.1	scaffold12.g8096.t1
OG0005224	XP_005847866.1	scaffold12.g8098.t1
OG0005225	XP_005847829.1	scaffold12.g8101.t1
OG0005226	XP_005847675.1	scaffold12.g8106.t1
OG0005227	XP_005847834.1	scaffold12.g8109.t1
OG0005228	XP_005847833.1	scaffold12.g8110.t1
OG0005229	XP_005845938.1	scaffold12.g8113.t1
OG0005230	XP_005847699.1	scaffold12.g8115.t1
OG0005231	XP_005847863.1	scaffold12.g8116.t1
OG0005232	XP_005847700.1	scaffold12.g8117.t1
OG0005233	XP_005847850.1	scaffold12.g8126.t1
OG0005234	XP_005847687.1	scaffold12.g8128.t1
OG0005235	XP_005847857.1	scaffold12.g8130.t1
OG0005236	XP_005847651.1	scaffold12.g8134.t1
OG0005237	XP_005844155.1	scaffold12.g8135.t1
OG0005238	XP_005850966.1	scaffold12.g8136.t1
OG0005239	XP_005844249.1	scaffold12.g8138.t1
OG0005240	XP_005847815.1	scaffold12.g8141.t1
OG0005241	XP_005847662.1	scaffold12.g8143.t1
OG0005242	XP_005847811.1	scaffold12.g8144.t1
OG0005243	XP_005847649.1	scaffold12.g8145.t1
OG0005244	XP_005847665.1	scaffold12.g8148.t1
OG0005245	XP_005847824.1	scaffold12.g8149.t1
OG0005246	XP_005847681.1	scaffold12.g8150.t1
OG0005247	XP_005843157.1	scaffold12.g8159.t1
OG0005248	XP_005843118.1	scaffold12.g8160.t1
OG0005249	XP_005843114.1	scaffold12.g8162.t1
OG0005250	XP_005843115.1	scaffold12.g8165.t1
OG0005251	XP_005843152.1	scaffold12.g8168.t1
OG0005252	XP_005843159.1	scaffold12.g8169.t1
OG0005253	XP_005843121.1	scaffold12.g8170.t1
OG0005254	XP_005851090.1	scaffold12.g8172.t1
OG0005255	XP_005851376.1	scaffold12.g8176.t1
OG0005256	XP_005842849.1	scaffold12.g8178.t1
OG0005257	XP_005842837.1	scaffold12.g8179.t1
OG0005258	XP_005844187.1	scaffold12.g8180.t1
OG0005259	XP_005843141.1	scaffold12.g8182.t1
OG0005260	XP_005843583.1	scaffold12.g8185.t1
OG0005261	XP_005843104.1	scaffold12.g8190.t1
OG0005262	XP_005843140.1	scaffold12.g8191.t1
OG0005263	XP_005843924.1, XP_005843849.1	scaffold12.g8200.t1
OG0005264	XP_005843133.1	scaffold12.g8202.t1
OG0005265	XP_005843117.1	scaffold12.g8205.t1
OG0005266	XP_005843155.1	scaffold12.g8206.t1
OG0005267	XP_005843661.1	scaffold12.g8207.t1
OG0005268	XP_005843720.1	scaffold12.g8208.t1
OG0005269	XP_005843714.1	scaffold12.g8211.t1
OG0005270	XP_005843651.1	scaffold12.g8215.t1
OG0005271	XP_005843645.1	scaffold12.g8218.t1
OG0005272	XP_005845226.1	scaffold12.g8227.t1
OG0005273	XP_005843657.1	scaffold12.g8229.t1
OG0005274	XP_005843719.1	scaffold12.g8230.t1
OG0005275	XP_005843726.1	scaffold12.g8232.t1
OG0005276	XP_005844900.1	scaffold12.g8237.t1
OG0005277	XP_005843735.1	scaffold12.g8244.t1
OG0005278	XP_005843671.1	scaffold12.g8251.t1
OG0005280	XP_005843729.1	scaffold12.g8262.t1
OG0005281	XP_005849887.1	scaffold12.g8266.t1
OG0005283	XP_005843700.1	scaffold12.g8269.t1
OG0005284	XP_005843739.1	scaffold12.g8279.t1
OG0005285	XP_005843738.1	scaffold12.g8280.t1
OG0005286	XP_005843683.1	scaffold12.g8281.t1
OG0005287	XP_005843745.1	scaffold12.g8287.t1
OG0005288	XP_005843682.1	scaffold12.g8290.t1
OG0005289	XP_005843737.1	scaffold12.g8291.t1
OG0005290	XP_005843667.1	scaffold12.g8292.t1
OG0005291	XP_005843692.1	scaffold12.g8294.t1
OG0005532	XP_005845214.1	scaffold16.g35.t1
OG0005533	XP_005844004.1	scaffold16.g43.t1, scaffold2.g7508.t1
OG0005534	XP_005845224.1	scaffold16.g49.t1
OG0005535	XP_005846564.1	scaffold16.g50.t1
OG0005536	XP_005845935.1	scaffold16.g57.t1
OG0005538	XP_005845922.1	scaffold16.g66.t1
OG0005539	XP_005845913.1	scaffold16.g80.t1
OG0005542	XP_005845907.1	scaffold16.g108.t1
OG0005543	XP_005845919.1	scaffold16.g114.t1
OG0005547	XP_005845848.1	scaffold16.g131.t1
OG0005550	XP_005845724.1	scaffold16.g140.t1
OG0005552	XP_005844089.1	scaffold13.g161.t1
OG0005553	XP_005843998.1	scaffold13.g164.t1
OG0005555	XP_005843411.1	scaffold13.g175.t1
OG0005556	XP_005843110.1	scaffold13.g183.t1
OG0005557	XP_005843352.1	scaffold13.g187.t1
OG0005558	XP_005843355.1	scaffold13.g192.t1
OG0005560	XP_005844109.1	scaffold13.g226.t1
OG0005562	XP_005844016.1	scaffold13.g235.t1
OG0005563	XP_005844024.1	scaffold13.g238.t1
OG0005564	XP_005844118.1	scaffold13.g242.t1
OG0005567	XP_005844028.1	scaffold13.g260.t1
OG0005569	XP_005844006.1	scaffold13.g296.t1
OG0005573	XP_005844498.1	scaffold13.g334.t1
OG0005574	XP_005846500.1	scaffold13.g342.t1
OG0005575	XP_005844512.1	scaffold13.g352.t1
OG0005576	XP_005844609.1	scaffold13.g357.t1
OG0005578	XP_005844608.1	scaffold13.g360.t1
OG0005580	XP_005844522.1	scaffold13.g375.t1
OG0005581	XP_005844527.1	scaffold13.g385.t1
OG0005582	XP_005844635.1	scaffold13.g393.t1
OG0005586	XP_005843256.1	scaffold17.g428.t1
OG0005587	XP_005844832.1	scaffold17.g429.t1
OG0005588	XP_005843298.1	scaffold17.g441.t1
OG0005589	XP_005844830.1	scaffold17.g448.t1
OG0005590	XP_005843260.1	scaffold17.g459.t1
OG0005592	XP_005848373.1	scaffold17.g502.t1
OG0005596	XP_005844863.1	scaffold17.g551.t1
OG0005598	XP_005844395.1	scaffold5.g602.t1
OG0005599	XP_005843421.1	scaffold5.g610.t1
OG0005600	XP_005843810.1	scaffold5.g633.t1
OG0005601	XP_005849966.1	scaffold5.g651.t1
OG0005602	XP_005844622.1, XP_005844623.1, XP_005844621.1	scaffold5.g652.t1
OG0005603	XP_005848762.1	scaffold5.g654.t1
OG0005606	XP_005843772.1	scaffold5.g675.t1
OG0005607	XP_005843769.1	scaffold5.g685.t1
OG0005608	XP_005846735.1	scaffold5.g690.t1
OG0005611	XP_005849902.1	scaffold5.g714.t1
OG0005612	XP_005849645.1	scaffold14.g1049.t1, scaffold5.g719.t1
OG0005614	XP_005849891.1	scaffold5.g737.t1
OG0005615	XP_005849885.1	scaffold5.g746.t1
OG0005617	XP_005849823.1	scaffold5.g763.t1
OG0005619	XP_005848911.1	scaffold5.g774.t1
OG0005620	XP_005849690.1	scaffold5.g791.t1
OG0005621	XP_005849696.1	scaffold5.g806.t1
OG0005623	XP_005849858.1	scaffold5.g827.t1
OG0005624	XP_005849876.1	scaffold5.g856.t1
OG0005625	XP_005849894.1	scaffold5.g860.t1
OG0005626	XP_005844205.1	scaffold5.g870.t1
OG0005632	XP_005849868.1	scaffold5.g924.t1
OG0005633	XP_005847631.1	scaffold5.g941.t1
OG0005634	XP_005847033.1	scaffold5.g955.t1
OG0005636	XP_005844046.1	scaffold5.g976.t1
OG0005637	XP_005849813.1	scaffold5.g979.t1
OG0005640	XP_005843807.1	scaffold5.g1006.t1
OG0005641	XP_005849015.1	scaffold14.g1027.t1
OG0005642	XP_005848793.1	scaffold14.g1030.t1
OG0005643	XP_005848791.1	scaffold14.g1035.t1
OG0005644	XP_005848785.1	scaffold14.g1038.t1
OG0005645	XP_005843826.1	scaffold14.g1050.t1
OG0005647	XP_005848973.1	scaffold14.g1075.t1
OG0005648	XP_005843676.1	scaffold14.g1082.t1
