Orthogroup	oneline_A99_genome_proteins	oneline_c_sorokiniana_genome_proteins	oneline_c_variabilis_genome_proteins	oneline_c_vulgaris_genome_proteins	oneline_m_conductrix_genome_proteins
OG0011699					PSC71784.1
OG0011700					PSC71801.1
OG0011701					PSC71808.1
OG0011702					PSC71832.1
OG0011703					PSC71835.1
OG0011704					PSC71893.1
OG0011705					PSC71909.1
OG0011706					PSC71915.1
OG0011707					PSC71928.1
OG0011708					PSC71956.1
OG0011709					PSC71966.1
OG0011710					PSC71981.1
OG0011711					PSC71987.1
OG0011712					PSC72027.1
OG0011713					PSC72103.1
OG0011714					PSC72117.1
OG0011715					PSC72130.1
OG0011716					PSC72165.1
OG0011717					PSC72221.1
OG0011718					PSC72229.1
OG0011719					PSC72252.1
OG0011720					PSC72282.1
OG0011721					PSC72348.1
OG0011722					PSC72363.1
OG0011723					PSC72374.1
OG0011724					PSC72386.1
OG0011725					PSC72388.1
OG0011726					PSC72389.1
OG0011727					PSC72401.1
OG0011728					PSC72519.1
OG0011729					PSC72535.1
OG0011730					PSC72541.1
OG0011731					PSC72555.1
OG0011732					PSC72557.1
OG0011733					PSC72576.1
OG0011734					PSC72586.1
OG0011735					PSC72596.1
OG0011736					PSC72615.1
OG0011737					PSC72622.1
OG0011738					PSC72634.1
OG0011739					PSC72635.1
OG0011740					PSC72639.1
OG0011741					PSC72644.1
OG0011742					PSC72684.1
OG0011743					PSC72686.1
OG0011744					PSC72720.1
OG0011745					PSC72726.1
OG0011746					PSC72755.1
OG0011747					PSC72875.1
OG0011748					PSC72891.1
OG0011749					PSC72952.1
OG0011750					PSC72971.1
OG0011751					PSC72975.1
OG0011752					PSC72979.1
OG0011753					PSC72996.1
OG0011754					PSC73007.1
OG0011755					PSC73009.1
OG0011756					PSC73037.1
OG0011757					PSC73073.1
OG0011758					PSC73124.1
OG0011759					PSC73127.1
OG0011760					PSC73172.1
OG0011761					PSC73185.1
OG0011762					PSC73228.1
OG0011763					PSC73246.1
OG0011764					PSC73247.1
OG0011765					PSC73249.1
OG0011766					PSC73323.1
OG0011767					PSC73348.1
OG0011768					PSC73351.1
OG0011769					PSC73377.1
OG0011770					PSC73414.1
OG0011771					PSC73430.1
OG0011772					PSC73452.1
OG0011773					PSC73459.1
OG0011774					PSC73473.1
OG0011775					PSC73493.1
OG0011776					PSC73545.1
OG0011777					PSC73560.1
OG0011778					PSC73592.1
OG0011779					PSC73723.1
OG0011780					PSC73743.1
OG0011781					PSC73813.1
OG0011782					PSC73837.1
OG0011783					PSC73873.1
OG0011784					PSC73906.1
OG0011785					PSC73951.1
OG0011786					PSC73965.1
OG0011787					PSC73966.1
OG0011788					PSC74021.1
OG0011789					PSC74025.1
OG0011790					PSC74039.1
OG0011791					PSC74056.1
OG0011792					PSC74067.1
OG0011793					PSC74073.1
OG0011794					PSC74100.1
OG0011795					PSC74104.1
OG0011796					PSC74113.1
OG0011797					PSC74177.1
OG0011798					PSC74191.1
OG0011799					PSC74196.1
OG0011800					PSC74255.1
OG0011801					PSC74268.1
OG0011802					PSC74269.1
OG0011803					PSC74335.1
OG0011804					PSC74337.1
OG0011805					PSC74342.1
OG0011806					PSC74378.1
OG0011807					PSC74390.1
OG0011808					PSC74400.1
OG0011809					PSC74421.1
OG0011810					PSC74448.1
OG0011811					PSC74451.1
OG0011812					PSC74462.1
OG0011813					PSC74477.1
OG0011814					PSC74493.1
OG0011815					PSC74494.1
OG0011816					PSC74495.1
OG0011817					PSC74523.1
OG0011818					PSC74532.1
OG0011819					PSC74537.1
OG0011820					PSC74538.1
OG0011821					PSC74548.1
OG0011822					PSC74557.1
OG0011823					PSC74580.1
OG0011824					PSC74595.1
OG0011825					PSC74604.1
OG0011826					PSC74605.1
OG0011827					PSC74616.1
OG0011828					PSC74618.1
OG0011829					PSC74622.1
OG0011830					PSC74640.1
OG0011831					PSC74645.1
OG0011832					PSC74654.1
OG0011833					PSC74661.1
OG0011834					PSC74711.1
OG0011835					PSC74753.1
OG0011836					PSC74759.1
OG0011837					PSC74766.1
OG0011838					PSC74774.1
OG0011839					PSC74842.1
OG0011840					PSC74851.1
OG0011841					PSC74862.1
OG0011842					PSC74902.1
OG0011843					PSC74987.1
OG0011844					PSC75004.1
OG0011845					PSC75023.1
OG0011846					PSC75063.1
OG0011847					PSC75068.1
OG0011848					PSC75115.1
OG0011849					PSC75120.1
OG0011850					PSC75121.1
OG0011851					PSC75150.1
OG0011852					PSC75153.1
OG0011853					PSC75182.1
OG0011854					PSC75195.1
OG0011855					PSC75202.1
OG0011856					PSC75235.1
OG0011857					PSC75284.1
OG0011858					PSC75307.1
OG0011859					PSC75357.1
OG0011860					PSC75360.1
OG0011861					PSC75372.1
OG0011862					PSC75393.1
OG0011863					PSC75433.1
OG0011864					PSC75465.1
OG0011865					PSC75471.1
OG0011866					PSC75487.1
OG0011867					PSC75574.1
OG0011868					PSC75589.1
OG0011869					PSC75604.1
OG0011870					PSC75616.1
OG0011871					PSC75648.1
OG0011872					PSC75667.1
OG0011873					PSC75679.1
OG0011874					PSC75694.1
OG0011875					PSC75717.1
OG0011876					PSC75720.1
OG0011877					PSC75734.1
OG0011878					PSC75741.1
OG0011879					PSC75745.1
OG0011880					PSC75764.1
OG0011881					PSC75790.1
OG0011882					PSC75834.1
OG0011883					PSC75838.1
OG0011884					PSC75845.1
OG0011885					PSC75891.1
OG0011886					PSC75897.1
OG0011887					PSC75908.1
OG0011888					PSC75911.1
OG0011889					PSC75920.1
OG0011890					PSC75924.1
OG0011891					PSC75953.1
OG0011892					PSC75957.1
OG0011893					PSC76009.1
OG0011894					PSC76024.1
OG0011895					PSC76040.1
OG0011896					PSC76083.1
OG0011897					PSC76103.1
OG0011898					PSC76123.1
OG0011899					PSC76220.1
OG0011900					PSC76260.1
OG0011901					PSC76265.1
OG0011902					PSC76283.1
OG0011903					PSC76304.1
OG0011904					PSC76308.1
OG0011905					PSC76317.1
OG0011906					PSC76329.1
OG0011907					PSC76456.1
OG0011908					PSC76485.1
OG0011909					PSC76486.1
OG0011910					PSC76544.1
OG0011911					PSC76555.1
OG0011912					PSC76559.1
OG0011913					PSC76584.1
OG0011914					PSC76588.1
OG0011915					PSC76589.1
OG0011916					PSC76630.1
OG0011917					PSC76657.1
OG0011918					PSC76659.1
OG0011919					PSC76692.1
OG0011920					PSC76699.1
OG0011921					PSC76729.1
OG0011922					PSC76733.1
OG0011923					PSC76782.1
OG0011924					PSC76817.1
OG0011925					PSC76823.1
OG0011926					PSC76856.1
OG0011927					PSC76871.1
OG0011928					PSC76922.1
OG0011929					PSC76945.1
OG0011930					PSC76950.1
OG0011931					PSC76951.1
OG0011932					PSC76978.1
OG0011933					PSC76986.1
OG0011934					PSC76988.1
OG0011935					PSC76993.1
OG0011936					PSC77019.1
OG0011937					PSC77026.1
