HOG	OG	Gene Tree Parent Clade	a99_genome_proteins	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins	c_vulgaris_genome_proteins	m_conductrix_genome_proteins
N3.HOG0006857	OG0005801	n0			XP_005850957.1	KAI3436623.1	
N3.HOG0006858	OG0005802	n0			XP_005852254.1	KAI3429803.1	
N3.HOG0006859	OG0005803	n0			XP_005850967.1	KAI3436612.1	
N3.HOG0006860	OG0005804	n0			XP_005850686.1		
N3.HOG0006861	OG0005805	n0				KAI3432297.1	
N3.HOG0006862	OG0005806	n0			XP_005844648.1	KAI3430219.1	
N3.HOG0006863	OG0005807	n0			XP_005851011.1	KAI3436495.1	
N3.HOG0006864	OG0005808	n0				KAI3426469.1	
N3.HOG0006865	OG0005809	n0			XP_005850696.1	KAI3436574.1	
N3.HOG0006866	OG0005810	n0			XP_005850618.1	KAI3436733.1	
N3.HOG0006867	OG0005811	n0				KAI3432592.1	
N3.HOG0006868	OG0005812	n0				KAI3438180.1	
N3.HOG0006869	OG0005813	n0			XP_005850211.1	KAI3428811.1	
N3.HOG0006870	OG0005814	n0			XP_005850899.1	KAI3436730.1	
N3.HOG0006871	OG0005815	n0			XP_005850902.1	KAI3436726.1	
N3.HOG0006872	OG0005816	n0				KAI3436711.1	
N3.HOG0006873	OG0005817	n0			XP_005851006.1	KAI3436504.1	
N3.HOG0006874	OG0005818	n0			XP_005850728.1	KAI3436498.1	
N3.HOG0006875	OG0005819	n0				KAI3437836.1	
N3.HOG0006876	OG0005820	n0				KAI3436423.1	
N3.HOG0006877	OG0005821	n0			XP_005851044.1	KAI3436414.1	
N3.HOG0006878	OG0005822	n0			XP_005849121.1	KAI3434819.1	
N3.HOG0006879	OG0005823	n0			XP_005843008.1	KAI3436373.1	
N3.HOG0006880	OG0005824	n0				KAI3425382.1	
N3.HOG0006881	OG0005826	n0			XP_005845855.1	KAI3425298.1	
N3.HOG0006882	OG0005827	n0			XP_005845781.1	KAI3425225.1	
N3.HOG0006883	OG0005828	n0			XP_005845891.1	KAI3425209.1	
N3.HOG0006884	OG0005829	n0				KAI3425201.1	
N3.HOG0006885	OG0005830	n0				KAI3429293.1	
N3.HOG0006886	OG0005831	n0			XP_005851681.1	KAI3429286.1	
N3.HOG0006887	OG0005832	n0				KAI3426199.1	
N3.HOG0006888	OG0005833	n0			XP_005851668.1	KAI3429254.1	
N3.HOG0006889	OG0005834	n0			XP_005852083.1	KAI3429423.1	
N3.HOG0006890	OG0005835	n0				KAI3432282.1	
N3.HOG0006891	OG0005836	n0			XP_005852089.1	KAI3429437.1	
N3.HOG0006892	OG0005837	n0			XP_005851758.1	KAI3429452.1	
N3.HOG0006893	OG0005838	n0			XP_005851760.1	KAI3429455.1, KAI3429456.1	
N3.HOG0006894	OG0005839	n0				KAI3428687.1	
N3.HOG0006895	OG0005840	n0				KAI3429439.1	
N3.HOG0006896	OG0005841	n0				KAI3429441.1	
N3.HOG0006897	OG0005842	n0			XP_005852106.1	KAI3429479.1	
N3.HOG0006898	OG0005843	n0				KAI3429482.1	
N3.HOG0006899	OG0005844	n0				KAI3429473.1	
N3.HOG0006900	OG0005845	n0				KAI3429471.1	
N3.HOG0006901	OG0005846	n0			XP_005851771.1	KAI3429485.1	
N3.HOG0006902	OG0005847	n0			XP_005851783.1	KAI3429507.1	
N3.HOG0006903	OG0005848	n0				KAI3429500.1	
N3.HOG0006904	OG0005849	n0			XP_005852119.1	KAI3429510.1	
N3.HOG0006905	OG0005850	n0				KAI3429372.1	
N3.HOG0006906	OG0005851	n0				KAI3429381.1	
N3.HOG0006907	OG0005852	n0			XP_005852062.1	KAI3429380.1	
N3.HOG0006908	OG0005853	n0			XP_005851804.1	KAI3429545.1	
N3.HOG0006909	OG0005854	n0			XP_005851808.1	KAI3429551.1	
N3.HOG0006910	OG0005855	n0				KAI3429535.1	
N3.HOG0006911	OG0005856	n0			XP_005852132.1	KAI3429534.1	
N3.HOG0006912	OG0005857	n0			XP_005852047.1	KAI3429357.1	
N3.HOG0006913	OG0005858	n0				KAI3432298.1	
N3.HOG0006914	OG0005859	n0				KAI3429365.1	
N3.HOG0006915	OG0005860	n0				KAI3429355.1	
N3.HOG0006916	OG0005861	n0			XP_005852039.1	KAI3429344.1	
N3.HOG0006917	OG0005862	n0				KAI3429340.1	
N3.HOG0006918	OG0005863	n0			XP_005852031.1	KAI3429334.1	
N3.HOG0006919	OG0005864	n0			XP_005851661.1	KAI3429232.1	
N3.HOG0006920	OG0005865	n0			XP_005852020.1	KAI3429311.1	
N3.HOG0006921	OG0005866	n0			XP_005851981.1	KAI3429237.1	
N3.HOG0006922	OG0005867	n0			XP_005852156.1	KAI3429634.1	
N3.HOG0006923	OG0005868	n0				KAI3429635.1	
N3.HOG0006924	OG0005869	n0			XP_005852175.1	KAI3429589.1	
N3.HOG0006925	OG0005870	n0				KAI3429393.1	
N3.HOG0006926	OG0005871	n0			XP_005850678.1	KAI3436608.1	
N3.HOG0006927	OG0005872	n0			XP_005851311.1	KAI3433356.1	
N3.HOG0006928	OG0005873	n0			XP_005851919.1	KAI3429784.1	
N3.HOG0006929	OG0005874	n0				KAI3429759.1	
N3.HOG0006930	OG0005875	n0			XP_005846907.1	KAI3438170.1	
N3.HOG0006931	OG0005876	n0			XP_005852077.1		
N3.HOG0006932	OG0005877	n0			XP_005844426.1	KAI3432873.1	
N3.HOG0006933	OG0005878	n0			XP_005844406.1	KAI3426937.1	
N3.HOG0006934	OG0005879	n0			XP_005845769.1	KAI3425237.1	
N3.HOG0006935	OG0005880	n0			XP_005843507.1	KAI3432772.1	
N3.HOG0006936	OG0005881	n0			XP_005843484.1	KAI3432753.1	
N3.HOG0006937	OG0005882	n0				KAI3432223.1	
N3.HOG0006938	OG0005883	n0				KAI3432760.1	
N3.HOG0006939	OG0005884	n0			XP_005844892.1	KAI3431612.1	
N3.HOG0006940	OG0005885	n0				KAI3424715.1	
N3.HOG0006941	OG0005886	n0			XP_005849245.1	KAI3434981.1	
N3.HOG0006942	OG0005887	n0				KAI3435025.1	
N3.HOG0006943	OG0005888	n0				KAI3435019.1	
N3.HOG0006944	OG0005889	n0				KAI3435021.1	
N3.HOG0006945	OG0005890	n0				KAI3435020.1	
N3.HOG0006946	OG0005891	n0				KAI3435005.1	
N3.HOG0006947	OG0005892	n0			XP_005849240.1	KAI3434992.1	
N3.HOG0006948	OG0005893	n0			XP_005849141.1	KAI3434776.1	
N3.HOG0006949	OG0005894	n0			XP_005849140.1	KAI3434779.1	
N3.HOG0006950	OG0005895	n0			XP_005849085.1	KAI3434884.1	
N3.HOG0006951	OG0005896	n0				KAI3434917.1	
N3.HOG0006952	OG0005897	n0				KAI3424786.1	
N3.HOG0006953	OG0005898	n0			XP_005849277.1	KAI3434907.1	
N3.HOG0006954	OG0005899	n0			XP_005849279.1	KAI3434914.1	
N3.HOG0006955	OG0005900	n0			XP_005849124.1	KAI3434814.1	
N3.HOG0006956	OG0005901	n0				KAI3423436.1	
N3.HOG0006957	OG0005902	n0				KAI3434816.1	
N3.HOG0006958	OG0005903	n0			XP_005849322.1	KAI3434830.1	
N3.HOG0006959	OG0005904	n0			XP_005849379.1	KAI3434699.1	
N3.HOG0006960	OG0005905	n0			XP_005850647.1	KAI3433587.1	
N3.HOG0006961	OG0005906	n0			XP_005849376.1		
N3.HOG0006962	OG0005907	n0			XP_005849406.1	KAI3434658.1	
N3.HOG0006963	OG0005908	n0			XP_005849383.1	KAI3434692.1	
N3.HOG0006964	OG0005909	n0			XP_005849178.1	KAI3434714.1	
N3.HOG0006965	OG0005910	n0				KAI3438179.1	
N3.HOG0006966	OG0005911	n0				KAI3434676.1	
N3.HOG0006967	OG0005912	n0			XP_005849198.1	KAI3434670.1	
N3.HOG0006968	OG0005913	n0			XP_005849199.1	KAI3434668.1	
N3.HOG0006969	OG0005914	n0				KAI3434667.1	
N3.HOG0006970	OG0005915	n0			XP_005849354.1	KAI3434756.1	
N3.HOG0006971	OG0005916	n0			XP_005844253.1	KAI3432217.1	
N3.HOG0006972	OG0005917	n0			XP_005849364.1	KAI3434738.1	
N3.HOG0006973	OG0005918	n0			XP_005849358.1	KAI3434749.1	
N3.HOG0006974	OG0005919	n0			XP_005851561.1	KAI3433474.1	
N3.HOG0006975	OG0005920	n0			XP_005848699.1	KAI3427059.1	
N3.HOG0006976	OG0005921	n0			XP_005850056.1		
N3.HOG0006977	OG0005922	n0			XP_005849213.1	KAI3434628.1	
N3.HOG0006978	OG0005923	n0			XP_005843926.1		
N3.HOG0006979	OG0005924	n0			XP_005843850.1	KAI3434517.1	
N3.HOG0006980	OG0005925	n0			XP_005843927.1		
N3.HOG0006981	OG0005926	n0			XP_005851922.1	KAI3429789.1	
N3.HOG0006982	OG0005927	n0				KAI3429814.1	
N3.HOG0006983	OG0005928	n0				KAI3429855.1	
N3.HOG0006984	OG0005929	n0			XP_005844041.1	KAI3430679.1	
N3.HOG0006985	OG0005930	n0			XP_005844411.1		
N3.HOG0006986	OG0005931	n0				KAI3429809.1	
N3.HOG0006987	OG0005932	n0				KAI3429603.1	
N3.HOG0006988	OG0005933	n0				KAI3429599.1	
N3.HOG0006989	OG0005934	n0				KAI3429651.1	
N3.HOG0006990	OG0005935	n0			XP_005852196.1	KAI3429647.1	
N3.HOG0006991	OG0005936	n0				KAI3429677.1	
N3.HOG0006992	OG0005937	n0				KAI3429684.1	
N3.HOG0006993	OG0005938	n0			XP_005851888.1	KAI3429709.1	
N3.HOG0006994	OG0005939	n0			XP_005852149.1	KAI3429561.1	
N3.HOG0006995	OG0005940	n0				KAI3434484.1	
N3.HOG0006996	OG0005941	n0			XP_005848860.1		
N3.HOG0006997	OG0005942	n0			XP_005844052.1	KAI3430692.1	
N3.HOG0006998	OG0005943	n0				KAI3432571.1	
N3.HOG0006999	OG0005944	n0			XP_005843894.1	KAI3434519.1	
N3.HOG0007000	OG0005945	n0			XP_005848308.1	KAI3426329.1	
N3.HOG0007001	OG0005946	n0			XP_005843957.1	KAI3434518.1	
N3.HOG0007002	OG0005947	n0				KAI3434388.1	
N3.HOG0007003	OG0005948	n0				KAI3434396.1	
N3.HOG0007004	OG0005949	n0			XP_005845846.1	KAI3425322.1	
N3.HOG0007005	OG0005950	n0			XP_005848541.1	KAI3426417.1	
N3.HOG0007006	OG0005951	n0				KAI3427008.1	
N3.HOG0007007	OG0005952	n0			XP_005848401.1	KAI3426112.1	
N3.HOG0007008	OG0005953	n0			XP_005848206.1	KAI3426118.1	
N3.HOG0007009	OG0005954	n0			XP_005848204.1		
N3.HOG0007010	OG0005955	n0				KAI3432661.1	
N3.HOG0007011	OG0005956	n0			XP_005848391.1	KAI3426107.1	
N3.HOG0007012	OG0005957	n0			XP_005848498.1	KAI3426328.1	
N3.HOG0007013	OG0005958	n0			XP_005848513.1	KAI3426358.1	
N3.HOG0007014	OG0005959	n0			XP_005848509.1	KAI3426348.1	
N3.HOG0007015	OG0005960	n0				KAI3426362.1	
N3.HOG0007016	OG0005961	n0			XP_005848318.1	KAI3426344.1	
N3.HOG0007017	OG0005962	n0			XP_005848330.1	KAI3426372.1	
N3.HOG0007018	OG0005963	n0			XP_005848332.1	KAI3426374.1	
N3.HOG0007019	OG0005964	n0			XP_005848522.1		
N3.HOG0007020	OG0005965	n0			XP_005848527.1	KAI3426388.1	
N3.HOG0007021	OG0005966	n0			XP_005848109.1		
N3.HOG0007022	OG0005967	n0				KAI3426384.1	
N3.HOG0007023	OG0005968	n0				KAI3426445.1	
N3.HOG0007024	OG0005969	n0				KAI3426444.1	
N3.HOG0007025	OG0005970	n0				KAI3426175.1	
N3.HOG0007026	OG0005971	n0			XP_005848235.1	KAI3426185.1	
N3.HOG0007027	OG0005972	n0				KAI3426425.1	
N3.HOG0007028	OG0005973	n0			XP_005848548.1	KAI3426434.1	
N3.HOG0007029	OG0005974	n0				KAI3435644.1	
N3.HOG0007030	OG0005975	n0			XP_005842949.1	KAI3430986.1	
N3.HOG0007031	OG0005976	n0			XP_005844762.1	KAI3430788.1	
N3.HOG0007032	OG0005977	n0			XP_005844817.1		
N3.HOG0007033	OG0005978	n0			XP_005844767.1	KAI3430797.1	
N3.HOG0007034	OG0005979	n0			XP_005843434.1	KAI3439094.1, KAI3439093.1	
N3.HOG0007035	OG0005980	n0			XP_005843799.1	KAI3439052.1	
N3.HOG0007036	OG0005981	n0			XP_005843794.1	KAI3439040.1	
N3.HOG0007037	OG0005982	n0			XP_005846724.1	KAI3423876.1	
N3.HOG0007038	OG0005983	n0			XP_005850059.1, XP_005845783.1		
N3.HOG0007039	OG0005984	n0				KAI3437605.1	
N3.HOG0007040	OG0005985	n0				KAI3438595.1	
N3.HOG0007041	OG0005986	n0			XP_005849510.1	KAI3438524.1	
N3.HOG0007042	OG0005987	n0				KAI3438550.1	
N3.HOG0007043	OG0005988	n0				KAI3428320.1	
N3.HOG0007044	OG0005989	n0			XP_005849479.1	KAI3438453.1	
N3.HOG0007045	OG0005990	n0			XP_005849753.1	KAI3438469.1	
N3.HOG0007046	OG0005991	n0			XP_005849493.1	KAI3438495.1	
N3.HOG0007047	OG0005992	n0				KAI3438400.1	
N3.HOG0007048	OG0005993	n0			XP_005849456.1	KAI3438408.1	
N3.HOG0007049	OG0005995	n0			XP_005849488.1	KAI3438486.1	
N3.HOG0007050	OG0005996	n0			XP_005849761.1	KAI3438493.1	
N3.HOG0007051	OG0005997	n0			XP_005849352.1	KAI3434759.1	
N3.HOG0007052	OG0005998	n0			XP_005849486.1		
N3.HOG0007053	OG0005999	n0			XP_005849755.1		
N3.HOG0007054	OG0006000	n0			XP_005849537.1		
N3.HOG0007055	OG0006001	n0			XP_005849538.1	KAI3438581.1	
N3.HOG0007056	OG0006002	n0				KAI3424230.1	
N3.HOG0007057	OG0006003	n0			XP_005849534.1	KAI3438576.1	
N3.HOG0007058	OG0006004	n0			XP_005849740.1	KAI3438436.1	
N3.HOG0007059	OG0006005	n0				KAI3438538.1	
N3.HOG0007060	OG0006006	n0			XP_005849443.1	KAI3438386.1	
N3.HOG0007061	OG0006007	n0			XP_005849783.1	KAI3438542.1	
N3.HOG0007062	OG0006008	n0			XP_005846856.1	KAI3438291.1	
N3.HOG0007063	OG0006010	n0			XP_005849715.1	KAI3438381.1	
N3.HOG0007064	OG0006011	n0			XP_005849713.1		
N3.HOG0007065	OG0006012	n0			XP_005849514.1	KAI3438529.1	
N3.HOG0007066	OG0006013	n0			XP_005847044.1	KAI3438262.1	
N3.HOG0007067	OG0006014	n0				KAI3438261.1	
N3.HOG0007068	OG0006015	n0				KAI3428622.1	
N3.HOG0007069	OG0006016	n0			XP_005848576.1	KAI3426486.1	
N3.HOG0007070	OG0006017	n0				KAI3432892.1	
N3.HOG0007071	OG0006018	n0				KAI3432893.1	
N3.HOG0007072	OG0006019	n0			XP_005847425.1	KAI3428630.1	
N3.HOG0007073	OG0006020	n0				KAI3428624.1	
N3.HOG0007074	OG0006021	n0				KAI3428620.1	
N3.HOG0007075	OG0006022	n0				KAI3428464.1	
N3.HOG0007076	OG0006023	n0			XP_005847287.1	KAI3428608.1	
N3.HOG0007077	OG0006024	n0			XP_005844073.1		
N3.HOG0007078	OG0006025	n0			XP_005848148.1, XP_005844378.1		
N3.HOG0007079	OG0006026	n0				KAI3428585.1	
N3.HOG0007080	OG0006027	n0				KAI3428600.1	
N3.HOG0007081	OG0006028	n0			XP_005847485.1	KAI3428508.1	
N3.HOG0007082	OG0006029	n0				KAI3428458.1	
N3.HOG0007083	OG0006030	n0			XP_005847511.1	KAI3428453.1	
N3.HOG0007084	OG0006031	n0			XP_005842783.1	KAI3423894.1	
N3.HOG0007085	OG0006032	n0			XP_005847429.1	KAI3428577.1	
N3.HOG0007086	OG0006033	n0			XP_005847521.1	KAI3428436.1	
N3.HOG0007087	OG0006034	n0			XP_005847475.1	KAI3428533.1	
N3.HOG0007088	OG0006035	n0			XP_005847513.1		
N3.HOG0007089	OG0006036	n0			XP_005847489.1	KAI3428496.1	
N3.HOG0007090	OG0006037	n0			XP_005847445.1	KAI3428612.1	
N3.HOG0007091	OG0006038	n0			XP_005847292.1	KAI3428569.1	
N3.HOG0007092	OG0006039	n0			XP_005849219.1	KAI3434609.1	
N3.HOG0007093	OG0006041	n0			XP_005846161.1	KAI3431419.1	
N3.HOG0007094	OG0006042	n0				KAI3432292.1	
N3.HOG0007095	OG0006043	n0			XP_005847462.1		
N3.HOG0007096	OG0006044	n0				KAI3438786.1	
N3.HOG0007097	OG0006045	n0				KAI3428532.1	
N3.HOG0007098	OG0006046	n0				KAI3428549.1	
N3.HOG0007099	OG0006047	n0				KAI3438304.1	
N3.HOG0007100	OG0006048	n0				KAI3428539.1	
N3.HOG0007101	OG0006049	n0				KAI3436133.1	
N3.HOG0007102	OG0006050	n0			XP_005847358.1	KAI3428406.1	
N3.HOG0007103	OG0006051	n0				KAI3438526.1	
N3.HOG0007104	OG0006052	n0				KAI3428432.1	
N3.HOG0007105	OG0006053	n0				KAI3426834.1, KAI3434545.1	
N3.HOG0007106	OG0006054	n0			XP_005846575.1	KAI3423892.1	
N3.HOG0007107	OG0006055	n0			XP_005847415.1	KAI3428657.1	
N3.HOG0007108	OG0006056	n0			XP_005847237.1	KAI3428723.1	
N3.HOG0007109	OG0006057	n0			XP_005843844.1		
N3.HOG0007110	OG0006058	n0			XP_005843935.1		
N3.HOG0007111	OG0006059	n0			XP_005843901.1	KAI3434477.1	
N3.HOG0007112	OG0006060	n0				KAI3434579.1	
N3.HOG0007113	OG0006061	n0			XP_005843925.1	KAI3434571.1	
N3.HOG0007114	OG0006062	n0			XP_005843922.1	KAI3434509.1	
N3.HOG0007115	OG0006063	n0				KAI3431618.1	
N3.HOG0007116	OG0006064	n0				KAI3431584.1	
N3.HOG0007117	OG0006065	n0			XP_005851382.1	KAI3433955.1	
N3.HOG0007118	OG0006066	n0				KAI3433961.1	
N3.HOG0007119	OG0006067	n0			XP_005851368.1	KAI3433922.1	
N3.HOG0007120	OG0006068	n0			XP_005845761.1	KAI3425262.1	
N3.HOG0007121	OG0006069	n0				KAI3433963.1	
N3.HOG0007122	OG0006070	n0			XP_005851420.1	KAI3433781.1	
N3.HOG0007123	OG0006071	n0				KAI3433829.1	
N3.HOG0007124	OG0006072	n0			XP_005851105.1	KAI3433833.1, KAI3433834.1	
N3.HOG0007125	OG0006073	n0				KAI3433835.1	
N3.HOG0007126	OG0006074	n0			XP_005851400.1	KAI3433837.1	
N3.HOG0007127	OG0006075	n0			XP_005851369.1		
N3.HOG0007128	OG0006076	n0			XP_005851363.1	KAI3433907.1	
N3.HOG0007129	OG0006077	n0			XP_005851410.1	KAI3433810.1	
N3.HOG0007130	OG0006078	n0				KAI3424209.1	
N3.HOG0007131	OG0006079	n0			XP_005851067.1	KAI3433905.1	
N3.HOG0007132	OG0006080	n0			XP_005851063.1	KAI3433897.1	
N3.HOG0007133	OG0006081	n0			XP_005851065.1	KAI3433901.1	
N3.HOG0007134	OG0006082	n0			XP_005851089.1	KAI3433885.1	
N3.HOG0007135	OG0006083	n0			XP_005847016.1	KAI3438336.1	
N3.HOG0007136	OG0006084	n0			XP_005851442.1		
N3.HOG0007137	OG0006085	n0			XP_005851154.1		
N3.HOG0007138	OG0006086	n0			XP_005851153.1		
N3.HOG0007139	OG0006087	n0			XP_005851451.1	KAI3433693.1	
N3.HOG0007140	OG0006088	n0			XP_005851170.1	KAI3433685.1	
N3.HOG0007141	OG0006089	n0			XP_005851465.1	KAI3433663.1	
N3.HOG0007142	OG0006090	n0			XP_005851206.1	KAI3433608.1	
N3.HOG0007143	OG0006091	n0			XP_005844423.1	KAI3432832.1	
N3.HOG0007144	OG0006092	n0			XP_005851205.1	KAI3433610.1	
N3.HOG0007145	OG0006093	n0			XP_005851193.1	KAI3433636.1	
N3.HOG0007146	OG0006094	n0			XP_005851212.1	KAI3433594.1	
N3.HOG0007147	OG0006095	n0				KAI3433588.1	
N3.HOG0007148	OG0006096	n0				KAI3433582.1	
N3.HOG0007149	OG0006097	n0			XP_005849425.1		
N3.HOG0007150	OG0006098	n0			XP_005851509.1	KAI3433577.1	
N3.HOG0007151	OG0006099	n0			XP_005851222.1		
N3.HOG0007152	OG0006100	n0				KAI3433569.1	
N3.HOG0007153	OG0006101	n0				KAI3424910.1	
N3.HOG0007154	OG0006102	n0			XP_005851531.1	KAI3433538.1	
N3.HOG0007155	OG0006103	n0			XP_005851240.1		
N3.HOG0007156	OG0006104	n0				KAI3433322.1	
N3.HOG0007157	OG0006105	n0			XP_005851624.1	KAI3433333.1	
N3.HOG0007158	OG0006107	n0			XP_005851326.1	KAI3433317.1	
N3.HOG0007159	OG0006108	n0			XP_005851267.1	KAI3433473.1	
N3.HOG0007160	OG0006109	n0			XP_005851559.1	KAI3433478.1	
N3.HOG0007161	OG0006110	n0				KAI3433452.1	
N3.HOG0007162	OG0006111	n0			XP_005851280.1	KAI3433443.1	
N3.HOG0007163	OG0006112	n0				KAI3433398.1	
N3.HOG0007164	OG0006113	n0				KAI3433399.1	
N3.HOG0007165	OG0006114	n0				KAI3433382.1	
N3.HOG0007166	OG0006115	n0			XP_005850438.1	KAI3428354.1	
N3.HOG0007167	OG0006116	n0				KAI3433391.1	
N3.HOG0007168	OG0006117	n0			XP_005851308.1	KAI3433371.1	
N3.HOG0007169	OG0006118	n0				KAI3433392.1	
N3.HOG0007170	OG0006119	n0			XP_005851527.1	KAI3433550.1	
N3.HOG0007171	OG0006120	n0			XP_005851447.1	KAI3433699.1	
N3.HOG0007172	OG0006121	n0			XP_005851540.1		
N3.HOG0007173	OG0006122	n0			XP_005842543.1	KAI3433476.1	
N3.HOG0007174	OG0006123	n0			XP_005846589.1	KAI3423880.1	
N3.HOG0007175	OG0006124	n0			XP_005846590.1	KAI3423883.1	
N3.HOG0007176	OG0006126	n0				KAI3438588.1	
N3.HOG0007177	OG0006127	n0			XP_005850405.1	KAI3428289.1	
N3.HOG0007178	OG0006128	n0			XP_005846603.1	KAI3423833.1	
N3.HOG0007179	OG0006129	n0			XP_005846732.1	KAI3423863.1	
N3.HOG0007180	OG0006130	n0			XP_005846736.1	KAI3423859.1	
N3.HOG0007181	OG0006131	n0				KAI3423836.1	
N3.HOG0007182	OG0006132	n0			XP_005850874.1	KAI3436794.1	
N3.HOG0007183	OG0006133	n0				KAI3423917.1	
N3.HOG0007184	OG0006134	n0			XP_005843593.1	KAI3432673.1	
N3.HOG0007185	OG0006135	n0			XP_005846566.1	KAI3423902.1	
N3.HOG0007186	OG0006136	n0				KAI3433419.1	
N3.HOG0007187	OG0006137	n0			XP_005851584.1	KAI3433421.1	
N3.HOG0007188	OG0006138	n0			XP_005846704.1	KAI3423905.1	
N3.HOG0007189	OG0006139	n0				KAI3424818.1	
N3.HOG0007190	OG0006140	n0				KAI3434563.1	
N3.HOG0007191	OG0006141	n0			XP_005849204.1		
N3.HOG0007192	OG0006142	n0			XP_005843905.1	KAI3434446.1	
N3.HOG0007193	OG0006143	n0			XP_005843942.1	KAI3434548.1	
N3.HOG0007194	OG0006144	n0				KAI3425095.1	
N3.HOG0007195	OG0006145	n0			XP_005846794.1		
N3.HOG0007196	OG0006146	n0			XP_005846793.1		
N3.HOG0007197	OG0006147	n0			XP_005845148.1	KAI3424729.1	
N3.HOG0007198	OG0006148	n0				KAI3425133.1	
N3.HOG0007199	OG0006149	n0			XP_005846651.1	KAI3425010.1	
N3.HOG0007200	OG0006150	n0			XP_005846778.1	KAI3425062.1	
N3.HOG0007201	OG0006151	n0				KAI3432719.1	
N3.HOG0007202	OG0006152	n0				KAI3432730.1	
N3.HOG0007203	OG0006153	n0				KAI3432692.1	
N3.HOG0007204	OG0006154	n0			XP_005844424.1	KAI3432869.1	
N3.HOG0007205	OG0006155	n0				KAI3436519.1	
N3.HOG0007206	OG0006156	n0				KAI3428671.1	
N3.HOG0007207	OG0006157	n0			XP_005850239.1	KAI3427943.1	
N3.HOG0007208	OG0006158	n0			XP_005847021.1	KAI3438325.1	
N3.HOG0007209	OG0006159	n0			XP_005849978.1	KAI3427937.1	
N3.HOG0007210	OG0006160	n0			XP_005849990.1	KAI3427957.1	
N3.HOG0007211	OG0006161	n0				KAI3427952.1	
N3.HOG0007212	OG0006162	n0			XP_005850241.1	KAI3427949.1	
N3.HOG0007213	OG0006163	n0			XP_005850032.1		
N3.HOG0007214	OG0006164	n0			XP_005850029.1	KAI3428036.1	
N3.HOG0007215	OG0006166	n0			XP_005850248.1	KAI3427967.1	
N3.HOG0007216	OG0006167	n0			XP_005849996.1	KAI3427968.1	
N3.HOG0007217	OG0006168	n0			XP_005850292.1	KAI3428057.1	
N3.HOG0007218	OG0006169	n0			XP_005850251.1	KAI3427979.1	
N3.HOG0007219	OG0006170	n0				KAI3427974.1	
N3.HOG0007220	OG0006171	n0				KAI3435636.1	
N3.HOG0007221	OG0006172	n0			XP_005846381.1	KAI3435652.1	
N3.HOG0007222	OG0006173	n0				KAI3435654.1	
N3.HOG0007223	OG0006174	n0				KAI3435584.1	
N3.HOG0007224	OG0006175	n0				KAI3435585.1	
N3.HOG0007225	OG0006176	n0			XP_005846552.1	KAI3435627.1	
N3.HOG0007226	OG0006177	n0				KAI3435628.1	
N3.HOG0007227	OG0006178	n0				KAI3435598.1	
N3.HOG0007228	OG0006179	n0				KAI3435695.1	
N3.HOG0007229	OG0006180	n0			XP_005846388.1	KAI3435640.1	
N3.HOG0007230	OG0006181	n0			XP_005846364.1	KAI3435672.1, KAI3435673.1	
N3.HOG0007231	OG0006182	n0				KAI3435700.1	
N3.HOG0007232	OG0006183	n0			XP_005846520.1	KAI3435716.1	
N3.HOG0007233	OG0006184	n0			XP_005846493.1		
N3.HOG0007234	OG0006185	n0				KAI3435791.1	
N3.HOG0007235	OG0006186	n0			XP_005846498.1	KAI3435780.1	
N3.HOG0007236	OG0006187	n0				KAI3435759.1	
N3.HOG0007237	OG0006188	n0				KAI3435783.1	
N3.HOG0007238	OG0006189	n0				KAI3435794.1	
N3.HOG0007239	OG0006190	n0			XP_005846313.1	KAI3435800.1	
N3.HOG0007240	OG0006191	n0			XP_005848176.1	KAI3437612.1	
N3.HOG0007241	OG0006192	n0			XP_005846284.1	KAI3435860.1	
N3.HOG0007242	OG0006193	n0			XP_005846447.1	KAI3435886.1	
N3.HOG0007243	OG0006194	n0				KAI3435879.1	
N3.HOG0007244	OG0006195	n0				KAI3435899.1	
N3.HOG0007245	OG0006196	n0			XP_005846263.1	KAI3435906.1	
N3.HOG0007246	OG0006197	n0			XP_005846434.1		
N3.HOG0007247	OG0006198	n0			XP_005846427.1	KAI3435922.1	
N3.HOG0007248	OG0006199	n0				KAI3435953.1	
N3.HOG0007249	OG0006200	n0				KAI3428546.1	
N3.HOG0007250	OG0006201	n0				KAI3435821.1	
N3.HOG0007251	OG0006202	n0			XP_005846302.1	KAI3435825.1	
N3.HOG0007252	OG0006203	n0			XP_005846419.1	KAI3435941.1	
N3.HOG0007253	OG0006204	n0			XP_005845453.1	KAI3436157.1	
N3.HOG0007254	OG0006205	n0				KAI3436111.1	
N3.HOG0007255	OG0006206	n0			XP_005851092.1		
N3.HOG0007256	OG0006207	n0				KAI3436007.1	
N3.HOG0007257	OG0006208	n0			XP_005842821.1	KAI3436004.1	
N3.HOG0007258	OG0006209	n0			XP_005845346.1	KAI3436097.1	
N3.HOG0007259	OG0006210	n0			XP_005845344.1	KAI3436102.1	
N3.HOG0007260	OG0006211	n0			XP_005845486.1	KAI3436089.1	
N3.HOG0007261	OG0006212	n0			XP_005845487.1	KAI3436088.1	
N3.HOG0007262	OG0006213	n0			XP_005845355.1	KAI3436081.1	
N3.HOG0007263	OG0006214	n0			XP_005842824.1	KAI3435998.1	
