HOG	OG	Gene Tree Parent Clade	a99_genome_proteins	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins	c_vulgaris_genome_proteins	m_conductrix_genome_proteins
N1.HOG0007434	OG0006595	n0		PRW44412.1			PSC75649.1
N1.HOG0007435	OG0006596	n0		PRW44443.1			PSC68943.1
N1.HOG0007436	OG0006597	n0		PRW44445.1			PSC69936.1
N1.HOG0007437	OG0006598	n0		PRW44463.1			PSC70891.1
N1.HOG0007438	OG0006599	n0		PRW44481.1			PSC67151.1
N1.HOG0007439	OG0006600	n0		PRW44510.1			PSC70999.1
N1.HOG0007440	OG0006601	n0		PRW44514.1			PSC70905.1
N1.HOG0007441	OG0006602	n0		PRW44525.1			PSC75259.1
N1.HOG0007442	OG0006603	n0		PRW44548.1, PRW44538.1, PRW44539.1, PRW44547.1			
N1.HOG0007443	OG0006604	n0		PRW44570.1			PSC70922.1
N1.HOG0007444	OG0006605	n0		PRW44590.1			PSC70863.1
N1.HOG0007445	OG0006606	n0		PRW45253.1, PRW45139.1, PRW45189.1, PRW44842.1			
N1.HOG0007446	OG0006607	n0		PRW58880.1, PRW44857.1			PSC72454.1
N1.HOG0007447	OG0006608	n0		PRW44874.1			PSC70443.1
N1.HOG0007448	OG0006609	n0		PRW44888.1			PSC68066.1, PSC68067.1
N1.HOG0007449	OG0006610	n0		PRW44956.1			PSC70857.1
N1.HOG0007450	OG0006611	n0		PRW44971.1			PSC67515.1
N1.HOG0007451	OG0006612	n0		PRW44997.1, PRW44996.1			
N1.HOG0007452	OG0006613	n0		PRW45008.1			PSC67526.1
N1.HOG0007453	OG0006614	n0		PRW45034.1			PSC70985.1
N1.HOG0007454	OG0006615	n0		PRW45044.1			PSC70456.1
N1.HOG0007455	OG0006616	n0		PRW45063.1			PSC67745.1
N1.HOG0007456	OG0006617	n0		PRW45073.1			PSC67522.1
N1.HOG0007457	OG0006618	n0		PRW45102.1			PSC70459.1
N1.HOG0007458	OG0006619	n0		PRW45111.1			PSC70858.1
N1.HOG0007459	OG0006620	n0		PRW45126.1			PSC74464.1
N1.HOG0007460	OG0006621	n0		PRW45129.1			PSC70830.1
N1.HOG0007461	OG0006622	n0		PRW45135.1			PSC70451.1
N1.HOG0007462	OG0006623	n0		PRW45160.1			PSC70360.1
N1.HOG0007463	OG0006624	n0		PRW45164.1			PSC70837.1
N1.HOG0007464	OG0006625	n0		PRW45170.1			PSC70852.1
N1.HOG0007465	OG0006626	n0		PRW45176.1			PSC70309.1
N1.HOG0007466	OG0006627	n0		PRW60583.1, PRW45218.1			PSC75861.1
N1.HOG0007467	OG0006628	n0		PRW45227.1			PSC73248.1
N1.HOG0007468	OG0006629	n0		PRW45241.1			PSC70389.1
N1.HOG0007469	OG0006630	n0		PRW45255.1			PSC70348.1
N1.HOG0007470	OG0006631	n0		PRW45322.1			PSC75962.1, PSC75963.1
N1.HOG0007471	OG0006632	n0		PRW45325.1			PSC68583.1
N1.HOG0007472	OG0006633	n0		PRW45331.1			PSC68604.1
N1.HOG0007473	OG0006634	n0		PRW45336.1			PSC72561.1
N1.HOG0007474	OG0006635	n0		PRW45338.1			PSC69364.1
N1.HOG0007475	OG0006636	n0		PRW45344.1			PSC72407.1
N1.HOG0007476	OG0006637	n0		PRW45345.1, PRW50957.1, PRW45746.1			
N1.HOG0007477	OG0006638	n0		PRW45352.1			PSC73649.1
N1.HOG0007478	OG0006639	n0		PRW45360.1, PRW45585.1			PSC74411.1
N1.HOG0007479	OG0006640	n0		PRW45362.1			PSC68575.1
N1.HOG0007480	OG0006641	n0		PRW45365.1			PSC69355.1
N1.HOG0007481	OG0006642	n0		PRW45367.1			PSC68208.1
N1.HOG0007482	OG0006643	n0		PRW45368.1			PSC71381.1
N1.HOG0007483	OG0006644	n0		PRW59322.1, PRW45369.1			PSC73840.1
N1.HOG0007484	OG0006645	n0		PRW45376.1			PSC68644.1
N1.HOG0007485	OG0006646	n0		PRW45386.1			PSC68613.1
N1.HOG0007486	OG0006647	n0		PRW45388.1			PSC73716.1
N1.HOG0007487	OG0006648	n0		PRW45400.1			PSC73618.1
N1.HOG0007488	OG0006649	n0		PRW45430.1			PSC73569.1
N1.HOG0007489	OG0006650	n0		PRW45436.1			PSC68974.1
N1.HOG0007490	OG0006651	n0		PRW45438.1			PSC69427.1
N1.HOG0007491	OG0006652	n0		PRW45439.1			PSC73219.1
N1.HOG0007492	OG0006653	n0		PRW45443.1			PSC68229.1
N1.HOG0007493	OG0006654	n0		PRW45453.1			PSC67327.1
N1.HOG0007494	OG0006655	n0		PRW45475.1			PSC67323.1
N1.HOG0007495	OG0006656	n0		PRW45487.1			PSC68212.1
N1.HOG0007496	OG0006657	n0		PRW45493.1			PSC73602.1
N1.HOG0007497	OG0006658	n0		PRW45494.1			PSC71767.1
N1.HOG0007498	OG0006659	n0		PRW45497.1			
N1.HOG0007499	OG0006660	n0		PRW45505.1			PSC67319.1
N1.HOG0007500	OG0006661	n0		PRW45515.1			PSC68231.1
N1.HOG0007501	OG0006662	n0		PRW45518.1			PSC67314.1, PSC67315.1
N1.HOG0007502	OG0006663	n0		PRW45539.1			PSC73825.1
N1.HOG0007503	OG0006664	n0		PRW45543.1			PSC72513.1
N1.HOG0007504	OG0006665	n0		PRW45576.1			PSC73558.1
N1.HOG0007505	OG0006666	n0		PRW45612.1			PSC73845.1
N1.HOG0007506	OG0006667	n0		PRW45626.1			PSC69416.1
N1.HOG0007507	OG0006668	n0		PRW58072.1, PRW57745.1, PRW45658.1, PRW58073.1			
N1.HOG0007508	OG0006669	n0		PRW50869.1, PRW45675.1, PRW51080.1			PSC75551.1
N1.HOG0007509	OG0006670	n0		PRW45686.1			
N1.HOG0007510	OG0006671	n0		PRW45723.1			PSC69422.1
N1.HOG0007511	OG0006672	n0		PRW45729.1			PSC73600.1
N1.HOG0007512	OG0006673	n0		PRW45744.1			PSC73911.1
N1.HOG0007513	OG0006674	n0		PRW45745.1, PRW60337.1			PSC69601.1
N1.HOG0007514	OG0006675	n0		PRW50750.1			PSC69803.1, PSC69804.1
N1.HOG0007515	OG0006676	n0		PRW50751.1			PSC75938.1
N1.HOG0007516	OG0006677	n0		PRW50770.1			PSC75404.1
N1.HOG0007517	OG0006678	n0		PRW50776.1			
N1.HOG0007518	OG0006679	n0		PRW50793.1			PSC76842.1
N1.HOG0007519	OG0006680	n0		PRW50800.1			PSC75561.1
N1.HOG0007520	OG0006681	n0		PRW50806.1			PSC75777.1
N1.HOG0007521	OG0006682	n0		PRW50816.1			PSC75231.1
N1.HOG0007522	OG0006683	n0		PRW50822.1			PSC75735.1
N1.HOG0007523	OG0006684	n0		PRW50834.1			
N1.HOG0007524	OG0006685	n0		PRW50859.1			PSC75470.1
N1.HOG0007525	OG0006686	n0		PRW50917.1			PSC75986.1, PSC75985.1
N1.HOG0007526	OG0006687	n0		PRW56760.1, PRW50931.1			
N1.HOG0007527	OG0006688	n0		PRW50944.1			PSC72727.1, PSC69738.1
N1.HOG0007528	OG0006689	n0		PRW50969.1			PSC68079.1
N1.HOG0007529	OG0006690	n0		PRW50970.1			PSC77046.1
N1.HOG0007530	OG0006691	n0		PRW50980.1			PSC76363.1
N1.HOG0007531	OG0006692	n0		PRW50988.1			
N1.HOG0007532	OG0006693	n0		PRW50998.1			PSC73841.1
N1.HOG0007533	OG0006694	n0		PRW51018.1			PSC75640.1
N1.HOG0007534	OG0006695	n0		PRW51022.1			PSC76662.1
N1.HOG0007535	OG0006696	n0		PRW51035.1			PSC75276.1
N1.HOG0007536	OG0006697	n0		PRW51050.1			PSC75724.1
N1.HOG0007537	OG0006698	n0		PRW51169.1			PSC75823.1
N1.HOG0007538	OG0006699	n0		PRW51179.1			PSC75507.1
N1.HOG0007539	OG0006700	n0		PRW55888.1			PSC71533.1, PSC71539.1
N1.HOG0007540	OG0006701	n0		PRW55916.1			PSC71591.1
N1.HOG0007541	OG0006702	n0		PRW55920.1			PSC71794.1
N1.HOG0007542	OG0006703	n0		PRW55926.1			PSC72600.1
N1.HOG0007543	OG0006704	n0		PRW55943.1			PSC72713.1
N1.HOG0007544	OG0006705	n0		PRW55957.1			PSC71465.1
N1.HOG0007545	OG0006706	n0		PRW55960.1			PSC71482.1
N1.HOG0007546	OG0006707	n0		PRW55963.1			PSC72633.1
N1.HOG0007547	OG0006708	n0		PRW55964.1			PSC69067.1
N1.HOG0007548	OG0006709	n0		PRW56008.1			PSC69045.1
N1.HOG0007549	OG0006710	n0		PRW56025.1			PSC72909.1
N1.HOG0007550	OG0006711	n0		PRW56071.1			PSC72805.1, PSC72479.1
N1.HOG0007551	OG0006712	n0		PRW61023.1, PRW56080.1			
N1.HOG0007552	OG0006713	n0		PRW56088.1			PSC72858.1
N1.HOG0007553	OG0006714	n0		PRW56099.1			PSC68994.1
N1.HOG0007554	OG0006715	n0		PRW56104.1			PSC71659.1
N1.HOG0007555	OG0006716	n0		PRW56134.1			PSC72830.1
N1.HOG0007556	OG0006717	n0		PRW56164.1			PSC67451.1
N1.HOG0007557	OG0006718	n0		PRW56199.1			PSC72620.1
N1.HOG0007558	OG0006719	n0		PRW56203.1, PRW57975.1, PRW60863.1, PRW57958.1			
N1.HOG0007559	OG0006720	n0		PRW56231.1			PSC71509.1
N1.HOG0007560	OG0006721	n0		PRW56281.1			PSC72916.1
N1.HOG0007561	OG0006722	n0		PRW56290.1			PSC71454.1
N1.HOG0007562	OG0006723	n0		PRW56291.1			PSC71655.1
N1.HOG0007563	OG0006724	n0		PRW56301.1			PSC71612.1
N1.HOG0007564	OG0006725	n0		PRW56313.1			PSC71521.1
N1.HOG0007565	OG0006726	n0		PRW56320.1			
N1.HOG0007566	OG0006727	n0		PRW56335.1			PSC69020.1
N1.HOG0007567	OG0006728	n0		PRW56418.1			PSC72469.1
N1.HOG0007568	OG0006729	n0		PRW56451.1			PSC69725.1
N1.HOG0007569	OG0006730	n0		PRW56477.1			PSC72546.1
N1.HOG0007570	OG0006731	n0		PRW56478.1			PSC72545.1
N1.HOG0007571	OG0006732	n0		PRW56483.1			PSC71545.1
N1.HOG0007572	OG0006733	n0		PRW56485.1			PSC69839.1
N1.HOG0007573	OG0006734	n0		PRW56532.1			PSC72624.1
N1.HOG0007574	OG0006735	n0		PRW56535.1			PSC71475.1
N1.HOG0007575	OG0006736	n0		PRW56568.1			PSC72556.1
N1.HOG0007576	OG0006737	n0		PRW56569.1			PSC69793.1
N1.HOG0007577	OG0006738	n0		PRW56586.1			PSC71559.1
N1.HOG0007578	OG0006739	n0		PRW56616.1			PSC72392.1
N1.HOG0007579	OG0006740	n0		PRW56631.1			PSC72865.1
N1.HOG0007580	OG0006741	n0		PRW56641.1			PSC72474.1
N1.HOG0007581	OG0006742	n0		PRW56670.1			PSC71613.1
N1.HOG0007582	OG0006743	n0		PRW56712.1			PSC72489.1
N1.HOG0007583	OG0006744	n0		PRW56716.1			PSC69712.1
N1.HOG0007584	OG0006745	n0		PRW56719.1			PSC72824.1
N1.HOG0007585	OG0006746	n0		PRW56737.1			PSC72418.1
N1.HOG0007586	OG0006747	n0		PRW56748.1, PRW56749.1			
N1.HOG0007587	OG0006748	n0		PRW56764.1			PSC71450.1
N1.HOG0007588	OG0006749	n0		PRW56791.1, PRW59607.1			PSC72896.1, PSC72897.1
N1.HOG0007589	OG0006750	n0		PRW56795.1			
N1.HOG0007590	OG0006751	n0		PRW56829.1			
N1.HOG0007591	OG0006752	n0		PRW56844.1			PSC74050.1
N1.HOG0007592	OG0006753	n0		PRW56909.1			PSC76455.1
N1.HOG0007593	OG0006754	n0		PRW56910.1			PSC71153.1
N1.HOG0007594	OG0006755	n0		PRW56924.1			PSC72332.1
N1.HOG0007595	OG0006756	n0		PRW56925.1			PSC72145.1
N1.HOG0007596	OG0006757	n0		PRW56926.1			PSC72077.1
N1.HOG0007597	OG0006758	n0		PRW56927.1			PSC72191.1
N1.HOG0007598	OG0006759	n0		PRW56944.1			PSC70667.1
N1.HOG0007599	OG0006760	n0		PRW56946.1			PSC72181.1
N1.HOG0007600	OG0006761	n0		PRW56961.1			PSC72326.1
N1.HOG0007601	OG0006762	n0		PRW56965.1			PSC70812.1
N1.HOG0007602	OG0006763	n0		PRW56966.1			PSC68219.1
N1.HOG0007603	OG0006764	n0		PRW56971.1			PSC70777.1
N1.HOG0007604	OG0006765	n0		PRW56972.1			PSC72257.1
N1.HOG0007605	OG0006766	n0		PRW56975.1			PSC70694.1
N1.HOG0007606	OG0006767	n0		PRW56978.1			PSC71047.1
N1.HOG0007607	OG0006768	n0		PRW56992.1			PSC71072.1
N1.HOG0007608	OG0006769	n0		PRW57005.1			PSC69449.1
N1.HOG0007609	OG0006770	n0		PRW57030.1			PSC70809.1
N1.HOG0007610	OG0006771	n0		PRW57031.1			PSC70782.1
N1.HOG0007611	OG0006772	n0		PRW57039.1, PRW57038.1			PSC72327.1
N1.HOG0007612	OG0006773	n0		PRW57054.1			PSC72225.1
N1.HOG0007613	OG0006774	n0		PRW57064.1			PSC71070.1
N1.HOG0007614	OG0006775	n0		PRW57334.1, PRW57068.1, PRW57425.1, PRW57510.1			
N1.HOG0007615	OG0006776	n0		PRW57069.1			PSC68207.1
N1.HOG0007616	OG0006777	n0		PRW57085.1			PSC72169.1
N1.HOG0007617	OG0006778	n0		PRW57089.1			
N1.HOG0007618	OG0006779	n0		PRW57090.1			PSC72138.1
N1.HOG0007619	OG0006780	n0		PRW57104.1			PSC73775.1
N1.HOG0007620	OG0006781	n0		PRW57109.1			PSC69498.1
N1.HOG0007621	OG0006782	n0		PRW57125.1			PSC71124.1
N1.HOG0007622	OG0006783	n0		PRW57126.1			PSC69569.1
N1.HOG0007623	OG0006784	n0		PRW57132.1			PSC70706.1
N1.HOG0007624	OG0006785	n0		PRW57179.1			PSC72114.1
N1.HOG0007625	OG0006786	n0		PRW57210.1			PSC70733.1
N1.HOG0007626	OG0006787	n0		PRW57217.1			PSC72296.1
N1.HOG0007627	OG0006788	n0		PRW57223.1			PSC71113.1
N1.HOG0007628	OG0006789	n0		PRW57258.1			
N1.HOG0007629	OG0006790	n0		PRW57307.1			PSC72126.1
N1.HOG0007630	OG0006791	n0		PRW57346.1			PSC69515.1
N1.HOG0007631	OG0006792	n0		PRW57384.1			PSC72073.1, PSC72072.1
N1.HOG0007632	OG0006793	n0		PRW57385.1			PSC72201.1
N1.HOG0007633	OG0006794	n0		PRW57400.1			PSC71033.1
N1.HOG0007634	OG0006795	n0		PRW57412.1			PSC72175.1
N1.HOG0007635	OG0006796	n0		PRW57426.1			PSC72058.1
N1.HOG0007636	OG0006797	n0		PRW57451.1			PSC70651.1
N1.HOG0007637	OG0006798	n0		PRW57454.1			PSC72285.1
N1.HOG0007638	OG0006799	n0		PRW57479.1			PSC72173.1
N1.HOG0007639	OG0006800	n0		PRW57492.1			PSC72151.1
N1.HOG0007640	OG0006801	n0		PRW57499.1			PSC71193.1
N1.HOG0007641	OG0006802	n0		PRW57501.1			PSC72153.1
N1.HOG0007642	OG0006803	n0		PRW57522.1			PSC70816.1
N1.HOG0007643	OG0006804	n0		PRW57533.1			PSC70713.1
N1.HOG0007644	OG0006805	n0		PRW57540.1			PSC68250.1
N1.HOG0007645	OG0006806	n0		PRW57547.1			PSC74575.1
N1.HOG0007646	OG0006807	n0		PRW57557.1			PSC75917.1, PSC75386.1, PSC70137.1
N1.HOG0007647	OG0006808	n0		PRW57559.1			PSC73118.1
N1.HOG0007648	OG0006809	n0		PRW57561.1			PSC73030.1
N1.HOG0007649	OG0006810	n0		PRW57578.1			PSC74691.1
N1.HOG0007650	OG0006811	n0		PRW57593.1			
N1.HOG0007651	OG0006812	n0		PRW57598.1			PSC74767.1
N1.HOG0007652	OG0006813	n0		PRW57602.1			PSC74402.1
N1.HOG0007653	OG0006814	n0		PRW57613.1, PRW57612.1, PRW58020.1			PSC72281.1
N1.HOG0007654	OG0006815	n0		PRW57621.1			PSC74741.1
N1.HOG0007655	OG0006816	n0		PRW57733.1			PSC72950.1
N1.HOG0007656	OG0006817	n0		PRW57746.1			PSC67460.1
N1.HOG0007657	OG0006818	n0		PRW57771.1			PSC73120.1
N1.HOG0007658	OG0006819	n0		PRW57777.1			PSC76678.1
N1.HOG0007659	OG0006820	n0		PRW57814.1			PSC74701.1
N1.HOG0007660	OG0006821	n0		PRW57822.1			PSC73599.1
N1.HOG0007661	OG0006822	n0		PRW57826.1			
N1.HOG0007662	OG0006823	n0		PRW57859.1			PSC69128.1
N1.HOG0007663	OG0006824	n0		PRW57866.1			PSC75059.1
N1.HOG0007664	OG0006825	n0		PRW57929.1			PSC69161.1
N1.HOG0007665	OG0006826	n0		PRW57961.1			PSC73191.1
N1.HOG0007666	OG0006827	n0		PRW57988.1			PSC69126.1
N1.HOG0007667	OG0006828	n0		PRW57989.1			PSC72968.1
N1.HOG0007668	OG0006829	n0		PRW57996.1			PSC73149.1
N1.HOG0007669	OG0006830	n0		PRW58005.1			PSC74357.1
N1.HOG0007670	OG0006831	n0		PRW58024.1			PSC75076.1
N1.HOG0007671	OG0006832	n0		PRW58049.1			PSC73838.1
N1.HOG0007672	OG0006833	n0		PRW58058.1			PSC74528.1
N1.HOG0007673	OG0006834	n0		PRW58091.1			
N1.HOG0007674	OG0006835	n0		PRW58094.1			PSC76259.1
N1.HOG0007675	OG0006836	n0		PRW58114.1			PSC73763.1
N1.HOG0007676	OG0006837	n0		PRW58438.1, PRW58292.1, PRW58115.1, PRW58136.1			
N1.HOG0007677	OG0006838	n0		PRW58143.1			PSC73968.1
N1.HOG0007678	OG0006839	n0		PRW58147.1			PSC73697.1
N1.HOG0007679	OG0006840	n0		PRW58150.1			PSC76639.1
N1.HOG0007680	OG0006841	n0		PRW58151.1, PRW58152.1			
N1.HOG0007681	OG0006842	n0		PRW58171.1			PSC75768.1
N1.HOG0007682	OG0006843	n0		PRW58173.1			PSC75842.1
N1.HOG0007683	OG0006844	n0		PRW58643.1, PRW58181.1			PSC76629.1
N1.HOG0007684	OG0006845	n0		PRW58196.1			PSC68865.1
N1.HOG0007685	OG0006846	n0		PRW58214.1			PSC76122.1
N1.HOG0007686	OG0006847	n0		PRW58219.1			PSC67366.1
N1.HOG0007687	OG0006848	n0		PRW58242.1			PSC67362.1
N1.HOG0007688	OG0006849	n0		PRW58245.1			PSC68244.1
N1.HOG0007689	OG0006850	n0		PRW58249.1			PSC68263.1
N1.HOG0007690	OG0006851	n0		PRW58294.1			PSC73679.1
N1.HOG0007691	OG0006852	n0		PRW58295.1			PSC76838.1, PSC76656.1
N1.HOG0007692	OG0006853	n0		PRW58311.1			PSC68588.1, PSC68587.1
N1.HOG0007693	OG0006854	n0		PRW58321.1			PSC76361.1
N1.HOG0007694	OG0006855	n0		PRW58339.1			PSC72501.1
N1.HOG0007695	OG0006856	n0		PRW58341.1			PSC68709.1
N1.HOG0007696	OG0006857	n0		PRW58347.1			PSC75931.1
N1.HOG0007697	OG0006858	n0		PRW58350.1			PSC68847.1
N1.HOG0007698	OG0006859	n0		PRW58363.1			PSC76438.1
N1.HOG0007699	OG0006860	n0		PRW58409.1			PSC75816.1
N1.HOG0007700	OG0006861	n0		PRW58419.1			PSC76803.1
N1.HOG0007701	OG0006862	n0		PRW58432.1			PSC75928.1
N1.HOG0007702	OG0006863	n0		PRW58447.1			PSC69670.1
N1.HOG0007703	OG0006864	n0		PRW58448.1			PSC68259.1
N1.HOG0007704	OG0006865	n0		PRW58464.1			PSC75543.1
N1.HOG0007705	OG0006866	n0		PRW58485.1			PSC76316.1
N1.HOG0007706	OG0006867	n0		PRW58508.1			PSC73807.1
N1.HOG0007707	OG0006868	n0		PRW58522.1			PSC67359.1
N1.HOG0007708	OG0006869	n0		PRW58523.1			PSC75852.1, PSC75853.1
N1.HOG0007709	OG0006870	n0		PRW58528.1			PSC73914.1
N1.HOG0007710	OG0006871	n0		PRW58548.1			PSC70586.1
N1.HOG0007711	OG0006872	n0		PRW58567.1			PSC73821.1
N1.HOG0007712	OG0006873	n0		PRW58577.1			PSC76418.1
N1.HOG0007713	OG0006874	n0		PRW58579.1			PSC68894.1
N1.HOG0007714	OG0006875	n0		PRW58600.1			
N1.HOG0007715	OG0006876	n0		PRW58609.1			PSC76936.1
N1.HOG0007716	OG0006877	n0		PRW58615.1			PSC68899.1
N1.HOG0007717	OG0006878	n0		PRW58636.1			PSC75525.1, PSC75526.1
N1.HOG0007718	OG0006879	n0		PRW58656.1			PSC73754.1
N1.HOG0007719	OG0006880	n0		PRW58687.1			PSC74837.1
N1.HOG0007720	OG0006881	n0		PRW58689.1			PSC75515.1
N1.HOG0007721	OG0006882	n0		PRW58736.1			PSC76023.1
N1.HOG0007722	OG0006883	n0		PRW58751.1, PRW58750.1			PSC75205.1, PSC75206.1
N1.HOG0007723	OG0006884	n0		PRW58754.1			PSC75949.1
N1.HOG0007724	OG0006885	n0		PRW58758.1			PSC67922.1
N1.HOG0007725	OG0006886	n0		PRW58782.1			PSC69719.1
N1.HOG0007726	OG0006887	n0		PRW58794.1			PSC73396.1, PSC73397.1
N1.HOG0007727	OG0006888	n0		PRW58795.1			PSC73267.1
N1.HOG0007728	OG0006889	n0		PRW58811.1			PSC75945.1
N1.HOG0007729	OG0006890	n0		PRW58848.1			PSC75841.1
N1.HOG0007730	OG0006891	n0		PRW58853.1			PSC75851.1
N1.HOG0007731	OG0006892	n0		PRW58862.1			PSC73913.1
N1.HOG0007732	OG0006893	n0		PRW58873.1			PSC76037.1
N1.HOG0007733	OG0006894	n0		PRW58874.1			PSC75492.1
N1.HOG0007734	OG0006895	n0		PRW58890.1			PSC75810.1
N1.HOG0007735	OG0006896	n0		PRW58906.1			PSC76947.1
N1.HOG0007736	OG0006897	n0		PRW58956.1			PSC73561.1, PSC73691.1
N1.HOG0007737	OG0006898	n0		PRW58965.1			PSC73786.1
N1.HOG0007738	OG0006899	n0		PRW59049.1			PSC75257.1
N1.HOG0007739	OG0006900	n0		PRW59062.1			PSC75338.1
N1.HOG0007740	OG0006901	n0		PRW59079.1, PRW59357.1			PSC76764.1
N1.HOG0007741	OG0006902	n0		PRW59107.1			PSC76303.1
N1.HOG0007742	OG0006903	n0		PRW59129.1			PSC75651.1
N1.HOG0007743	OG0006904	n0		PRW59134.1			PSC67876.1
N1.HOG0007744	OG0006905	n0		PRW59135.1			PSC75844.1
N1.HOG0007745	OG0006906	n0		PRW59137.1			PSC75656.1
N1.HOG0007746	OG0006907	n0		PRW59138.1			PSC76886.1
N1.HOG0007747	OG0006908	n0		PRW59153.1			PSC68006.1
N1.HOG0007748	OG0006909	n0		PRW59181.1			
N1.HOG0007749	OG0006910	n0		PRW59231.1			PSC75498.1
N1.HOG0007750	OG0006911	n0		PRW59252.1			PSC76653.1
N1.HOG0007751	OG0006912	n0		PRW59273.1			PSC67963.1
N1.HOG0007752	OG0006913	n0		PRW59299.1			PSC73240.1
N1.HOG0007753	OG0006914	n0		PRW59305.1			PSC75413.1
N1.HOG0007754	OG0006915	n0		PRW59316.1			PSC69088.1
N1.HOG0007755	OG0006916	n0		PRW59348.1			PSC75711.1
N1.HOG0007756	OG0006917	n0		PRW59353.1			PSC76052.1
N1.HOG0007757	OG0006918	n0		PRW59368.1			PSC76444.1
N1.HOG0007758	OG0006919	n0		PRW59402.1			PSC67886.1
N1.HOG0007759	OG0006920	n0		PRW59409.1			PSC76307.1
N1.HOG0007760	OG0006921	n0		PRW59410.1			PSC72367.1
N1.HOG0007761	OG0006922	n0		PRW59421.1			PSC72475.1
N1.HOG0007762	OG0006923	n0		PRW59422.1			PSC76924.1
N1.HOG0007763	OG0006924	n0		PRW59430.1			
N1.HOG0007764	OG0006925	n0		PRW59438.1			PSC75668.1
N1.HOG0007765	OG0006926	n0		PRW59443.1			PSC75762.1, PSC67159.1
N1.HOG0007766	OG0006927	n0		PRW59473.1			PSC76867.1
N1.HOG0007767	OG0006928	n0		PRW59474.1			PSC71127.1
N1.HOG0007768	OG0006929	n0		PRW59502.1			PSC73687.1
N1.HOG0007769	OG0006930	n0		PRW59551.1			PSC71340.1
N1.HOG0007770	OG0006931	n0		PRW59572.1, PRW61314.1			PSC71296.1
N1.HOG0007771	OG0006932	n0		PRW59612.1			PSC76148.1
N1.HOG0007772	OG0006933	n0		PRW59625.1			PSC69652.1
N1.HOG0007773	OG0006934	n0		PRW59661.1			PSC73171.1
N1.HOG0007774	OG0006935	n0		PRW59668.1			PSC67403.1
N1.HOG0007775	OG0006936	n0		PRW59675.1			PSC69691.1
N1.HOG0007776	OG0006937	n0		PRW59712.1			PSC71353.1
N1.HOG0007777	OG0006938	n0		PRW59723.1			PSC68352.1
N1.HOG0007778	OG0006939	n0		PRW59769.1			PSC71276.1
N1.HOG0007779	OG0006940	n0		PRW59809.1			PSC70855.1
N1.HOG0007780	OG0006941	n0		PRW59812.1			PSC73209.1
N1.HOG0007781	OG0006942	n0		PRW59817.1			PSC69635.1
N1.HOG0007782	OG0006943	n0		PRW59818.1			PSC76542.1
N1.HOG0007783	OG0006944	n0		PRW59830.1			PSC71306.1
N1.HOG0007784	OG0006945	n0		PRW59837.1			PSC68340.1
N1.HOG0007785	OG0006946	n0		PRW59840.1			
N1.HOG0007786	OG0006947	n0		PRW59843.1			PSC76879.1
N1.HOG0007787	OG0006948	n0		PRW59845.1			PSC68389.1
N1.HOG0007788	OG0006949	n0		PRW59850.1			PSC69655.1
N1.HOG0007789	OG0006950	n0		PRW59889.1			PSC77063.1
N1.HOG0007790	OG0006951	n0		PRW59919.1			PSC71375.1
N1.HOG0007791	OG0006952	n0		PRW59920.1			PSC71374.1
N1.HOG0007792	OG0006953	n0		PRW59921.1			PSC76195.1
N1.HOG0007793	OG0006954	n0		PRW59924.1			PSC76809.1
N1.HOG0007794	OG0006955	n0		PRW59928.1			PSC76828.1
N1.HOG0007795	OG0006956	n0		PRW59939.1			PSC69658.1
N1.HOG0007796	OG0006957	n0		PRW59968.1			PSC69600.1
N1.HOG0007797	OG0006958	n0		PRW59970.1			PSC76077.1
N1.HOG0007798	OG0006959	n0		PRW59982.1			PSC69614.1
N1.HOG0007799	OG0006960	n0		PRW60015.1			PSC68384.1
N1.HOG0007800	OG0006961	n0		PRW60028.1			PSC68323.1
N1.HOG0007801	OG0006962	n0		PRW60038.1			PSC69572.1
N1.HOG0007802	OG0006963	n0		PRW60089.1			PSC70844.1
N1.HOG0007803	OG0006964	n0		PRW60092.1, PRW60093.1			PSC71339.1
N1.HOG0007804	OG0006965	n0		PRW60099.1			PSC68317.1
N1.HOG0007805	OG0006966	n0		PRW60113.1			
N1.HOG0007806	OG0006967	n0		PRW60124.1			PSC71233.1
N1.HOG0007807	OG0006968	n0		PRW60138.1			PSC73196.1
N1.HOG0007808	OG0006969	n0		PRW60139.1			PSC71400.1
N1.HOG0007809	OG0006970	n0		PRW60161.1			PSC73110.1
N1.HOG0007810	OG0006971	n0		PRW60185.1			PSC71097.1
N1.HOG0007811	OG0006972	n0		PRW60188.1			PSC73168.1
N1.HOG0007812	OG0006973	n0		PRW60193.1			PSC74881.1
N1.HOG0007813	OG0006974	n0		PRW60210.1			PSC74201.1
N1.HOG0007814	OG0006975	n0		PRW60219.1			PSC67925.1
N1.HOG0007815	OG0006976	n0		PRW60224.1			PSC69374.1
N1.HOG0007816	OG0006977	n0		PRW60242.1			PSC68168.1
N1.HOG0007817	OG0006978	n0		PRW60244.1			PSC67562.1
N1.HOG0007818	OG0006979	n0		PRW60256.1			PSC68782.1, PSC67573.1
N1.HOG0007819	OG0006980	n0		PRW60258.1			PSC74864.1
N1.HOG0007820	OG0006981	n0		PRW60267.1			PSC75133.1
N1.HOG0007821	OG0006982	n0		PRW60274.1			PSC68427.1
N1.HOG0007822	OG0006983	n0		PRW60282.1			PSC74293.1
