Orthogroup	a99_genome_proteins	c_sorokiniana_genome_proteins
OG0004783	scaffold2.g6877.t1	PRW61172.1
OG0004784	scaffold2.g6878.t1	PRW61218.1
OG0004785	scaffold2.g6880.t1	PRW61415.1
OG0004786	scaffold2.g6881.t1	PRW61179.1
OG0004787	scaffold2.g6884.t1	PRW61183.1
OG0004788	scaffold2.g6885.t1	PRW61505.1
OG0004789	scaffold2.g6891.t1	PRW56867.1
OG0004790	scaffold2.g6893.t1	PRW61601.1, PRW61600.1
OG0004791	scaffold2.g6895.t1	PRW61188.1
OG0004792	scaffold2.g6909.t1	PRW57505.1
OG0004793	scaffold2.g6914.t1	PRW61331.1
OG0004794	scaffold2.g6916.t1	PRW61382.1
OG0004795	scaffold2.g6920.t1	PRW45689.1
OG0004796	scaffold2.g6925.t1	PRW61267.1
OG0004797	scaffold2.g6929.t1	PRW58141.1
OG0004798	scaffold2.g6930.t1	PRW61495.1
OG0004799	scaffold2.g6931.t1	PRW61152.1
OG0004800	scaffold2.g6933.t1	PRW45022.1
OG0004801	scaffold2.g6934.t1	PRW61321.1
OG0004802	scaffold2.g6935.t1	PRW61357.1
OG0004803	scaffold2.g6936.t1	PRW61025.1
OG0004804	scaffold2.g6942.t1	PRW20966.1
OG0004805	scaffold2.g6944.t1	PRW61128.1
OG0004806	scaffold2.g6948.t1	PRW61367.1
OG0004807	scaffold2.g6951.t1	PRW57970.1
OG0004808	scaffold2.g6953.t1	PRW60982.1
OG0004809	scaffold2.g6954.t1	PRW61542.1
OG0004810	scaffold2.g6956.t1	PRW61399.1
OG0004811	scaffold2.g6957.t1	PRW61161.1
OG0004812	scaffold2.g6959.t1	PRW61506.1
OG0004813	scaffold2.g6970.t1	PRW32571.1
OG0004814	scaffold2.g6972.t1	PRW61346.1
OG0004815	scaffold2.g6973.t1	PRW33623.1
OG0004816	scaffold2.g6974.t1	PRW61141.1
OG0004817	scaffold2.g6983.t1	PRW61181.1
OG0004818	scaffold2.g6986.t1	PRW33914.1
OG0004819	scaffold2.g6987.t1	PRW20425.1
OG0004820	scaffold2.g6991.t1	PRW20997.1
OG0004821	scaffold2.g6992.t1	PRW61006.1
OG0004823	scaffold2.g7000.t1	PRW60873.1
OG0004824	scaffold2.g7006.t1	PRW61049.1
OG0004825	scaffold2.g7008.t1	PRW60904.1
OG0004826	scaffold2.g7009.t1	PRW61217.1
OG0004827	scaffold2.g7012.t1	PRW61240.1
OG0004828	scaffold2.g7022.t1	PRW60231.1
OG0004829	scaffold2.g7025.t1	PRW61072.1
OG0004830	scaffold2.g7026.t1	PRW60902.1
OG0004831	scaffold2.g7029.t1	PRW56808.1
OG0004832	scaffold2.g7034.t1	PRW60943.1
OG0004833	scaffold2.g7037.t1	PRW61184.1
OG0004834	scaffold2.g7042.t1	PRW61599.1
OG0004835	scaffold2.g7045.t1	PRW61572.1
OG0004836	scaffold2.g7049.t1	PRW39141.1
OG0004837	scaffold2.g7051.t1	PRW61098.1
OG0004838	scaffold2.g7052.t1	PRW61044.1
OG0004839	scaffold2.g7054.t1	PRW57677.1
OG0004840	scaffold2.g7057.t1	PRW60974.1
OG0004841	scaffold2.g7059.t1	PRW61177.1, PRW61178.1
OG0004842	scaffold2.g7060.t1	PRW05930.1
OG0004844	scaffold2.g7070.t1	PRW51075.1
OG0004845	scaffold2.g7072.t1	PRW50990.1
OG0004846	scaffold2.g7073.t1	PRW57723.1
OG0004847	scaffold2.g7075.t1	PRW50954.1
OG0004848	scaffold2.g7083.t1	PRW05884.1
OG0004849	scaffold2.g7084.t1	PRW05934.1
OG0004850	scaffold2.g7085.t1	PRW05939.1
OG0004851	scaffold2.g7088.t1	PRW61009.1
OG0004852	scaffold2.g7096.t1	PRW50967.1
OG0004853	scaffold2.g7099.t1	PRW50870.1
OG0004854	scaffold2.g7102.t1	PRW51038.1
OG0004855	scaffold2.g7104.t1	PRW50984.1
OG0004856	scaffold2.g7108.t1	PRW51041.1
OG0004857	scaffold2.g7113.t1	PRW50868.1
OG0004858	scaffold2.g7119.t1	PRW51175.1
OG0004859	scaffold2.g7138.t1	PRW05913.1
OG0004860	scaffold2.g7140.t1	PRW56664.1
OG0004861	scaffold2.g7142.t1	PRW51089.1
OG0004862	scaffold2.g7144.t1	PRW33681.1
OG0004863	scaffold2.g7145.t1	PRW05938.1
OG0004864	scaffold2.g7146.t1	PRW51029.1
OG0004865	scaffold2.g7147.t1	PRW51060.1
OG0004866	scaffold2.g7150.t1	PRW21018.1
OG0004867	scaffold2.g7151.t1	PRW21077.1
OG0004868	scaffold2.g7153.t1	PRW21006.1
OG0004869	scaffold2.g7154.t1	PRW21115.1
OG0004870	scaffold2.g7156.t1	PRW20973.1
OG0004871	scaffold2.g7157.t1	PRW21004.1
OG0004872	scaffold2.g7160.t1	PRW58633.1
OG0004873	scaffold2.g7164.t1	PRW21135.1
OG0004874	scaffold2.g7169.t1	PRW21022.1
OG0004875	scaffold2.g7175.t1	PRW21054.1
OG0004876	scaffold2.g7179.t1	PRW21021.1
OG0004877	scaffold2.g7187.t1	PRW20208.1
OG0004878	scaffold2.g7195.t1	PRW32835.1
OG0004879	scaffold2.g7196.t1	PRW33057.1
OG0004880	scaffold2.g7200.t1	PRW32929.1
OG0004881	scaffold2.g7202.t1	PRW21041.1
OG0004882	scaffold2.g7210.t1	PRW20212.1
OG0004884	scaffold2.g7214.t1	PRW21034.1
OG0004885	scaffold2.g7221.t1	PRW32985.1
OG0004886	scaffold2.g7222.t1	PRW32952.1
OG0004887	scaffold2.g7223.t1	PRW32830.1
OG0004888	scaffold2.g7225.t1	PRW32996.1
OG0004889	scaffold2.g7226.t1	PRW32881.1
OG0004890	scaffold2.g7228.t1	PRW21070.1
OG0004891	scaffold2.g7229.t1	PRW21038.1
OG0004892	scaffold2.g7231.t1	PRW21095.1
OG0004893	scaffold2.g7232.t1	PRW21048.1
OG0004894	scaffold2.g7239.t1	PRW45564.1
OG0004895	scaffold2.g7241.t1	PRW33055.1
OG0004896	scaffold2.g7242.t1	PRW32969.1
OG0004897	scaffold2.g7243.t1	PRW33078.1
OG0004898	scaffold2.g7246.t1	PRW32988.1
OG0004899	scaffold2.g7256.t1	PRW32998.1
OG0004900	scaffold2.g7257.t1	PRW32897.1
OG0004901	scaffold2.g7258.t1	PRW33021.1
OG0004902	scaffold2.g7260.t1	PRW32942.1
OG0004903	scaffold2.g7262.t1	PRW32975.1
OG0004904	scaffold2.g7264.t1	PRW32947.1
OG0004905	scaffold2.g7267.t1	PRW57323.1
OG0004906	scaffold2.g7269.t1	PRW33076.1
OG0004907	scaffold2.g7270.t1	PRW33028.1
OG0004908	scaffold2.g7274.t1	PRW32961.1
OG0004909	scaffold2.g7277.t1	PRW32992.1
OG0004910	scaffold2.g7282.t1	PRW21001.1
OG0004911	scaffold2.g7283.t1	PRW45716.1
OG0004912	scaffold2.g7284.t1	PRW45441.1
OG0004913	scaffold2.g7285.t1	PRW45709.1
OG0004914	scaffold2.g7298.t1	PRW20214.1
OG0004915	scaffold2.g7303.t1	PRW32836.1
OG0004916	scaffold2.g7308.t1	PRW32844.1
OG0004917	scaffold2.g7310.t1	PRW32896.1
OG0004918	scaffold2.g7313.t1	PRW33042.1
OG0004919	scaffold2.g7314.t1	PRW32863.1
OG0004920	scaffold2.g7316.t1	PRW32991.1
OG0004921	scaffold2.g7317.t1	PRW32948.1
OG0004922	scaffold2.g7318.t1	PRW33036.1
OG0004923	scaffold2.g7319.t1	PRW32954.1
OG0004924	scaffold2.g7321.t1	PRW32986.1
OG0004925	scaffold2.g7326.t1	PRW20203.1
OG0004926	scaffold2.g7331.t1	PRW20210.1
OG0004927	scaffold2.g7336.t1	PRW20269.1
OG0004928	scaffold2.g7340.t1	PRW20217.1
OG0004929	scaffold2.g7341.t1	PRW20174.1
OG0004930	scaffold2.g7342.t1	PRW20260.1
OG0004931	scaffold2.g7349.t1	PRW20172.1
OG0004932	scaffold2.g7353.t1	PRW20272.1
OG0004933	scaffold2.g7354.t1	PRW20185.1
OG0004934	scaffold2.g7355.t1	PRW57267.1
OG0004935	scaffold2.g7358.t1	PRW58306.1
OG0004936	scaffold2.g7363.t1	PRW32964.1
OG0004937	scaffold2.g7364.t1	PRW33037.1
OG0004938	scaffold2.g7365.t1	PRW32895.1
OG0004939	scaffold2.g7366.t1	PRW56603.1
OG0004940	scaffold2.g7370.t1	PRW33017.1
OG0004941	scaffold2.g7378.t1	PRW32832.1
OG0004942	scaffold2.g7384.t1	PRW44879.1
OG0004944	scaffold2.g7387.t1	PRW44911.1
OG0004945	scaffold2.g7396.t1	PRW44841.1
OG0004946	scaffold2.g7399.t1	PRW45143.1
OG0004947	scaffold2.g7400.t1	PRW45213.1
OG0004949	scaffold2.g7408.t1	PRW45153.1
OG0004950	scaffold2.g7410.t1	PRW44989.1
OG0004951	scaffold2.g7411.t1	PRW45199.1
OG0004952	scaffold2.g7412.t1	PRW45083.1
OG0004953	scaffold2.g7416.t1	PRW45090.1
OG0004954	scaffold2.g7417.t1	PRW44889.1
OG0004955	scaffold2.g7419.t1	PRW44951.1
OG0004956	scaffold2.g7421.t1	PRW45016.1
OG0004957	scaffold2.g7426.t1	PRW44992.1
OG0004958	scaffold2.g7429.t1	PRW45017.1
OG0004959	scaffold2.g7436.t1	PRW45145.1
OG0004960	scaffold2.g7437.t1	PRW45237.1
OG0004961	scaffold2.g7438.t1	PRW45269.1
OG0004962	scaffold2.g7443.t1	PRW44993.1
OG0004963	scaffold2.g7449.t1	PRW58220.1
OG0004964	scaffold2.g7453.t1	PRW60597.1
OG0004965	scaffold2.g7457.t1	PRW44973.1
OG0004966	scaffold2.g7459.t1	PRW45057.1
OG0004967	scaffold2.g7460.t1	PRW44948.1
OG0004968	scaffold2.g7462.t1	PRW45155.1
OG0004969	scaffold2.g7463.t1	PRW45054.1, PRW45055.1
OG0004970	scaffold2.g7464.t1	PRW44892.1
OG0004971	scaffold2.g7469.t1	PRW45162.1
OG0004972	scaffold2.g7473.t1	PRW44965.1
OG0004973	scaffold2.g7476.t1	PRW33955.1
OG0004974	scaffold2.g7477.t1	PRW44955.1
OG0004975	scaffold2.g7478.t1	PRW45261.1
OG0004976	scaffold2.g7480.t1	PRW44866.1
OG0004977	scaffold2.g7487.t1	PRW34021.1
OG0004978	scaffold2.g7490.t1	PRW33865.1
OG0004979	scaffold2.g7491.t1	PRW33867.1
OG0004980	scaffold2.g7495.t1	PRW45586.1
OG0004981	scaffold2.g7498.t1	PRW58059.1
OG0004982	scaffold2.g7510.t1	PRW61002.1
OG0004983	scaffold2.g7513.t1	PRW33818.1
OG0004984	scaffold2.g7514.t1	PRW34002.1
OG0004985	scaffold2.g7516.t1	PRW33978.1
OG0004986	scaffold2.g7518.t1	PRW34018.1
OG0004987	scaffold2.g7520.t1	PRW33769.1
OG0004988	scaffold2.g7521.t1	PRW33971.1
OG0004989	scaffold2.g7522.t1	PRW33989.1
OG0004990	scaffold2.g7523.t1	PRW33759.1
OG0004991	scaffold2.g7525.t1	PRW33892.1
OG0004992	scaffold2.g7526.t1	PRW33951.1
OG0004993	scaffold2.g7527.t1	PRW33995.1
OG0004994	scaffold2.g7528.t1	PRW45012.1
OG0004995	scaffold2.g7529.t1	PRW33784.1
OG0004996	scaffold2.g7532.t1	PRW34103.1
OG0004997	scaffold2.g7535.t1	PRW33861.1
OG0004998	scaffold28.g7539.t1	PRW60951.1
OG0004999	scaffold28.g7546.t1	PRW44935.1
OG0005000	scaffold28.g7547.t1	PRW45252.1
OG0005001	scaffold28.g7550.t1, scaffold28.g7551.t1	PRW45207.1
OG0005002	scaffold28.g7552.t1	PRW59617.1
OG0005003	scaffold28.g7556.t1	PRW44875.1
OG0005004	scaffold28.g7557.t1	PRW45245.1
OG0005005	scaffold28.g7558.t1	PRW44984.1
OG0005006	scaffold28.g7562.t1	PRW45127.1
OG0005007	scaffold28.g7565.t1	PRW45239.1
OG0005008	scaffold28.g7568.t1	PRW45070.1
OG0005009	scaffold28.g7574.t1	PRW44926.1
OG0005010	scaffold28.g7577.t1	PRW45208.1
OG0005011	scaffold28.g7579.t1	PRW44878.1
OG0005012	scaffold28.g7587.t1	PRW45005.1
OG0005013	scaffold28.g7588.t1	PRW44968.1
OG0005014	scaffold28.g7589.t1	PRW45240.1
OG0005015	scaffold28.g7594.t1	PRW45247.1
OG0005016	scaffold28.g7596.t1	PRW44944.1
OG0005017	scaffold28.g7597.t1	PRW45228.1
OG0005018	scaffold28.g7598.t1	PRW45202.1
OG0005019	scaffold28.g7599.t1	PRW44950.1
OG0005020	scaffold28.g7600.t1	PRW44849.1
OG0005021	scaffold28.g7601.t1	PRW44872.1
OG0005022	scaffold20.g7603.t1	PRW57419.1
OG0005023	scaffold20.g7609.t1	PRW57452.1
OG0005024	scaffold20.g7612.t1	PRW57144.1
OG0005025	scaffold20.g7614.t1	PRW57333.1
OG0005026	scaffold20.g7617.t1	PRW57390.1
OG0005027	scaffold20.g7618.t1	PRW57500.1
OG0005028	scaffold20.g7621.t1	PRW57511.1
OG0005029	scaffold20.g7622.t1	PRW56981.1
OG0005030	scaffold20.g7623.t1	PRW57159.1
OG0005031	scaffold20.g7626.t1	PRW57435.1
OG0005032	scaffold20.g7627.t1	PRW56947.1
OG0005033	scaffold20.g7630.t1	PRW57243.1
OG0005034	scaffold20.g7632.t1	PRW57212.1
OG0005036	scaffold20.g7636.t1	PRW56951.1
OG0005037	scaffold20.g7637.t1	PRW56955.1
OG0005038	scaffold20.g7640.t1	PRW57003.1
OG0005039	scaffold20.g7642.t1	PRW57518.1
OG0005040	scaffold20.g7644.t1	PRW57284.1
OG0005041	scaffold20.g7645.t1	PRW57427.1
OG0005042	scaffold20.g7647.t1	PRW57124.1
OG0005043	scaffold20.g7649.t1	PRW57399.1
OG0005044	scaffold20.g7660.t1	PRW56959.1
OG0005045	scaffold20.g7666.t1	PRW57404.1
OG0005046	scaffold20.g7669.t1	PRW57440.1
OG0005047	scaffold20.g7671.t1	PRW33170.1
OG0005048	scaffold20.g7673.t1	PRW58211.1
OG0005049	scaffold20.g7675.t1	PRW57071.1
OG0005050	scaffold20.g7677.t1	PRW57095.1
OG0005051	scaffold20.g7682.t1	PRW57449.1
OG0005052	scaffold20.g7683.t1	PRW57431.1
OG0005053	scaffold20.g7684.t1	PRW57094.1
OG0005054	scaffold20.g7686.t1	PRW57328.1
OG0005055	scaffold20.g7687.t1	PRW57072.1
OG0005056	scaffold20.g7688.t1	PRW57008.1
OG0005057	scaffold20.g7690.t1	PRW61578.1
OG0005058	scaffold20.g7691.t1	PRW57514.1
OG0005059	scaffold20.g7692.t1	PRW56974.1
OG0005060	scaffold20.g7693.t1	PRW57121.1
OG0005061	scaffold20.g7701.t1	PRW56900.1
OG0005062	scaffold20.g7702.t1	PRW57041.1
OG0005063	scaffold20.g7703.t1	PRW57141.1
OG0005064	scaffold20.g7705.t1	PRW57531.1
OG0005065	scaffold20.g7706.t1	PRW56941.1
OG0005067	scaffold20.g7709.t1	PRW44405.1
OG0005068	scaffold20.g7712.t1	PRW57355.1
OG0005069	scaffold20.g7713.t1	PRW57251.1
OG0005070	scaffold20.g7715.t1	PRW57111.1
OG0005071	scaffold20.g7716.t1	PRW57467.1
OG0005072	scaffold20.g7718.t1	PRW57170.1
OG0005073	scaffold20.g7719.t1	PRW57368.1
OG0005074	scaffold20.g7720.t1	PRW57461.1
OG0005075	scaffold20.g7723.t1	PRW57034.1
OG0005076	scaffold20.g7727.t1	PRW57208.1
OG0005077	scaffold20.g7728.t1	PRW57474.1
OG0005078	scaffold20.g7729.t1	PRW57313.1
OG0005079	scaffold20.g7730.t1	PRW61412.1
OG0005080	scaffold20.g7737.t1	PRW57075.1
OG0005081	scaffold20.g7741.t1	PRW57406.1
OG0005082	scaffold20.g7745.t1	PRW57494.1
OG0005083	scaffold20.g7746.t1	PRW57252.1
OG0005084	scaffold20.g7750.t1	PRW56993.1
OG0005085	scaffold20.g7752.t1	PRW57088.1
OG0005087	scaffold20.g7761.t1	PRW57155.1
OG0005088	scaffold20.g7762.t1	PRW57182.1
OG0005089	scaffold20.g7764.t1	PRW57127.1, PRW56994.1
OG0005090	scaffold20.g7768.t1	PRW57401.1
OG0005091	scaffold20.g7773.t1	PRW57018.1
OG0005092	scaffold20.g7779.t1	PRW59301.1
OG0005093	scaffold20.g7781.t1	PRW20814.1
OG0005094	scaffold20.g7785.t1	PRW20947.1
OG0005095	scaffold20.g7787.t1	PRW57118.1
OG0005096	scaffold20.g7789.t1	PRW57340.1
OG0005097	scaffold20.g7790.t1	PRW56999.1
OG0005098	scaffold20.g7792.t1	PRW57402.1
OG0005099	scaffold20.g7794.t1	PRW57197.1
OG0005100	scaffold20.g7797.t1	PRW57086.1
OG0005101	scaffold20.g7798.t1	PRW57377.1
OG0005102	scaffold20.g7799.t1	PRW57228.1
OG0005103	scaffold20.g7801.t1	PRW20785.1
OG0005104	scaffold20.g7802.t1	PRW57084.1
OG0005105	scaffold20.g7803.t1	PRW56940.1
OG0005106	scaffold20.g7805.t1	PRW20898.1
OG0005107	scaffold20.g7806.t1	PRW20867.1
OG0005108	scaffold20.g7807.t1	PRW57395.1
OG0005109	scaffold20.g7811.t1	PRW20953.1
OG0005110	scaffold20.g7812.t1	PRW57164.1
OG0005111	scaffold20.g7813.t1	PRW20800.1
OG0005112	scaffold20.g7814.t1	PRW57286.1
OG0005113	scaffold20.g7815.t1	PRW20787.1
OG0005114	scaffold20.g7818.t1	PRW20801.1
OG0005115	scaffold20.g7820.t1	PRW60328.1
OG0005116	scaffold20.g7821.t1	PRW57487.1
OG0005117	scaffold20.g7823.t1	PRW44438.1
OG0005118	scaffold20.g7826.t1	PRW20781.1
OG0005119	scaffold20.g7828.t1	PRW20911.1
OG0005120	scaffold20.g7831.t1	PRW57131.1
OG0005121	scaffold20.g7832.t1	PRW56928.1
OG0005122	scaffold20.g7833.t1	PRW57098.1
OG0005123	scaffold20.g7837.t1	PRW57236.1
OG0005124	scaffold20.g7838.t1	PRW57433.1, PRW57432.1
OG0005125	scaffold20.g7842.t1	PRW56897.1
OG0005126	scaffold20.g7843.t1	PRW57257.1
OG0005127	scaffold20.g7848.t1	PRW57033.1
OG0005128	scaffold20.g7849.t1	PRW20869.1
OG0005129	scaffold20.g7855.t1	PRW57218.1
OG0005130	scaffold20.g7857.t1	PRW20876.1
OG0005131	scaffold20.g7859.t1	PRW20834.1
OG0005132	scaffold20.g7861.t1	PRW57128.1
OG0005133	scaffold20.g7866.t1	PRW20890.1
OG0005134	scaffold20.g7868.t1	PRW20951.1
OG0005135	scaffold20.g7872.t1	PRW56980.1
OG0005136	scaffold20.g7873.t1	PRW57044.1
OG0005137	scaffold20.g7878.t1	PRW57238.1
OG0005138	scaffold20.g7879.t1	PRW57102.1
OG0005139	scaffold20.g7881.t1	PRW57074.1
OG0005140	scaffold20.g7883.t1	PRW57114.1
OG0005141	scaffold20.g7885.t1	PRW57519.1
OG0005142	scaffold20.g7887.t1	PRW57185.1
OG0005143	scaffold20.g7888.t1	PRW57486.1
OG0005144	scaffold20.g7889.t1	PRW57043.1
OG0005145	scaffold20.g7891.t1	PRW57523.1
OG0005146	scaffold20.g7892.t1	PRW57137.1
OG0005147	scaffold20.g7896.t1	PRW57070.1
OG0005148	scaffold20.g7898.t1	PRW57247.1
OG0005149	scaffold20.g7899.t1	PRW57244.1
OG0005150	scaffold12.g7901.t1	PRW57697.1
OG0005151	scaffold12.g7902.t1	PRW57622.1
OG0005152	scaffold12.g7905.t1	PRW57630.1
OG0005153	scaffold12.g7907.t1	PRW57962.1
OG0005154	scaffold12.g7911.t1	PRW57634.1
OG0005155	scaffold12.g7913.t1	PRW57959.1
OG0005156	scaffold12.g7916.t1	PRW57968.1
OG0005157	scaffold12.g7921.t1	PRW57810.1
OG0005158	scaffold12.g7922.t1	PRW57641.1
OG0005159	scaffold12.g7923.t1	PRW57580.1
OG0005160	scaffold12.g7929.t1	PRW58063.1
OG0005161	scaffold12.g7932.t1	PRW57564.1
OG0005162	scaffold12.g7933.t1	PRW57900.1
OG0005163	scaffold12.g7935.t1	PRW57658.1
OG0005164	scaffold12.g7943.t1	PRW58039.1
OG0005165	scaffold12.g7944.t1	PRW58010.1
OG0005166	scaffold12.g7948.t1	PRW57636.1
OG0005167	scaffold12.g7949.t1	PRW57938.1
OG0005168	scaffold12.g7952.t1	PRW58017.1
OG0005169	scaffold12.g7959.t1	PRW57738.1
OG0005170	scaffold12.g7960.t1	PRW57644.1
OG0005171	scaffold12.g7962.t1	PRW57617.1
OG0005172	scaffold12.g7966.t1	PRW57569.1
OG0005173	scaffold12.g7967.t1	PRW57851.1
OG0005174	scaffold12.g7971.t1	PRW57832.1
OG0005175	scaffold12.g7974.t1	PRW57884.1
OG0005176	scaffold12.g7975.t1	PRW57618.1
OG0005177	scaffold12.g7978.t1	PRW57812.1
OG0005178	scaffold12.g7979.t1	PRW57937.1
OG0005179	scaffold12.g7980.t1	PRW58057.1
OG0005180	scaffold12.g7985.t1	PRW57666.1
OG0005181	scaffold12.g7987.t1	PRW57750.1
OG0005182	scaffold12.g7988.t1	PRW61602.1
OG0005183	scaffold12.g7989.t1	PRW58036.1
OG0005184	scaffold12.g7990.t1	PRW57804.1
OG0005185	scaffold12.g7993.t1	PRW57736.1
OG0005186	scaffold12.g7995.t1	PRW58003.1
OG0005187	scaffold12.g7998.t1	PRW57885.1
OG0005188	scaffold12.g7999.t1	PRW57560.1
OG0005189	scaffold12.g8003.t1	PRW33858.1
OG0005190	scaffold12.g8007.t1	PRW57794.1
OG0005191	scaffold12.g8008.t1	PRW33894.1
OG0005192	scaffold12.g8009.t1	PRW34066.1
OG0005193	scaffold12.g8011.t1	PRW58018.1
OG0005194	scaffold12.g8014.t1	PRW57572.1
OG0005195	scaffold12.g8019.t1	PRW58014.1
OG0005196	scaffold12.g8021.t1	PRW58045.1
OG0005197	scaffold12.g8025.t1	PRW57903.1
OG0005198	scaffold12.g8026.t1	PRW57597.1
OG0005199	scaffold12.g8038.t1	PRW57615.1
OG0005200	scaffold12.g8039.t1	PRW58028.1
OG0005201	scaffold12.g8040.t1	PRW57722.1
OG0005202	scaffold12.g8043.t1	PRW57657.1
OG0005203	scaffold12.g8044.t1	PRW57807.1
OG0005204	scaffold12.g8046.t1	PRW57862.1
OG0005205	scaffold12.g8048.t1	PRW57687.1
OG0005206	scaffold12.g8049.t1	PRW57581.1
OG0005207	scaffold12.g8050.t1	PRW57837.1
OG0005208	scaffold12.g8051.t1	PRW57638.1
OG0005209	scaffold12.g8052.t1	PRW57995.1
OG0005210	scaffold12.g8053.t1	PRW57584.1
OG0005211	scaffold12.g8054.t1	PRW57710.1
OG0005212	scaffold12.g8056.t1	PRW57904.1
OG0005213	scaffold12.g8058.t1	PRW57918.1
OG0005214	scaffold12.g8059.t1	PRW58051.1
OG0005215	scaffold12.g8060.t1	PRW57665.1
OG0005216	scaffold12.g8061.t1	PRW57681.1
OG0005217	scaffold12.g8062.t1	PRW57552.1
OG0005218	scaffold12.g8068.t1	PRW57751.1
OG0005219	scaffold12.g8072.t1	PRW57645.1
OG0005220	scaffold12.g8077.t1	PRW44519.1
OG0005221	scaffold12.g8081.t1	PRW32963.1
OG0005222	scaffold12.g8082.t1	PRW34096.1
OG0005223	scaffold12.g8084.t1	PRW33795.1
OG0005224	scaffold12.g8087.t1	PRW34045.1
OG0005225	scaffold12.g8089.t1	PRW33825.1
OG0005226	scaffold12.g8091.t1	PRW33917.1
OG0005227	scaffold12.g8095.t1	PRW33888.1
OG0005228	scaffold12.g8096.t1	PRW33766.1
OG0005229	scaffold12.g8098.t1	PRW34007.1
OG0005230	scaffold12.g8101.t1	PRW33855.1
OG0005231	scaffold12.g8106.t1	PRW33794.1
OG0005232	scaffold12.g8109.t1	PRW34033.1
OG0005233	scaffold12.g8110.t1	PRW34041.1
OG0005234	scaffold12.g8113.t1	PRW05759.1
OG0005235	scaffold12.g8115.t1	PRW33847.1
OG0005236	scaffold12.g8116.t1	PRW33927.1
OG0005237	scaffold12.g8117.t1	PRW33798.1
OG0005238	scaffold12.g8126.t1	PRW33941.1
OG0005239	scaffold12.g8128.t1	PRW34012.1
OG0005240	scaffold12.g8130.t1	PRW33871.1
OG0005241	scaffold12.g8134.t1	PRW58019.1
OG0005242	scaffold12.g8135.t1	PRW33824.1
OG0005243	scaffold12.g8136.t1	PRW56069.1
OG0005244	scaffold12.g8138.t1	PRW33773.1
OG0005245	scaffold12.g8141.t1	PRW57762.1
OG0005246	scaffold12.g8143.t1	PRW33899.1
OG0005247	scaffold12.g8144.t1	PRW57798.1
OG0005248	scaffold12.g8145.t1	PRW57997.1
OG0005249	scaffold12.g8148.t1	PRW33822.1
OG0005250	scaffold12.g8149.t1	PRW33920.1
OG0005251	scaffold12.g8150.t1	PRW33823.1
OG0005252	scaffold12.g8159.t1	PRW61527.1
OG0005253	scaffold12.g8160.t1	PRW61046.1
OG0005254	scaffold12.g8162.t1	PRW59868.1
OG0005255	scaffold12.g8165.t1	PRW61196.1
OG0005256	scaffold12.g8168.t1	PRW61084.1
OG0005257	scaffold12.g8169.t1	PRW61530.1
OG0005258	scaffold12.g8170.t1	PRW61453.1
OG0005259	scaffold12.g8172.t1	PRW58111.1
OG0005260	scaffold12.g8176.t1	PRW58637.1
OG0005261	scaffold12.g8178.t1	PRW61441.1
OG0005262	scaffold12.g8179.t1	PRW61230.1
OG0005263	scaffold12.g8180.t1	PRW61166.1
OG0005264	scaffold12.g8182.t1	PRW61256.1
OG0005265	scaffold12.g8185.t1	PRW61012.1
OG0005266	scaffold12.g8190.t1	PRW20420.1
OG0005267	scaffold12.g8191.t1	PRW20400.1
OG0005268	scaffold12.g8200.t1	PRW20707.1
OG0005269	scaffold12.g8202.t1	PRW20433.1
OG0005270	scaffold12.g8205.t1	PRW60978.1
OG0005271	scaffold12.g8206.t1	PRW61605.1
OG0005272	scaffold12.g8207.t1	PRW20391.1
OG0005273	scaffold12.g8208.t1	PRW20419.1
OG0005274	scaffold12.g8211.t1	PRW20367.1
OG0005276	scaffold12.g8218.t1	PRW20338.1
OG0005277	scaffold12.g8227.t1	PRW45449.1
OG0005278	scaffold12.g8229.t1	PRW20323.1
OG0005279	scaffold12.g8230.t1	PRW20371.1
OG0005280	scaffold12.g8232.t1	PRW20417.1
OG0005281	scaffold12.g8237.t1	PRW39195.1, PRW61559.1
OG0005282	scaffold12.g8244.t1	PRW20421.1
OG0005283	scaffold12.g8251.t1	PRW20427.1
OG0005284	scaffold12.g8253.t1	PRW20333.1
OG0005285	scaffold12.g8262.t1	PRW20347.1
OG0005286	scaffold12.g8266.t1	PRW59024.1
OG0005287	scaffold12.g8268.t1	PRW20330.1
OG0005288	scaffold12.g8269.t1	PRW20318.1
OG0005289	scaffold12.g8279.t1	PRW20336.1
OG0005290	scaffold12.g8280.t1	PRW20359.1
OG0005291	scaffold12.g8281.t1	PRW20378.1
OG0005292	scaffold12.g8287.t1	PRW20390.1
OG0005293	scaffold12.g8290.t1	PRW20350.1
OG0005294	scaffold12.g8291.t1	PRW20348.1
OG0005295	scaffold12.g8292.t1	PRW20426.1
OG0005296	scaffold12.g8294.t1	PRW20352.1
OG0005531	scaffold16.g2.t1	PRW45692.1
OG0005532	scaffold16.g12.t1	PRW45566.1
OG0005533	scaffold16.g13.t1	PRW45390.1
OG0005534	scaffold16.g24.t1	PRW45491.1
OG0005536	scaffold16.g43.t1, scaffold2.g7508.t1	PRW57205.1
OG0005537	scaffold16.g49.t1	PRW45617.1
OG0005539	scaffold16.g57.t1	PRW33548.1
OG0005540	scaffold16.g59.t1	PRW33723.1
OG0005542	scaffold16.g80.t1	PRW33633.1
