Orthogroup	a99_genome_proteins	c_variabilis_genome_proteins
OG0004573	scaffold3.g6408.t1	XP_005846481.1
OG0004574	scaffold3.g6410.t1	XP_005846305.1
OG0004575	scaffold3.g6412.t1	XP_005846478.1
OG0004576	scaffold3.g6419.t1	XP_005846301.1
OG0004577	scaffold3.g6423.t1	XP_005846417.1
OG0004578	scaffold3.g6426.t1	XP_005846237.1
OG0004579	scaffold3.g6427.t1	XP_005846414.1
OG0004580	scaffold3.g6429.t1	XP_005846300.1
OG0004581	scaffold3.g6430.t1	XP_005846409.1
OG0004582	scaffold3.g6431.t1	XP_005846229.1
OG0004583	scaffold3.g6433.t1	XP_005846413.1
OG0004584	scaffold3.g6434.t1	XP_005846233.1
OG0004585	scaffold3.g6435.t1	XP_005846412.1
OG0004586	scaffold3.g6436.t1	XP_005846232.1
OG0004587	scaffold3.g6437.t1	XP_005846411.1
OG0004588	scaffold3.g6438.t1	XP_005846231.1
OG0004589	scaffold3.g6439.t1	XP_005846410.1
OG0004590	scaffold3.g6440.t1	XP_005846230.1
OG0004591	scaffold3.g6445.t1	XP_005846405.1
OG0004592	scaffold3.g6446.t1	XP_005846226.1
OG0004593	scaffold3.g6449.t1	XP_005842807.1
OG0004594	scaffold3.g6450.t1	XP_005845375.1
OG0004595	scaffold3.g6451.t1	XP_005845511.1
OG0004596	scaffold3.g6452.t1	XP_005842806.1
OG0004597	scaffold3.g6455.t1	XP_005842811.1
OG0004598	scaffold3.g6456.t1	XP_005842802.1
OG0004599	scaffold3.g6458.t1	XP_005845326.1
OG0004600	scaffold3.g6459.t1	XP_005845325.1
OG0004601	scaffold3.g6460.t1	XP_005845458.1
OG0004602	scaffold3.g6461.t1	XP_005845323.1
OG0004603	scaffold3.g6464.t1	XP_005845457.1
OG0004604	scaffold3.g6465.t1	XP_005845319.1
OG0004605	scaffold3.g6466.t1	XP_005845455.1
OG0004606	scaffold3.g6467.t1	XP_005845318.1
OG0004607	scaffold3.g6468.t1	XP_005845454.1
OG0004608	scaffold3.g6469.t1	XP_005845317.1
OG0004609	scaffold3.g6477.t1	XP_005845315.1
OG0004610	scaffold3.g6479.t1	XP_005845374.1
OG0004611	scaffold12.g8167.t1	XP_005843116.1
OG0004611	scaffold3.g6480.t1	XP_005845509.1
OG0004612	scaffold3.g6481.t1	XP_005845508.1
OG0004613	scaffold3.g6482.t1	XP_005845373.1
OG0004614	scaffold3.g6484.t1	XP_005845507.1
OG0004615	scaffold3.g6485.t1	XP_005845371.1
OG0004616	scaffold3.g6487.t1	XP_005845370.1
OG0004617	scaffold3.g6488.t1	XP_005845505.1
OG0004618	scaffold3.g6495.t1	XP_005845341.1
OG0004619	scaffold3.g6497.t1	XP_005845340.1
OG0004620	scaffold3.g6501.t1	XP_005845336.1
OG0004621	scaffold3.g6503.t1	XP_005845471.1
OG0004622	scaffold3.g6504.t1	XP_005845470.1
OG0004623	scaffold3.g6505.t1	XP_005845473.1
OG0004624	scaffold3.g6512.t1	XP_005845330.1
OG0004625	scaffold3.g6515.t1	XP_005845464.1
OG0004626	scaffold3.g6518.t1	XP_005842819.1
OG0004627	scaffold3.g6519.t1	XP_005842820.1
OG0004629	scaffold3.g6522.t1	XP_005842834.1
OG0004630	scaffold3.g6524.t1	XP_005845364.1
OG0004631	scaffold3.g6525.t1	XP_005845498.1
OG0004632	scaffold3.g6526.t1	XP_005845363.1
OG0004633	scaffold3.g6527.t1	XP_005842836.1
OG0004634	scaffold3.g6528.t1	XP_005842823.1
OG0004635	scaffold3.g6529.t1	XP_005842835.1
OG0004636	scaffold3.g6531.t1	XP_005845349.1
OG0004637	scaffold3.g6532.t1	XP_005845484.1
OG0004638	scaffold3.g6533.t1	XP_005847558.1
OG0004639	scaffold3.g6535.t1	XP_005845483.1
OG0004640	scaffold3.g6536.t1	XP_005845345.1
OG0004641	scaffold3.g6539.t1	XP_005845478.1
OG0004642	scaffold3.g6540.t1	XP_005845343.1
OG0004643	scaffold3.g6541.t1	XP_005845477.1
OG0004644	scaffold3.g6544.t1, scaffold3.g6543.t1	XP_005844610.1
OG0004645	scaffold3.g6545.t1	XP_005845350.1
OG0004646	scaffold3.g6546.t1	XP_005845353.1
OG0004647	scaffold3.g6549.t1	XP_005845491.1
OG0004648	scaffold3.g6550.t1	XP_005845359.1
OG0004649	scaffold3.g6551.t1	XP_005845492.1
OG0004650	scaffold3.g6552.t1	XP_005845360.1
OG0004651	scaffold3.g6562.t1	XP_005845488.1
OG0004652	scaffold3.g6568.t1	XP_005845500.1
OG0004653	scaffold3.g6569.t1	XP_005845365.1
OG0004654	scaffold3.g6570.t1	XP_005845367.1
OG0004655	scaffold3.g6581.t1	XP_005846220.1
OG0004656	scaffold3.g6586.t1	XP_005846221.1
OG0004657	scaffold3.g6588.t1	XP_005845999.1
OG0004658	scaffold3.g6591.t1	XP_005845328.1
OG0004659	scaffold3.g6592.t1	XP_005845463.1
OG0004660	scaffold3.g6594.t1	XP_005842830.1
OG0004661	scaffold3.g6596.t1	XP_005842809.1
OG0004662	scaffold3.g6597.t1	XP_005842826.1
OG0004663	scaffold3.g6598.t1	XP_005842814.1
OG0004664	scaffold3.g6599.t1	XP_005842828.1
OG0004665	scaffold3.g6603.t1	XP_005845448.1
OG0004666	scaffold3.g6606.t1	XP_005845431.1
OG0004667	scaffold3.g6607.t1	XP_005845311.1
OG0004668	scaffold3.g6613.t1	XP_005845435.1
OG0004669	scaffold3.g6618.t1	XP_005842983.1
OG0004670	scaffold3.g6622.t1	XP_005845302.1
OG0004671	scaffold3.g6624.t1	XP_005842993.1
OG0004672	scaffold3.g6625.t1	XP_005843021.1
OG0004673	scaffold3.g6628.t1	XP_005842992.1
OG0004674	scaffold3.g6629.t1	XP_005845425.1
OG0004675	scaffold3.g6630.t1	XP_005845301.1
OG0004677	scaffold3.g6634.t1	XP_005845428.1
OG0004678	scaffold3.g6638.t1	XP_005843019.1
OG0004679	scaffold3.g6643.t1	XP_005847221.1
OG0004680	scaffold3.g6645.t1	XP_005845290.1
OG0004681	scaffold3.g6648.t1	XP_005845406.1
OG0004682	scaffold3.g6650.t1	XP_005845272.1
OG0004683	scaffold3.g6651.t1	XP_005845405.1
OG0004684	scaffold3.g6653.t1	XP_005845270.1
OG0004685	scaffold3.g6656.t1	XP_005845293.1
OG0004686	scaffold3.g6658.t1	XP_005845268.1
OG0004687	scaffold3.g6659.t1	XP_005845297.1
OG0004688	scaffold3.g6661.t1	XP_005845299.1
OG0004689	scaffold3.g6664.t1	XP_005847862.1
OG0004690	scaffold3.g6666.t1	XP_005845399.1
OG0004691	scaffold3.g6669.t1	XP_005845275.1
OG0004692	scaffold3.g6670.t1	XP_005845408.1
OG0004693	scaffold3.g6671.t1	XP_005845276.1
OG0004694	scaffold3.g6672.t1	XP_005845409.1
OG0004695	scaffold3.g6673.t1	XP_005845410.1
OG0004696	scaffold3.g6674.t1	XP_005845411.1
OG0004697	scaffold3.g6677.t1	XP_005845281.1
OG0004698	scaffold3.g6680.t1	XP_005845285.1
OG0004699	scaffold3.g6684.t1	XP_005845287.1
OG0004700	scaffold3.g6686.t1	XP_005845419.1
OG0004701	scaffold3.g6687.t1	XP_005845288.1
OG0004702	scaffold3.g6690.t1	XP_005845401.1
OG0004703	scaffold3.g6698.t1	XP_005845264.1
OG0004704	scaffold3.g6699.t1	XP_005845263.1
OG0004705	scaffold3.g6700.t1	XP_005845395.1
OG0004706	scaffold3.g6702.t1	XP_005843586.1
OG0004707	scaffold3.g6704.t1	XP_005846882.1
OG0004708	scaffold3.g6709.t1	XP_005845262.1
OG0004709	scaffold3.g6710.t1	XP_005845261.1
OG0004710	scaffold3.g6711.t1	XP_005845392.1
OG0004711	scaffold3.g6712.t1	XP_005845283.1
OG0004713	scaffold3.g6716.t1	XP_005845256.1
OG0004714	scaffold3.g6717.t1	XP_005845257.1
OG0004715	scaffold3.g6718.t1	XP_005845243.1
OG0004716	scaffold3.g6719.t1	XP_005845377.1
OG0004717	scaffold3.g6720.t1	XP_005845386.1
OG0004718	scaffold3.g6723.t1	XP_005845378.1
OG0004719	scaffold3.g6724.t1	XP_005845242.1
OG0004720	scaffold3.g6728.t1	XP_005845388.1
OG0004721	scaffold3.g6733.t1	XP_005845258.1
OG0004722	scaffold3.g6739.t1	XP_005843031.1
OG0004723	scaffold3.g6740.t1	XP_005843002.1
OG0004724	scaffold3.g6742.t1	XP_005842996.1
OG0004725	scaffold3.g6746.t1	XP_005843022.1
OG0004726	scaffold3.g6748.t1	XP_005842998.1
OG0004727	scaffold3.g6749.t1	XP_005843027.1
OG0004728	scaffold3.g6750.t1	XP_005843026.1
OG0004729	scaffold3.g6754.t1	XP_005845383.1
OG0004730	scaffold3.g6755.t1	XP_005845384.1
OG0004731	scaffold3.g6757.t1	XP_005843029.1
OG0004732	scaffold3.g6758.t1	XP_005843030.1
OG0004733	scaffold3.g6760.t1	XP_005843032.1
OG0004734	scaffold3.g6761.t1	XP_005843003.1
OG0004735	scaffold3.g6763.t1	XP_005843028.1
OG0004736	scaffold3.g6764.t1	XP_005843009.1
OG0004737	scaffold3.g6770.t1	XP_005843007.1
OG0004738	scaffold3.g6771.t1	XP_005843634.1
OG0004739	scaffold2.g6773.t1	XP_005844405.1
OG0004740	scaffold2.g6779.t1	XP_005844309.1
OG0004741	scaffold2.g6780.t1	XP_005844394.1
OG0004743	scaffold2.g6783.t1	XP_005843504.1
OG0004744	scaffold2.g6785.t1	XP_005844268.1
OG0004745	scaffold2.g6786.t1	XP_005844314.1
OG0004746	scaffold2.g6793.t1	XP_005844190.1
OG0004747	scaffold2.g6797.t1	XP_005844279.1
OG0004748	scaffold2.g6799.t1	XP_005848894.1
OG0004749	scaffold2.g6801.t1	XP_005843596.1
OG0004750	scaffold2.g6802.t1	XP_005843547.1
OG0004751	scaffold2.g6804.t1	XP_005844284.1
OG0004752	scaffold2.g6806.t1	XP_005844330.1
OG0004753	scaffold2.g6809.t1	XP_005843602.1
OG0004754	scaffold2.g6810.t1	XP_005844337.1
OG0004755	scaffold2.g6819.t1	XP_005844456.1
OG0004756	scaffold2.g6820.t1	XP_005844421.1
OG0004757	scaffold2.g6821.t1	XP_005844336.1
OG0004758	scaffold2.g6824.t1	XP_005844264.1
OG0004759	scaffold2.g6828.t1	XP_005844263.1
OG0004760	scaffold2.g6829.t1	XP_005844262.1
OG0004761	scaffold2.g6835.t1	XP_005844192.1
OG0004762	scaffold2.g6839.t1	XP_005844274.1
OG0004763	scaffold2.g6840.t1	XP_005843532.1
OG0004764	scaffold2.g6842.t1	XP_005847255.1
OG0004765	scaffold2.g6846.t1	XP_005847395.1
OG0004766	scaffold2.g6847.t1	XP_005847249.1
OG0004767	scaffold2.g6848.t1	XP_005844218.1
OG0004768	scaffold2.g6851.t1	XP_005847253.1
OG0004769	scaffold2.g6852.t1	XP_005847039.1
OG0004770	scaffold2.g6854.t1	XP_005847397.1
OG0004771	scaffold2.g6855.t1	XP_005847035.1
OG0004772	scaffold2.g6856.t1	XP_005846864.1
OG0004773	scaffold2.g6859.t1	XP_005845087.1
OG0004774	scaffold2.g6861.t1	XP_005846900.1
OG0004775	scaffold2.g6863.t1	XP_005844196.1
OG0004776	scaffold2.g6865.t1	XP_005847264.1
OG0004777	scaffold2.g6866.t1	XP_005844290.1
OG0004778	scaffold2.g6871.t1	XP_005843556.1
OG0004779	scaffold2.g6873.t1	XP_005847241.1
OG0004780	scaffold2.g6874.t1	XP_005842861.1
OG0004781	scaffold2.g6875.t1	XP_005842843.1
OG0004782	scaffold2.g6876.t1	XP_005846978.1
OG0004783	scaffold2.g6877.t1	XP_005842858.1
OG0004784	scaffold2.g6878.t1	XP_005842852.1
OG0004785	scaffold2.g6880.t1	XP_005842856.1
OG0004786	scaffold2.g6881.t1	XP_005842840.1
OG0004787	scaffold2.g6884.t1	XP_005842850.1
OG0004788	scaffold2.g6885.t1	XP_005842838.1
OG0004789	scaffold2.g6891.t1	XP_005850175.1
OG0004790	scaffold2.g6893.t1	XP_005842860.1
OG0004791	scaffold2.g6895.t1	XP_005842863.1
OG0004792	scaffold2.g6909.t1	XP_005848100.1
OG0004793	scaffold2.g6914.t1	XP_005845548.1
OG0004794	scaffold2.g6916.t1	XP_005845550.1
OG0004795	scaffold2.g6920.t1	XP_005845206.1
OG0004796	scaffold2.g6925.t1	XP_005845662.1
OG0004797	scaffold2.g6929.t1	XP_005851452.1
OG0004798	scaffold2.g6930.t1	XP_005845667.1
OG0004799	scaffold2.g6931.t1	XP_005845558.1
OG0004800	scaffold2.g6933.t1	XP_005845659.1
OG0004801	scaffold2.g6934.t1	XP_005845669.1
OG0004802	scaffold2.g6935.t1	XP_005845562.1
OG0004803	scaffold2.g6936.t1	XP_005845668.1
OG0004804	scaffold2.g6942.t1	XP_005845570.1
OG0004805	scaffold2.g6944.t1	XP_005845609.1
OG0004806	scaffold2.g6948.t1	XP_005845631.1
OG0004807	scaffold2.g6951.t1	XP_005847324.1
OG0004808	scaffold2.g6953.t1	XP_005845525.1
OG0004809	scaffold2.g6954.t1	XP_005845633.1
OG0004810	scaffold2.g6956.t1	XP_005845714.1
OG0004811	scaffold2.g6957.t1	XP_005845614.1
OG0004812	scaffold2.g6959.t1	XP_005845608.1
OG0004813	scaffold2.g6970.t1	XP_005846731.1
OG0004814	scaffold2.g6972.t1	XP_005845601.1
OG0004815	scaffold2.g6973.t1	XP_005845826.1, XP_005845825.1
OG0004816	scaffold2.g6974.t1	XP_005845602.1
OG0004817	scaffold2.g6983.t1	XP_005845689.1
OG0004818	scaffold2.g6986.t1	XP_005850260.1
OG0004819	scaffold2.g6987.t1	XP_005845584.1
OG0004820	scaffold2.g6991.t1	XP_005845680.1
OG0004821	scaffold2.g6992.t1	XP_005845583.1
OG0004822	scaffold2.g6999.t1	XP_005845685.1, XP_005844436.1
OG0004823	scaffold2.g7000.t1	XP_005845591.1
OG0004824	scaffold2.g7006.t1	XP_005845572.1
OG0004825	scaffold2.g7008.t1	XP_005845622.1
OG0004826	scaffold2.g7009.t1	XP_005845515.1
OG0004827	scaffold2.g7012.t1	XP_005845528.1
OG0004828	scaffold2.g7022.t1	XP_005851890.1
OG0004829	scaffold2.g7025.t1	XP_005845516.1
OG0004830	scaffold2.g7026.t1	XP_005845623.1
OG0004831	scaffold2.g7029.t1	XP_005850178.1
OG0004832	scaffold2.g7034.t1	XP_005845647.1
OG0004833	scaffold2.g7037.t1	XP_005845694.1
OG0004834	scaffold2.g7042.t1	XP_005845692.1
OG0004835	scaffold2.g7045.t1	XP_005845600.1
OG0004836	scaffold2.g7049.t1	XP_005846015.1
OG0004837	scaffold2.g7051.t1	XP_005845646.1
OG0004838	scaffold2.g7052.t1	XP_005845594.1
OG0004839	scaffold2.g7054.t1	XP_005851208.1
OG0004840	scaffold2.g7057.t1	XP_005845513.1
OG0004842	scaffold2.g7060.t1	XP_005843215.1
OG0004843	scaffold2.g7063.t1	XP_005843189.1, XP_005843188.1
OG0004844	scaffold2.g7070.t1	XP_005848862.1
OG0004845	scaffold2.g7072.t1	XP_005848863.1
OG0004846	scaffold2.g7073.t1	XP_005851213.1
OG0004847	scaffold2.g7075.t1	XP_005848856.1
OG0004848	scaffold2.g7083.t1	XP_005843187.1
OG0004849	scaffold2.g7084.t1	XP_005843182.1
OG0004850	scaffold2.g7085.t1	XP_005843210.1
OG0004851	scaffold2.g7088.t1	XP_005849318.1
OG0004852	scaffold2.g7096.t1	XP_005848620.1
OG0004853	scaffold2.g7099.t1	XP_005848824.1
OG0004854	scaffold2.g7102.t1	XP_005848628.1
OG0004855	scaffold2.g7104.t1	XP_005848629.1
OG0004856	scaffold2.g7108.t1	XP_005848659.1
OG0004857	scaffold2.g7113.t1	XP_005848822.1
OG0004858	scaffold2.g7119.t1	XP_005848828.1
OG0004859	scaffold2.g7138.t1	XP_005843163.1
OG0004860	scaffold2.g7140.t1	XP_005850422.1
OG0004861	scaffold2.g7142.t1	XP_005848837.1
OG0004862	scaffold2.g7144.t1	XP_005845770.1
OG0004863	scaffold2.g7145.t1	XP_005843200.1
OG0004864	scaffold2.g7146.t1	XP_005848594.1
OG0004865	scaffold2.g7147.t1	XP_005848807.1
OG0004866	scaffold2.g7150.t1	XP_005842933.1
OG0004867	scaffold2.g7151.t1	XP_005842964.1
OG0004868	scaffold2.g7153.t1	XP_005844735.1
OG0004869	scaffold2.g7154.t1	XP_005844801.1
OG0004870	scaffold2.g7156.t1	XP_005844794.1
OG0004871	scaffold2.g7157.t1	XP_005844789.1
OG0004872	scaffold2.g7160.t1	XP_005851374.1
OG0004873	scaffold2.g7164.t1	XP_005844721.1
OG0004874	scaffold2.g7169.t1	XP_005844785.1
OG0004875	scaffold2.g7175.t1	XP_005844716.1
OG0004876	scaffold2.g7179.t1	XP_005844777.1
OG0004877	scaffold2.g7187.t1	XP_005844051.1
OG0004878	scaffold2.g7195.t1	XP_005843402.1
OG0004879	scaffold2.g7196.t1	XP_005843401.1
OG0004880	scaffold2.g7200.t1	XP_005844475.1
OG0004881	scaffold2.g7202.t1	XP_005844818.1
OG0004882	scaffold2.g7210.t1	XP_005844743.1
OG0004883	scaffold2.g7211.t1	XP_005842936.1
OG0004884	scaffold2.g7214.t1	XP_005842937.1
OG0004885	scaffold2.g7221.t1	XP_005843397.1
OG0004886	scaffold2.g7222.t1	XP_005843314.1
OG0004887	scaffold2.g7223.t1	XP_005843371.1
OG0004888	scaffold2.g7225.t1	XP_005843308.1
OG0004889	scaffold2.g7226.t1	XP_005843364.1
OG0004890	scaffold2.g7228.t1	XP_005842940.1
OG0004891	scaffold2.g7229.t1	XP_005842970.1
OG0004892	scaffold2.g7231.t1	XP_005842939.1
OG0004893	scaffold2.g7232.t1	XP_005842969.1
OG0004894	scaffold2.g7239.t1	XP_005845092.1
OG0004895	scaffold2.g7241.t1	XP_005843328.1
OG0004896	scaffold2.g7242.t1	XP_005843388.1
OG0004897	scaffold2.g7243.t1	XP_005843387.1
OG0004898	scaffold2.g7246.t1	XP_005843389.1
OG0004899	scaffold2.g7256.t1	XP_005843380.1
OG0004900	scaffold2.g7257.t1	XP_005843323.1
OG0004901	scaffold2.g7258.t1	XP_005843381.1
OG0004902	scaffold2.g7260.t1	XP_005843325.1
OG0004903	scaffold2.g7262.t1	XP_005843324.1
OG0004904	scaffold2.g7264.t1	XP_005843377.1
OG0004905	scaffold2.g7267.t1	XP_005846913.1
OG0004906	scaffold2.g7269.t1	XP_005843373.1
OG0004907	scaffold2.g7270.t1	XP_005843315.1
OG0004908	scaffold2.g7274.t1	XP_005843378.1
OG0004909	scaffold2.g7277.t1	XP_005843379.1
OG0004910	scaffold2.g7282.t1	XP_005844734.1
OG0004911	scaffold2.g7283.t1	XP_005845081.1
OG0004912	scaffold2.g7284.t1	XP_005845080.1
OG0004913	scaffold2.g7285.t1	XP_005845182.1
OG0004914	scaffold2.g7298.t1	XP_005842962.1
OG0004915	scaffold2.g7303.t1	XP_005843986.1
OG0004916	scaffold2.g7308.t1	XP_005844071.1
OG0004917	scaffold2.g7310.t1	XP_005844068.1
OG0004918	scaffold2.g7313.t1	XP_005844067.1
OG0004919	scaffold2.g7314.t1	XP_005843984.1
OG0004920	scaffold2.g7316.t1	XP_005843983.1
OG0004921	scaffold2.g7317.t1	XP_005843305.1
OG0004922	scaffold2.g7318.t1	XP_005843306.1
OG0004923	scaffold2.g7319.t1	XP_005843362.1
OG0004924	scaffold2.g7321.t1	XP_005843395.1
OG0004925	scaffold2.g7326.t1	XP_005842960.1
OG0004926	scaffold2.g7331.t1	XP_005844059.1
OG0004927	scaffold2.g7336.t1	XP_005842955.1
OG0004929	scaffold2.g7341.t1	XP_005842957.1
OG0004930	scaffold2.g7342.t1	XP_005844131.1
OG0004931	scaffold2.g7349.t1	XP_005842913.1
OG0004932	scaffold2.g7353.t1	XP_005842945.1
OG0004933	scaffold2.g7354.t1	XP_005842944.1
OG0004934	scaffold2.g7355.t1	XP_005847054.1
OG0004935	scaffold2.g7358.t1	XP_005851539.1
OG0004936	scaffold2.g7363.t1	XP_005843992.1
OG0004937	scaffold2.g7364.t1	XP_005844079.1
OG0004938	scaffold2.g7365.t1	XP_005843990.1
OG0004939	scaffold2.g7366.t1	XP_005849984.1
OG0004940	scaffold2.g7370.t1	XP_005843993.1
OG0004941	scaffold2.g7378.t1	XP_005843996.1
OG0004942	scaffold2.g7384.t1	XP_005848281.1
OG0004943	scaffold2.g7386.t1	XP_005848474.1
OG0004944	scaffold2.g7387.t1	XP_005848466.1
OG0004945	scaffold2.g7396.t1	XP_005848495.1
OG0004946	scaffold2.g7399.t1	XP_005848303.1
OG0004947	scaffold2.g7400.t1	XP_005848494.1
OG0004948	scaffold2.g7407.t1	XP_005848299.1
OG0004949	scaffold2.g7408.t1	XP_005848493.1
OG0004950	scaffold2.g7410.t1	XP_005848489.1
OG0004951	scaffold2.g7411.t1	XP_005848463.1
OG0004952	scaffold2.g7412.t1	XP_005848462.1
OG0004953	scaffold2.g7416.t1	XP_005848468.1
OG0004954	scaffold2.g7417.t1	XP_005848267.1
OG0004955	scaffold2.g7419.t1	XP_005848263.1
OG0004956	scaffold2.g7421.t1	XP_005848307.1
OG0004957	scaffold2.g7426.t1	XP_005848376.1
OG0004958	scaffold2.g7429.t1	XP_005848564.1
OG0004959	scaffold2.g7436.t1	XP_005848310.1
OG0004960	scaffold2.g7437.t1	XP_005848562.1
OG0004961	scaffold2.g7438.t1	XP_005848370.1
OG0004962	scaffold2.g7443.t1	XP_005848571.1
OG0004963	scaffold2.g7449.t1	XP_005851635.1
OG0004964	scaffold2.g7453.t1	XP_005852155.1
OG0004965	scaffold2.g7457.t1	XP_005848380.1
OG0004966	scaffold2.g7459.t1	XP_005848586.1
OG0004968	scaffold2.g7462.t1	XP_005848585.1
OG0004969	scaffold2.g7463.t1	XP_005848386.1
OG0004970	scaffold2.g7464.t1	XP_005848584.1
OG0004971	scaffold2.g7469.t1	XP_005848574.1
OG0004972	scaffold2.g7473.t1	XP_005848577.1
OG0004973	scaffold2.g7476.t1	XP_005848382.1
OG0004974	scaffold2.g7477.t1	XP_005848381.1
OG0004975	scaffold2.g7478.t1	XP_005848578.1
OG0004976	scaffold2.g7480.t1	XP_005848383.1
OG0004977	scaffold2.g7487.t1	XP_005844156.1
OG0004978	scaffold2.g7490.t1	XP_005844238.1
OG0004979	scaffold2.g7491.t1	XP_005844153.1
OG0004980	scaffold2.g7495.t1	XP_005845146.1
OG0004981	scaffold2.g7498.t1	XP_005847810.1
OG0004982	scaffold2.g7510.t1	XP_005845620.1
OG0004983	scaffold2.g7513.t1	XP_005847680.1
OG0004984	scaffold2.g7514.t1	XP_005847842.1
OG0004985	scaffold2.g7516.t1	XP_005847679.1
OG0004986	scaffold2.g7518.t1	XP_005844235.1
OG0004987	scaffold2.g7520.t1	XP_005844152.1
OG0004988	scaffold2.g7521.t1	XP_005844236.1
OG0004989	scaffold2.g7522.t1	XP_005844151.1
OG0004991	scaffold2.g7525.t1	XP_005844157.1
OG0004992	scaffold2.g7526.t1	XP_005844243.1
OG0004993	scaffold2.g7527.t1	XP_005844237.1
OG0004994	scaffold2.g7528.t1	XP_005844245.1
OG0004995	scaffold2.g7529.t1	XP_005844161.1
OG0004996	scaffold2.g7532.t1	XP_005844162.1
OG0004997	scaffold2.g7535.t1	XP_005844242.1
OG0004998	scaffold28.g7539.t1	XP_005843601.1
OG0004999	scaffold28.g7546.t1	XP_005848269.1
OG0005000	scaffold28.g7547.t1	XP_005848473.1
OG0005002	scaffold28.g7552.t1	XP_005846374.1
OG0005003	scaffold28.g7556.t1	XP_005848289.1
OG0005004	scaffold28.g7557.t1	XP_005848483.1
OG0005005	scaffold28.g7558.t1	XP_005848285.1
OG0005006	scaffold28.g7562.t1	XP_005848485.1
OG0005007	scaffold28.g7565.t1	XP_005848294.1
OG0005008	scaffold28.g7568.t1	XP_005848487.1
OG0005009	scaffold28.g7574.t1	XP_005848467.1
OG0005010	scaffold28.g7577.t1	XP_005848260.1
OG0005011	scaffold28.g7579.t1	XP_005848256.1
OG0005012	scaffold28.g7587.t1	XP_005848452.1
OG0005013	scaffold28.g7588.t1	XP_005848254.1
OG0005014	scaffold28.g7589.t1	XP_005848454.1
OG0005015	scaffold28.g7594.t1	XP_005848450.1
OG0005016	scaffold28.g7596.t1	XP_005848251.1
OG0005017	scaffold28.g7597.t1	XP_005848449.1
OG0005018	scaffold28.g7598.t1	XP_005848250.1
OG0005019	scaffold28.g7599.t1	XP_005848448.1
OG0005020	scaffold28.g7600.t1	XP_005848444.1
OG0005021	scaffold28.g7601.t1	XP_005848405.1
OG0005022	scaffold20.g7603.t1	XP_005847139.1
OG0005023	scaffold20.g7609.t1	XP_005846956.1
OG0005024	scaffold20.g7612.t1	XP_005847151.1
OG0005025	scaffold20.g7614.t1	XP_005847149.1
OG0005026	scaffold20.g7617.t1	XP_005847152.1
OG0005027	scaffold20.g7618.t1	XP_005846957.1
OG0005028	scaffold20.g7621.t1	XP_005846958.1
OG0005029	scaffold20.g7622.t1	XP_005847153.1
OG0005030	scaffold20.g7623.t1	XP_005847154.1
OG0005031	scaffold20.g7626.t1	XP_005846960.1
OG0005032	scaffold20.g7627.t1	XP_005846962.1
OG0005033	scaffold20.g7630.t1	XP_005847156.1
OG0005034	scaffold20.g7632.t1	XP_005846964.1
OG0005035	scaffold20.g7635.t1	XP_005850347.1
OG0005036	scaffold20.g7636.t1	XP_005846963.1
OG0005037	scaffold20.g7637.t1	XP_005847159.1
OG0005038	scaffold20.g7640.t1	XP_005846965.1
OG0005039	scaffold20.g7642.t1	XP_005847162.1
OG0005040	scaffold20.g7644.t1	XP_005847177.1
OG0005041	scaffold20.g7645.t1	XP_005846975.1
OG0005042	scaffold20.g7647.t1	XP_005847176.1
OG0005043	scaffold20.g7649.t1	XP_005847175.1
OG0005044	scaffold20.g7660.t1	XP_005847171.1
OG0005045	scaffold20.g7666.t1	XP_005847167.1
OG0005046	scaffold20.g7669.t1	XP_005846966.1
OG0005047	scaffold20.g7671.t1	XP_005844884.1
OG0005048	scaffold20.g7673.t1	XP_005851166.1
OG0005049	scaffold20.g7675.t1	XP_005847165.1
OG0005050	scaffold20.g7677.t1	XP_005847178.1
OG0005051	scaffold20.g7682.t1	XP_005847180.1
OG0005052	scaffold20.g7683.t1	XP_005847181.1
OG0005053	scaffold20.g7684.t1	XP_005846977.1
OG0005054	scaffold20.g7686.t1	XP_005846979.1
OG0005055	scaffold20.g7687.t1	XP_005847183.1
OG0005056	scaffold20.g7688.t1	XP_005846980.1
OG0005057	scaffold20.g7690.t1	XP_005844539.1
OG0005058	scaffold20.g7691.t1	XP_005847186.1
OG0005059	scaffold20.g7692.t1	XP_005847188.1
OG0005060	scaffold20.g7693.t1	XP_005846983.1
OG0005061	scaffold20.g7701.t1	XP_005847096.1
OG0005062	scaffold20.g7702.t1	XP_005847097.1
OG0005063	scaffold20.g7703.t1	XP_005846915.1
OG0005064	scaffold20.g7705.t1	XP_005847103.1
OG0005065	scaffold20.g7706.t1	XP_005846918.1
OG0005066	scaffold20.g7708.t1	XP_005843366.1
OG0005067	scaffold20.g7709.t1	XP_005847392.1
OG0005068	scaffold20.g7712.t1	XP_005846917.1
OG0005069	scaffold20.g7713.t1	XP_005847098.1
OG0005070	scaffold20.g7715.t1	XP_005847108.1
OG0005071	scaffold20.g7716.t1	XP_005846922.1
OG0005072	scaffold20.g7718.t1	XP_005846921.1
OG0005073	scaffold20.g7719.t1	XP_005847107.1
OG0005074	scaffold20.g7720.t1	XP_005846920.1
OG0005075	scaffold20.g7723.t1	XP_005847109.1
OG0005076	scaffold20.g7727.t1	XP_005847076.1
OG0005077	scaffold20.g7728.t1	XP_005846897.1
