Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_sorokiniana_genome_proteins
OG0004887	PSC71682.1	PRW21038.1
OG0004888	PSC71677.1	PRW21095.1
OG0004889	PSC71733.1	PRW21048.1
OG0004890	PSC73872.1	PRW45564.1
OG0004891	PSC76980.1	PRW33055.1
OG0004892	PSC77007.1	PRW32969.1
OG0004893	PSC76774.1	PRW33078.1
OG0004894	PSC76287.1	PRW32988.1
OG0004895	PSC76357.1	PRW32998.1
OG0004896	PSC76416.1	PRW32897.1
OG0004897	PSC76116.1	PRW33021.1
OG0004898	PSC76139.1	PRW32942.1
OG0004899	PSC76059.1	PRW32975.1
OG0004900	PSC76983.1	PRW32947.1
OG0004901	PSC72325.1	PRW57323.1
OG0004902	PSC76071.1	PRW33076.1
OG0004903	PSC76196.1	PRW33028.1
OG0004904	PSC76513.1	PRW32961.1
OG0004905	PSC77031.1	PRW32992.1
OG0004906	PSC71715.1	PRW21001.1
OG0004907	PSC73550.1	PRW45716.1
OG0004908	PSC73803.1	PRW45441.1
OG0004909	PSC73598.1	PRW45709.1
OG0004910	PSC70799.1	PRW20214.1
OG0004911	PSC76261.1	PRW32836.1
OG0004912	PSC76949.1	PRW32844.1
OG0004913	PSC76784.1	PRW32896.1
OG0004914	PSC76209.1	PRW33042.1
OG0004915	PSC76506.1	PRW32863.1
OG0004916	PSC76776.1	PRW32991.1
OG0004917	PSC76611.1	PRW32948.1
OG0004918	PSC76526.1	PRW33036.1
OG0004919	PSC77023.1	PRW32954.1
OG0004920	PSC76102.1	PRW32986.1
OG0004921	PSC70790.1	PRW20203.1
OG0004922	PSC70766.1	PRW20210.1
OG0004923	PSC70687.1	PRW20269.1
OG0004924	PSC70658.1, PSC70659.1	PRW20217.1
OG0004925	PSC70662.1	PRW20174.1
OG0004926	PSC70654.1	PRW20260.1
OG0004927	PSC70806.1	PRW20172.1
OG0004928	PSC70750.1	PRW20272.1
OG0004929	PSC70666.1	PRW20185.1
OG0004930	PSC72161.1	PRW57267.1
OG0004931	PSC73670.1	PRW58306.1
OG0004932	PSC76576.1	PRW32964.1
OG0004933	PSC76350.1	PRW33037.1
OG0004934	PSC76277.1	PRW32895.1
OG0004935	PSC72379.1	PRW56603.1
OG0004936	PSC76626.1	PRW33017.1
OG0004937	PSC71397.1	PRW32832.1
OG0004938	PSC70485.1	PRW44879.1
OG0004940	PSC70316.1	PRW44911.1
OG0004941	PSC70312.1	PRW44841.1
OG0004942	PSC70391.1	PRW45143.1
OG0004943	PSC70437.1	PRW45213.1
OG0004945	PSC70310.1	PRW45153.1
OG0004946	PSC70439.1	PRW44989.1
OG0004947	PSC70369.1	PRW45199.1
OG0004948	PSC70372.1	PRW45083.1
OG0004949	PSC70357.1	PRW45090.1
OG0004950	PSC70470.1	PRW44889.1
OG0004951	PSC70383.1	PRW44951.1
OG0004952	PSC70355.1	PRW45016.1
OG0004953	PSC68051.1	PRW44992.1
OG0004954	PSC70944.1	PRW45017.1
OG0004955	PSC70300.1	PRW45145.1
OG0004956	PSC70888.1	PRW45237.1
OG0004957	PSC70913.1	PRW45269.1
OG0004958	PSC68046.1	PRW44993.1
OG0004959	PSC67915.1	PRW60597.1
OG0004960	PSC68012.1	PRW44973.1
OG0004961	PSC67747.1	PRW45057.1
OG0004962	PSC67751.1, PSC67750.1	PRW44948.1
OG0004963	PSC67728.1	PRW45155.1
OG0004964	PSC68060.1	PRW45054.1, PRW45055.1
OG0004965	PSC68077.1	PRW44892.1
OG0004966	PSC68068.1	PRW45162.1
OG0004967	PSC68019.1	PRW44965.1
OG0004968	PSC68056.1	PRW33955.1
OG0004969	PSC68049.1	PRW44955.1
OG0004970	PSC68027.1	PRW45261.1
OG0004971	PSC68038.1	PRW44866.1
OG0004972	PSC70174.1	PRW34021.1
OG0004973	PSC70249.1	PRW33865.1
OG0004974	PSC70205.1	PRW33867.1
OG0004975	PSC67318.1	PRW45586.1
OG0004976	PSC75016.1	PRW58059.1
OG0004977	PSC74165.1	PRW61002.1
OG0004978	PSC70153.1	PRW33818.1
OG0004979	PSC70165.1	PRW34002.1
OG0004980	PSC70180.1	PRW33978.1
OG0004981	PSC70227.1	PRW34018.1
OG0004982	PSC70186.1	PRW33769.1
OG0004983	PSC70225.1	PRW33971.1
OG0004984	PSC70226.1	PRW33989.1
OG0004985	PSC70173.1	PRW33759.1
OG0004986	PSC70199.1	PRW33892.1
OG0004987	PSC70222.1	PRW33951.1
OG0004988	PSC70284.1	PRW33995.1
OG0004989	PSC67730.1	PRW45012.1
OG0004990	PSC67738.1	PRW33784.1
OG0004991	PSC67734.1	PRW34103.1
OG0004992	PSC70187.1	PRW33861.1
OG0004993	PSC74677.1	PRW60951.1
OG0004994	PSC70333.1	PRW44935.1
OG0004995	PSC70432.1	PRW45252.1
OG0004996	PSC70467.1	PRW45207.1
OG0004997	PSC69592.1	PRW59617.1
OG0004998	PSC70434.1	PRW44875.1
OG0004999	PSC70409.1	PRW45245.1
OG0005000	PSC70445.1	PRW44984.1
OG0005001	PSC70371.1	PRW45127.1
OG0005002	PSC70327.1	PRW45239.1
OG0005003	PSC70463.1	PRW45070.1
OG0005004	PSC70462.1	PRW44926.1
OG0005005	PSC70370.1	PRW45208.1
OG0005006	PSC70308.1	PRW44878.1
OG0005007	PSC70351.1	PRW45005.1
OG0005008	PSC70367.1	PRW44968.1
OG0005009	PSC70388.1	PRW45240.1
OG0005010	PSC70322.1	PRW45247.1
OG0005011	PSC70482.1	PRW44944.1
OG0005012	PSC70382.1	PRW45228.1
OG0005013	PSC70339.1	PRW45202.1
OG0005014	PSC70481.1	PRW44950.1
OG0005015	PSC70447.1	PRW44849.1
OG0005016	PSC67530.1	PRW44872.1
OG0005017	PSC72317.1	PRW57419.1
OG0005018	PSC71136.1	PRW57452.1
OG0005019	PSC71215.1	PRW57144.1
OG0005020	PSC71090.1	PRW57333.1
OG0005021	PSC71205.1	PRW57390.1
OG0005022	PSC71132.1	PRW57500.1
OG0005023	PSC71109.1	PRW57511.1
OG0005024	PSC71022.1	PRW56981.1
OG0005025	PSC71089.1	PRW57159.1
OG0005026	PSC71154.1	PRW57435.1
OG0005027	PSC71099.1	PRW56947.1
OG0005028	PSC71189.1	PRW57243.1
OG0005029	PSC71141.1	PRW57212.1
OG0005031	PSC71076.1	PRW56951.1
OG0005032	PSC71157.1	PRW56955.1
OG0005033	PSC71053.1	PRW57003.1
OG0005034	PSC71064.1	PRW57518.1
OG0005035	PSC71052.1	PRW57284.1
OG0005036	PSC71188.1	PRW57427.1
OG0005037	PSC71118.1	PRW57124.1
OG0005038	PSC71107.1	PRW57399.1
OG0005039	PSC71018.1	PRW56959.1
OG0005040	PSC71026.1	PRW57404.1
OG0005041	PSC71112.1	PRW57440.1
OG0005042	PSC73596.1	PRW33170.1
OG0005043	PSC68873.1	PRW58211.1
OG0005044	PSC71129.1	PRW57071.1
OG0005045	PSC71200.1	PRW57095.1
OG0005046	PSC71149.1	PRW57449.1
OG0005047	PSC71209.1	PRW57431.1
OG0005048	PSC71140.1	PRW57094.1
OG0005049	PSC71191.1	PRW57328.1
OG0005050	PSC71173.1	PRW57072.1
OG0005051	PSC71006.1	PRW57008.1
OG0005052	PSC72036.1	PRW61578.1
OG0005053	PSC71029.1	PRW57514.1
OG0005054	PSC71007.1	PRW56974.1
OG0005055	PSC71103.1	PRW57121.1
OG0005056	PSC72346.1	PRW56900.1
OG0005057	PSC72331.1	PRW57041.1
OG0005058	PSC72249.1	PRW57141.1
OG0005059	PSC72328.1	PRW57531.1
OG0005060	PSC72193.1	PRW56941.1
OG0005062	PSC75910.1	PRW44405.1
OG0005063	PSC72269.1	PRW57355.1
OG0005064	PSC72273.1	PRW57251.1
OG0005065	PSC72247.1	PRW57111.1
OG0005066	PSC72199.1	PRW57467.1
OG0005067	PSC72303.1	PRW57170.1
OG0005068	PSC72196.1	PRW57368.1
OG0005069	PSC72146.1	PRW57461.1
OG0005070	PSC72129.1	PRW57034.1
OG0005071	PSC72069.1	PRW57208.1
OG0005072	PSC72268.1	PRW57474.1
OG0005073	PSC72318.1	PRW57313.1
OG0005074	PSC73215.1	PRW61412.1
OG0005075	PSC70705.1	PRW57075.1
OG0005076	PSC71197.1	PRW57406.1
OG0005077	PSC70683.1	PRW57494.1
OG0005078	PSC70686.1	PRW57252.1
OG0005079	PSC71148.1	PRW56993.1
OG0005080	PSC71184.1	PRW57088.1
OG0005082	PSC71046.1	PRW57155.1
OG0005083	PSC71030.1	PRW57182.1
OG0005085	PSC71114.1	PRW57401.1
OG0005086	PSC72186.1, PSC72187.1	PRW57018.1
OG0005087	PSC76616.1	PRW59301.1
OG0005088	PSC69501.1	PRW20814.1
OG0005089	PSC75174.1	PRW20947.1
OG0005090	PSC70655.1	PRW57118.1
OG0005091	PSC70723.1	PRW57340.1
OG0005092	PSC70818.1	PRW56999.1
OG0005093	PSC70724.1	PRW57402.1
OG0005094	PSC70702.1	PRW57197.1
OG0005095	PSC70775.1	PRW57086.1
OG0005096	PSC70708.1	PRW57377.1
OG0005097	PSC70743.1	PRW57228.1
OG0005098	PSC69527.1	PRW20785.1
OG0005099	PSC69532.1	PRW57084.1
OG0005101	PSC74929.1	PRW20898.1
OG0005102	PSC74927.1	PRW20867.1
OG0005103	PSC71138.1	PRW57395.1
OG0005104	PSC76021.1	PRW20953.1
OG0005105	PSC70788.1	PRW57164.1
OG0005106	PSC76775.1	PRW20800.1
OG0005107	PSC70746.1	PRW57286.1
OG0005108	PSC75171.1	PRW20787.1
OG0005109	PSC69542.1	PRW20801.1
OG0005110	PSC68941.1	PRW60328.1
OG0005111	PSC70776.1	PRW57487.1
OG0005112	PSC75271.1	PRW44438.1
OG0005113	PSC74872.1	PRW20781.1
OG0005114	PSC76465.1	PRW20911.1
OG0005115	PSC70730.1	PRW57131.1
OG0005116	PSC70664.1	PRW56928.1
OG0005117	PSC70815.1	PRW57098.1
OG0005118	PSC70732.1	PRW57236.1
OG0005119	PSC70670.1	PRW57432.1, PRW57433.1
OG0005120	PSC70822.1	PRW56897.1
OG0005121	PSC70715.1	PRW57257.1
OG0005122	PSC69477.1	PRW57033.1
OG0005123	PSC69529.1	PRW20869.1
OG0005124	PSC70804.1	PRW57218.1
OG0005125	PSC76386.1	PRW20876.1
OG0005126	PSC74479.1	PRW20834.1
OG0005127	PSC70717.1	PRW57128.1
OG0005128	PSC75055.1	PRW20890.1
OG0005129	PSC67134.1	PRW20951.1
OG0005130	PSC72258.1	PRW56980.1
OG0005131	PSC72212.1	PRW57044.1
OG0005132	PSC70745.1	PRW57238.1
OG0005133	PSC70814.1	PRW57102.1
OG0005134	PSC70752.1	PRW57074.1
OG0005135	PSC70826.1	PRW57114.1
OG0005136	PSC70755.1	PRW57519.1
OG0005137	PSC70682.1	PRW57185.1
OG0005138	PSC70671.1	PRW57486.1
OG0005139	PSC70653.1	PRW57043.1
OG0005140	PSC70729.1	PRW57523.1
OG0005141	PSC70735.1	PRW57137.1
OG0005142	PSC70748.1	PRW57070.1
OG0005143	PSC70710.1	PRW57247.1
OG0005144	PSC70661.1	PRW57244.1
OG0005145	PSC73920.1	PRW57697.1
OG0005146	PSC73819.1	PRW57622.1
OG0005147	PSC73802.1	PRW57630.1
OG0005148	PSC73536.1	PRW57962.1
OG0005149	PSC74546.1	PRW57634.1
OG0005150	PSC74556.1	PRW57959.1
OG0005151	PSC74445.1	PRW57968.1
OG0005152	PSC74750.1	PRW57810.1
OG0005153	PSC74492.1	PRW57641.1
OG0005154	PSC73650.1	PRW57580.1
OG0005155	PSC74388.1	PRW58063.1
OG0005156	PSC74626.1	PRW57564.1
OG0005157	PSC74379.1	PRW57900.1
OG0005158	PSC73909.1	PRW57658.1
OG0005159	PSC74543.1	PRW58039.1
OG0005160	PSC74664.1	PRW58010.1
OG0005161	PSC74737.1	PRW57636.1
OG0005162	PSC74574.1	PRW57938.1
OG0005163	PSC74381.1	PRW58017.1
OG0005164	PSC73747.1	PRW57738.1
OG0005165	PSC73589.1	PRW57644.1
OG0005166	PSC74413.1	PRW57617.1
OG0005167	PSC74629.1	PRW57569.1
OG0005168	PSC74758.1	PRW57851.1
OG0005169	PSC73622.1	PRW57832.1
OG0005170	PSC73641.1	PRW57884.1
OG0005171	PSC73935.1	PRW57618.1
OG0005172	PSC74368.1	PRW57812.1
OG0005173	PSC74644.1	PRW57937.1
OG0005174	PSC74599.1	PRW58057.1
OG0005175	PSC74739.1	PRW57666.1
OG0005176	PSC74383.1	PRW57750.1
OG0005177	PSC73520.1	PRW61602.1
OG0005178	PSC74442.1	PRW58036.1
OG0005179	PSC74382.1	PRW57804.1
OG0005180	PSC74554.1	PRW57736.1
OG0005181	PSC74498.1	PRW58003.1
OG0005182	PSC73753.1	PRW57885.1
OG0005183	PSC74515.1	PRW57560.1
OG0005184	PSC69332.1	PRW33858.1
OG0005185	PSC75152.1	PRW57794.1
OG0005186	PSC69433.1	PRW33894.1
OG0005187	PSC69437.1	PRW34066.1
OG0005188	PSC74845.1	PRW58018.1
OG0005189	PSC75123.1	PRW57572.1
OG0005190	PSC74868.1	PRW58014.1
OG0005191	PSC74861.1	PRW58045.1
OG0005192	PSC75087.1	PRW57903.1
OG0005193	PSC74408.1	PRW57597.1
OG0005194	PSC74362.1	PRW57615.1
OG0005195	PSC74563.1	PRW58028.1
OG0005196	PSC74785.1	PRW57722.1
OG0005197	PSC74780.1	PRW57657.1
OG0005198	PSC74788.1	PRW57807.1
OG0005199	PSC74375.1	PRW57862.1
OG0005200	PSC74547.1	PRW57687.1
OG0005201	PSC74698.1	PRW57581.1
OG0005202	PSC74499.1	PRW57837.1
OG0005203	PSC74789.1	PRW57638.1
OG0005204	PSC74516.1	PRW57995.1
OG0005205	PSC74642.1	PRW57584.1
OG0005206	PSC74434.1	PRW57710.1
OG0005207	PSC74514.1	PRW57904.1
OG0005208	PSC74391.1	PRW57918.1
OG0005209	PSC74665.1	PRW58051.1
OG0005210	PSC74504.1	PRW57665.1
OG0005211	PSC74587.1	PRW57681.1
OG0005212	PSC74590.1	PRW57552.1
OG0005213	PSC74710.1	PRW57751.1
OG0005214	PSC74685.1	PRW57645.1
OG0005215	PSC75757.1	PRW44519.1
OG0005216	PSC73116.1	PRW32963.1
OG0005217	PSC70161.1	PRW34096.1
OG0005218	PSC69340.1	PRW33795.1
OG0005219	PSC70282.1	PRW34045.1
OG0005220	PSC70270.1	PRW33825.1
OG0005221	PSC70285.1	PRW33917.1
OG0005222	PSC70193.1	PRW33888.1
OG0005223	PSC70299.1	PRW33766.1
OG0005224	PSC70218.1	PRW34007.1
OG0005225	PSC70214.1	PRW33855.1
OG0005226	PSC70202.1	PRW33794.1
OG0005227	PSC70215.1	PRW34033.1
OG0005228	PSC70250.1	PRW34041.1
OG0005229	PSC72012.1	PRW05759.1
OG0005230	PSC70272.1	PRW33847.1
OG0005231	PSC70158.1	PRW33927.1
OG0005232	PSC70170.1	PRW33798.1
OG0005233	PSC70276.1	PRW33941.1
OG0005234	PSC70198.1	PRW34012.1
OG0005235	PSC70244.1	PRW33871.1
OG0005236	PSC74999.1	PRW58019.1
OG0005237	PSC70298.1	PRW33824.1
OG0005238	PSC72703.1	PRW56069.1
OG0005239	PSC67757.1	PRW33773.1
OG0005240	PSC74823.1	PRW57762.1
OG0005241	PSC69341.1	PRW33899.1
OG0005242	PSC75079.1	PRW57798.1
OG0005243	PSC75162.1	PRW57997.1
OG0005244	PSC70230.1	PRW33822.1
OG0005245	PSC70211.1	PRW33920.1
OG0005246	PSC70181.1	PRW33823.1
OG0005247	PSC74778.1	PRW61527.1
OG0005248	PSC74670.1	PRW61046.1
OG0005249	PSC74585.1	PRW59868.1
OG0005250	PSC74637.1	PRW61196.1
OG0005251	PSC74738.1	PRW61084.1
OG0005252	PSC74648.1	PRW61530.1
OG0005253	PSC74600.1	PRW61453.1
OG0005254	PSC74603.1	PRW58111.1
OG0005255	PSC68625.1	PRW58637.1
OG0005256	PSC74431.1	PRW61441.1
OG0005257	PSC74363.1	PRW61230.1
OG0005258	PSC73484.1	PRW61166.1
OG0005259	PSC74653.1	PRW61256.1
OG0005260	PSC74183.1	PRW61012.1
OG0005261	PSC74646.1	PRW20420.1
OG0005262	PSC74465.1	PRW20400.1
OG0005264	PSC74491.1	PRW20433.1
OG0005265	PSC74742.1	PRW60978.1
OG0005266	PSC74765.1	PRW61605.1
OG0005267	PSC74784.1	PRW20391.1
OG0005268	PSC74560.1	PRW20419.1
OG0005269	PSC74579.1	PRW20367.1
OG0005271	PSC74703.1	PRW20338.1
OG0005272	PSC68572.1	PRW45449.1
OG0005273	PSC74641.1	PRW20323.1
OG0005274	PSC74709.1	PRW20371.1
OG0005275	PSC74470.1	PRW20417.1
OG0005277	PSC74730.1	PRW20421.1
OG0005278	PSC74749.1	PRW20427.1
OG0005279	PSC74589.1	PRW20333.1
OG0005280	PSC74663.1	PRW20347.1
OG0005281	PSC77022.1	PRW59024.1
OG0005282	PSC74800.1, PSC74801.1, PSC70009.1	PRW20330.1
OG0005283	PSC74728.1	PRW20318.1
OG0005284	PSC74694.1	PRW20336.1
OG0005285	PSC74525.1	PRW20359.1
OG0005286	PSC74657.1	PRW20378.1
OG0005287	PSC74410.1	PRW20390.1
OG0005288	PSC74643.1	PRW20350.1
OG0005289	PSC74359.1	PRW20348.1
OG0005290	PSC74671.1	PRW20426.1
OG0005291	PSC74437.1	PRW20352.1
OG0005292	PSC71986.1	PRW05787.1
OG0005294	PSC71719.1	PRW05850.1
OG0005295	PSC75334.1, PSC75333.1	PRW05870.1
OG0005296	PSC67786.1, PSC67785.1	PRW05881.1
OG0005297	PSC68413.1, PSC68412.1	PRW05903.1
OG0005298	PSC70228.1	PRW05922.1
OG0005299	PSC68036.1, PSC69514.1	PRW05948.1
OG0005300	PSC68028.1	PRW05952.1, PRW05951.1
OG0005301	PSC72878.1	PRW18305.1, PRW18332.1
OG0005302	PSC71429.1	PRW18344.1
OG0005303	PSC73526.1, PSC73212.1	PRW18409.1
OG0005304	PSC70803.1	PRW20273.1
OG0005305	PSC70820.1, PSC70721.1	PRW20189.1
OG0005306	PSC73034.1	PRW57947.1, PRW20201.1
OG0005307	PSC70740.1, PSC70739.1	PRW20220.1
OG0005308	PSC70736.1	PRW20266.1, PRW20267.1
OG0005309	PSC69647.1	PRW20281.1, PRW20280.1
OG0005310	PSC74633.1	PRW20319.1, PRW20321.1, PRW20320.1
OG0005311	PSC74469.1	PRW20385.1, PRW20384.1
OG0005312	PSC69109.1, PSC69108.1	PRW20504.1, PRW20505.1
OG0005313	PSC70297.1	PRW20581.1
OG0005314	PSC67220.1, PSC67219.1	PRW20608.1
OG0005315	PSC67225.1, PSC67226.1, PSC67224.1, PSC67223.1	PRW20635.1
OG0005316	PSC69629.1	PRW20663.1, PRW20754.1
OG0005317	PSC76640.1	PRW20805.1
OG0005318	PSC75183.1	PRW20838.1
OG0005319	PSC76780.1	PRW20939.1, PRW20882.1
OG0005320	PSC70164.1	PRW20980.1
OG0005321	PSC71699.1	PRW60526.1, PRW21037.1
OG0005322	PSC71797.1	PRW21105.1
OG0005323	PSC75369.1	PRW32502.1, PRW32503.1
OG0005324	PSC75601.1	PRW32543.1
OG0005325	PSC67795.1, PSC67796.1	PRW32577.1
OG0005326	PSC74601.1	PRW32618.1
OG0005327	PSC76955.1	PRW44351.1
OG0005328	PSC76604.1	PRW45353.1, PRW33101.1
OG0005329	PSC73801.1	PRW33112.1
OG0005331	PSC70341.1	PRW33130.1, PRW33587.1, PRW33131.1, PRW33268.1
OG0005332	PSC69214.1	PRW33161.1
OG0005335	PSC71330.1	PRW33249.1, PRW33248.1
OG0005336	PSC69295.1	PRW33267.1
OG0005337	PSC67875.1	PRW33272.1, PRW34017.1, PRW45499.1
OG0005338	PSC69277.1	PRW33309.1, PRW33308.1
OG0005339	PSC70034.1	PRW33514.1, PRW33513.1
OG0005340	PSC69996.1, PSC69997.1	PRW33567.1
OG0005341	PSC74690.1	PRW55989.1, PRW33636.1
OG0005342	PSC67381.1	PRW33747.1
OG0005344	PSC69412.1	PRW33904.1
OG0005345	PSC75873.1	PRW50999.1
OG0005346	PSC72051.1	PRW39075.1, PRW39076.1
OG0005347	PSC67609.1, PSC67608.1	PRW39100.1
OG0005348	PSC71991.1	PRW39129.1, PRW39339.1
OG0005349	PSC73230.1, PSC73281.1	PRW39201.1
OG0005350	PSC71868.1	PRW39208.1
OG0005351	PSC67843.1	PRW39224.1
OG0005352	PSC67659.1, PSC67658.1	PRW39285.1
OG0005355	PSC71965.1	PRW39388.1, PRW39387.1
OG0005356	PSC75497.1, PSC75496.1	PRW44309.1
OG0005357	PSC76564.1, PSC70952.1	PRW44348.1
OG0005358	PSC70907.1	PRW44377.1, PRW44378.1
OG0005360	PSC75327.1	PRW44404.1, PRW44403.1
OG0005361	PSC69852.1	PRW44483.1, PRW61581.1
OG0005362	PSC75618.1	PRW44580.1
OG0005363	PSC70901.1	PRW44627.1
OG0005364	PSC73436.1	PRW44855.1, PRW44856.1, PRW44854.1
OG0005365	PSC71551.1	PRW44909.1, PRW44908.1
OG0005366	PSC70483.1	PRW44964.1, PRW44963.1
OG0005367	PSC70441.1	PRW44972.1
OG0005368	PSC70428.1	PRW45007.1, PRW45006.1
OG0005369	PSC73427.1	PRW45060.1, PRW45061.1
OG0005370	PSC70918.1	PRW45103.1
OG0005371	PSC70345.1	PRW45180.1, PRW45124.1
OG0005373	PSC67743.1	PRW45166.1, PRW56923.1
OG0005375	PSC73833.1, PSC73834.1	PRW45324.1
OG0005376	PSC68185.1, PSC68186.1	PRW45373.1
OG0005377	PSC74227.1	PRW45375.1
OG0005378	PSC68955.1	PRW45492.1
OG0005380	PSC73886.1	PRW61201.1, PRW45584.1
OG0005381	PSC72382.1, PSC72472.1	PRW45663.1
OG0005382	PSC73588.1	PRW45699.1, PRW45700.1
OG0005383	PSC67772.1	PRW45704.1
OG0005384	PSC69112.1	PRW45714.1
OG0005385	PSC75964.1, PSC75965.1	PRW50807.1
OG0005386	PSC77065.1	PRW50845.1, PRW50846.1
OG0005387	PSC75291.1	PRW50874.1, PRW50873.1
OG0005388	PSC75977.1	PRW51109.1, PRW50875.1
OG0005389	PSC70102.1, PSC68511.1	PRW51104.1, PRW51105.1
OG0005390	PSC75270.1, PSC75269.1	PRW51115.1
OG0005393	PSC73607.1	PRW51155.1
OG0005394	PSC69047.1	PRW56045.1, PRW56044.1
OG0005395	PSC71464.1	PRW56087.1, PRW57242.1
OG0005396	PSC69081.1, PSC69080.1	PRW56095.1
OG0005397	PSC73579.1	PRW59106.1, PRW56190.1
OG0005398	PSC72647.1	PRW56273.1, PRW56274.1
OG0005399	PSC71510.1	PRW56323.1
OG0005400	PSC68544.1	PRW56339.1
OG0005401	PSC72575.1	PRW56391.1, PRW56390.1
OG0005402	PSC68105.1	PRW56471.1, PRW56472.1
OG0005403	PSC71552.1, PSC71558.1	PRW56484.1
OG0005404	PSC72391.1, PSC71515.1	PRW56512.1
OG0005405	PSC69777.1	PRW56548.1
OG0005406	PSC72400.1	PRW56551.1
OG0005407	PSC72512.1	PRW56587.1
OG0005408	PSC76117.1, PSC76118.1	PRW56589.1
OG0005409	PSC72397.1	PRW56732.1
OG0005411	PSC72571.1, PSC72570.1	PRW56805.1
OG0005412	PSC72506.1, PSC72507.1	PRW56883.1
OG0005413	PSC76935.1, PSC72314.1	PRW56918.1
OG0005414	PSC72158.1, PSC72159.1	PRW56942.1
OG0005415	PSC70665.1	PRW57096.1, PRW57012.1
OG0005416	PSC72147.1	PRW57015.1, PRW57016.1
OG0005417	PSC72216.1	PRW57203.1, PRW57204.1
OG0005418	PSC72343.1, PSC72342.1	PRW57224.1
OG0005419	PSC71101.1	PRW57274.1
OG0005420	PSC69516.1	PRW57287.1
OG0005421	PSC69517.1, PSC69518.1	PRW57309.1
OG0005422	PSC72223.1, PSC72224.1	PRW57342.1
OG0005424	PSC74945.1, PSC74944.1	PRW57628.1, PRW57679.1
OG0005425	PSC73016.1	PRW57711.1, PRW57712.1
OG0005426	PSC73557.1, PSC73808.1	PRW57721.1
OG0005428	PSC75109.1	PRW57815.1
OG0005429	PSC73087.1	PRW57848.1
OG0005430	PSC73587.1, PSC73586.1	PRW57874.1
OG0005431	PSC73063.1, PSC73062.1	PRW57948.1
OG0005432	PSC69143.1	PRW58023.1, PRW58022.1
OG0005433	PSC73552.1	PRW58125.1, PRW58124.1
OG0005434	PSC71787.1	PRW58135.1
OG0005435	PSC76984.1	PRW58192.1, PRW58191.1
OG0005436	PSC68903.1	PRW58360.1
OG0005437	PSC68883.1, PSC68882.1, PSC68880.1	PRW58379.1
OG0005438	PSC68817.1, PSC67055.1	PRW58465.1
OG0005440	PSC68262.1, PSC76787.1	PRW58602.1
OG0005441	PSC75878.1	PRW60197.1, PRW58612.1
OG0005442	PSC75491.1	PRW58617.1, PRW58616.1
OG0005443	PSC68614.1	PRW58660.1
OG0005445	PSC75322.1, PSC75323.1	PRW58851.1
OG0005446	PSC75092.1	PRW61356.1, PRW60957.1, PRW59249.1
OG0005447	PSC75417.1, PSC75418.1	PRW59282.1
OG0005448	PSC73355.1	PRW59306.1
OG0005449	PSC67157.1	PRW59398.1
OG0005451	PSC69688.1	PRW59587.1
OG0005452	PSC76722.1, PSC76721.1	PRW59633.1
OG0005453	PSC76666.1, PSC76665.1	PRW59659.1
OG0005454	PSC76110.1, PSC76109.1	PRW60002.1
OG0005455	PSC71934.1, PSC72000.1	PRW60035.1
OG0005456	PSC68915.1	PRW60241.1
OG0005457	PSC68429.1	PRW60550.1, PRW60246.1
OG0005458	PSC75104.1	PRW60287.1, PRW60288.1
OG0005460	PSC67509.1, PSC67507.1, PSC67508.1	PRW60360.1
OG0005461	PSC68531.1	PRW60374.1, PRW60555.1
OG0005462	PSC68547.1	PRW60477.1, PRW60478.1
OG0005463	PSC75883.1	PRW60490.1
OG0005464	PSC68171.1, PSC68172.1	PRW60515.1
OG0005465	PSC67551.1, PSC67550.1	PRW60595.1
OG0005466	PSC67148.1, PSC68717.1	PRW60629.1
OG0005467	PSC68425.1	PRW60689.1
OG0005468	PSC74209.1	PRW60744.1, PRW60769.1
OG0005469	PSC68513.1	PRW60762.1, PRW60761.1
OG0005470	PSC75100.1, PSC75101.1	PRW60799.1
OG0005471	PSC67150.1, PSC68661.1	PRW60843.1
OG0005472	PSC67321.1, PSC67320.1, PSC67322.1	PRW60857.1
OG0005473	PSC73500.1, PSC73501.1	PRW60915.1
OG0005474	PSC71252.1, PSC71255.1, PSC71254.1, PSC71253.1	PRW60945.1
OG0005475	PSC73365.1, PSC73366.1	PRW60946.1
OG0005476	PSC73395.1	PRW60950.1
OG0005477	PSC68922.1	PRW60979.1
OG0005479	PSC74012.1	PRW61545.1, PRW61064.1
OG0005480	PSC75666.1, PSC74263.1	PRW61096.1
OG0005481	PSC74764.1	PRW61104.1, PRW61577.1
OG0005482	PSC75746.1	PRW61108.1, PRW61107.1, PRW61552.1
OG0005483	PSC74155.1, PSC74154.1	PRW61255.1
OG0005484	PSC75072.1, PSC75071.1	PRW61318.1
OG0005485	PSC74061.1	PRW61340.1
OG0005486	PSC74782.1, PSC74783.1	PRW61358.1
OG0005487	PSC74790.1	PRW61372.1
OG0005488	PSC74051.1	PRW61443.1, PRW61444.1
OG0005489	PSC74265.1	PRW61475.1, PRW61564.1
OG0005491	PSC74079.1, PSC74078.1	PRW61568.1
OG0005492	PSC73543.1, PSC73542.1	PRW61579.1
OG0005493	PSC74005.1	PRW61624.1
OG0005528	PSC69402.1	PRW45692.1
OG0005529	PSC69393.1	PRW45566.1
OG0005530	PSC69360.1	PRW45390.1
OG0005531	PSC72465.1	PRW45491.1
