Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_vulgaris_genome_proteins
OG0005666	PSC75708.1	KAI3427164.1
OG0005667	PSC75637.1	KAI3427196.1
OG0005675	PSC73624.1	KAI3427271.1
OG0005677	PSC71507.1	KAI3436804.1
OG0005678	PSC71627.1	KAI3436696.1
OG0005679	PSC71162.1	KAI3437947.1
OG0005681	PSC74116.1	KAI3424215.1
OG0005682	PSC71523.1	KAI3436784.1
OG0005684	PSC73504.1	KAI3438975.1
OG0005685	PSC67453.1	KAI3436882.1
OG0005688	PSC72680.1	KAI3435494.1
OG0005689	PSC72614.1	KAI3435500.1
OG0005690	PSC72848.1	KAI3435506.1
OG0005691	PSC72882.1	KAI3435523.1
OG0005694	PSC72935.1	KAI3435561.1
OG0005696	PSC74708.1	KAI3434500.1
OG0005698	PSC74700.1	KAI3434513.1
OG0005699	PSC76208.1	KAI3423975.1
OG0005700	PSC67278.1	KAI3432335.1
OG0005701	PSC74412.1	KAI3434489.1
OG0005704	PSC70500.1	KAI3434700.1
OG0005705	PSC74444.1	KAI3434499.1
OG0005706	PSC68530.1	KAI3427439.1
OG0005707	PSC69310.1	KAI3435852.1
OG0005710	PSC69560.1	KAI3437764.1
OG0005711	PSC69549.1	KAI3437809.1
OG0005713	PSC74811.1	KAI3425246.1
OG0005714	PSC69562.1	KAI3437730.1
OG0005716	PSC76690.1	KAI3437590.1
OG0005719	PSC74979.1	KAI3437616.1
OG0005721	PSC69767.1	KAI3428380.1
OG0005725	PSC72800.1	KAI3428187.1
OG0005726	PSC72629.1	KAI3428188.1
OG0005727	PSC75800.1	KAI3428767.1
OG0005731	PSC75408.1	KAI3428679.1
OG0005732	PSC71626.1	KAI3428223.1
OG0005734	PSC71666.1	KAI3428266.1
OG0005737	PSC72090.1	KAI3438234.1
OG0005738	PSC72254.1	KAI3438329.1
OG0005743	PSC72339.1	KAI3438111.1
OG0005744	PSC67329.1	KAI3424710.1
OG0005746	PSC68926.1	KAI3424963.1
OG0005747	PSC68931.1	KAI3424964.1
OG0005748	PSC76295.1, PSC76294.1	KAI3423898.1
OG0005749	PSC68193.1	KAI3424741.1
OG0005750	PSC67626.1	KAI3431279.1
OG0005751	PSC71871.1	KAI3431304.1
OG0005755	PSC71462.1	KAI3428231.1
OG0005756	PSC71976.1	KAI3431435.1
OG0005757	PSC71858.1	KAI3431389.1
OG0005759	PSC71982.1	KAI3431392.1
OG0005760	PSC71852.1	KAI3431386.1
OG0005761	PSC71936.1	KAI3431456.1
OG0005763	PSC67840.1	KAI3431495.1
OG0005765	PSC67180.1	KAI3431504.1
OG0005767	PSC67674.1	KAI3431551.1
OG0005768	PSC67647.1	KAI3431528.1
OG0005769	PSC69283.1	KAI3431804.1
OG0005775	PSC70589.1	KAI3432609.1
OG0005777	PSC75506.1	KAI3428740.1
OG0005778	PSC75443.1	KAI3428757.1
OG0005779	PSC69743.1	KAI3428347.1
OG0005782	PSC68115.1	KAI3428287.1
OG0005783	PSC68111.1	KAI3428304.1
OG0005784	PSC68119.1	KAI3428309.1
OG0005785	PSC69710.1	KAI3428326.1
OG0005788	PSC72901.1	KAI3436559.1
OG0005790	PSC70160.1	KAI3426065.1
OG0005792	PSC69749.1	KAI3428831.1
OG0005795	PSC71634.1	KAI3436644.1
OG0005797	PSC72917.1	KAI3436623.1
OG0005798	PSC74329.1	KAI3429803.1
OG0005804	PSC70960.1	KAI3426469.1
OG0005805	PSC72628.1	KAI3436574.1
OG0005807	PSC73999.1	KAI3432592.1
OG0005808	PSC72256.1	KAI3438180.1
OG0005809	PSC75670.1	KAI3428811.1
OG0005810	PSC71603.1	KAI3436730.1
OG0005811	PSC71571.1	KAI3436726.1
OG0005812	PSC71590.1	KAI3436711.1
OG0005815	PSC70762.1	KAI3437836.1
OG0005816	PSC69002.1	KAI3436423.1
OG0005817	PSC68999.1	KAI3436414.1
OG0005818	PSC73077.1	KAI3434819.1
OG0005820	PSC67382.1	KAI3425382.1
OG0005822	PSC74996.1	KAI3425298.1
OG0005825	PSC70091.1	KAI3425201.1
OG0005826	PSC75225.1	KAI3429293.1
OG0005827	PSC74871.1	KAI3429286.1
OG0005828	PSC75251.1	KAI3426199.1
OG0005829	PSC75197.1	KAI3429254.1
OG0005830	PSC74969.1	KAI3429423.1
OG0005831	PSC73439.1	KAI3432282.1
OG0005835	PSC75351.1	KAI3428687.1
OG0005836	PSC75102.1	KAI3429439.1
OG0005837	PSC75082.1	KAI3429441.1
OG0005839	PSC74884.1	KAI3429482.1
OG0005840	PSC75116.1	KAI3429473.1
OG0005841	PSC75036.1	KAI3429471.1
OG0005842	PSC74946.1	KAI3429485.1
OG0005843	PSC74886.1	KAI3429507.1
OG0005844	PSC75003.1	KAI3429500.1
OG0005846	PSC68180.1	KAI3429372.1
OG0005847	PSC68165.1	KAI3429381.1
OG0005848	PSC68170.1	KAI3429380.1
OG0005850	PSC75053.1	KAI3429551.1
OG0005851	PSC74982.1	KAI3429535.1
OG0005854	PSC73457.1	KAI3432298.1
OG0005855	PSC74967.1	KAI3429365.1
OG0005856	PSC68426.1	KAI3429355.1
OG0005858	PSC68451.1	KAI3429340.1
OG0005860	PSC67348.1	KAI3429232.1
OG0005862	PSC67337.1	KAI3429237.1
OG0005864	PSC67935.1	KAI3429635.1
OG0005865	PSC69409.1	KAI3429589.1
OG0005866	PSC68149.1	KAI3429393.1
OG0005867	PSC72598.1	KAI3436608.1
OG0005869	PSC74080.1	KAI3429784.1
OG0005870	PSC74140.1	KAI3429759.1
OG0005874	PSC70615.1	KAI3426937.1
OG0005876	PSC75146.1	KAI3432772.1
OG0005879	PSC73499.1	KAI3432379.1
OG0005880	PSC74139.1	KAI3432760.1
OG0005882	PSC67109.1	KAI3424715.1
OG0005884	PSC67429.1	KAI3435025.1
OG0005885	PSC67433.1	KAI3435019.1
OG0005886	PSC67443.1	KAI3435021.1
OG0005887	PSC67442.1	KAI3435020.1
OG0005888	PSC67434.1	KAI3435005.1
OG0005890	PSC73144.1	KAI3434776.1
OG0005893	PSC76541.1	KAI3434917.1
OG0005894	PSC73708.1	KAI3424786.1
OG0005895	PSC76105.1	KAI3434907.1
OG0005896	PSC76217.1	KAI3434914.1
OG0005898	PSC74253.1	KAI3423436.1
OG0005899	PSC72984.1	KAI3434816.1
OG0005902	PSC74436.1	KAI3433587.1
OG0005904	PSC73098.1	KAI3434658.1
OG0005905	PSC73175.1	KAI3434692.1
OG0005907	PSC72270.1	KAI3438179.1
OG0005908	PSC73188.1	KAI3434676.1
OG0005910	PSC69090.1	KAI3434668.1
OG0005911	PSC73103.1	KAI3434667.1
OG0005914	PSC73169.1	KAI3434738.1
OG0005916	PSC76864.1	KAI3433474.1
OG0005917	PSC69127.1	KAI3427059.1
OG0005919	PSC69098.1	KAI3434628.1
OG0005924	PSC74352.1	KAI3429814.1
OG0005925	PSC68506.1	KAI3429855.1
OG0005928	PSC73960.1	KAI3429809.1
OG0005929	PSC69428.1	KAI3429603.1
OG0005930	PSC69334.1	KAI3429599.1
OG0005931	PSC67565.1	KAI3429651.1
OG0005933	PSC68987.1	KAI3429677.1
OG0005934	PSC68963.1	KAI3429684.1
OG0005936	PSC74836.1	KAI3429561.1
OG0005937	PSC74791.1	KAI3434484.1
OG0005940	PSC74344.1	KAI3432571.1
OG0005942	PSC70509.1	KAI3426329.1
OG0005944	PSC67201.1	KAI3434388.1
OG0005945	PSC68867.1	KAI3434396.1
OG0005947	PSC68076.1	KAI3426417.1
OG0005948	PSC71321.1	KAI3427008.1
OG0005949	PSC67542.1	KAI3426112.1
OG0005950	PSC67543.1	KAI3426118.1
OG0005952	PSC74272.1	KAI3432661.1
OG0005954	PSC70394.1	KAI3426328.1
OG0005955	PSC70306.1	KAI3426358.1
OG0005957	PSC70398.1	KAI3426362.1
OG0005958	PSC70410.1	KAI3426344.1
OG0005959	PSC70449.1	KAI3426372.1
OG0005964	PSC70328.1	KAI3426384.1
OG0005965	PSC70920.1	KAI3426445.1
OG0005966	PSC70929.1	KAI3426444.1
OG0005967	PSC75813.1	KAI3426175.1
OG0005969	PSC67781.1	KAI3426425.1
OG0005970	PSC67797.1	KAI3426434.1
OG0005971	PSC69689.1	KAI3435644.1
OG0005973	PSC71830.1	KAI3430788.1
OG0005975	PSC71845.1	KAI3430797.1
OG0005977	PSC75815.1	KAI3439052.1
OG0005978	PSC75512.1	KAI3439040.1
OG0005981	PSC73208.1	KAI3437605.1
OG0005982	PSC76469.1	KAI3438595.1
OG0005984	PSC73861.1	KAI3438550.1
OG0005985	PSC69812.1	KAI3428320.1
OG0005987	PSC71997.1	KAI3438469.1
OG0005988	PSC75624.1	KAI3438495.1
OG0005989	PSC76756.1	KAI3438400.1
OG0005990	PSC76081.1	KAI3438408.1
OG0005999	PSC70504.1	KAI3424230.1
OG0006000	PSC76868.1	KAI3438576.1
OG0006002	PSC76635.1	KAI3438538.1
OG0006007	PSC68183.1	KAI3438381.1
OG0006010	PSC72087.1	KAI3438262.1
OG0006011	PSC72102.1	KAI3438261.1
OG0006012	PSC70878.1	KAI3428622.1
OG0006013	PSC68059.1	KAI3426486.1
OG0006014	PSC74288.1	KAI3432892.1
OG0006015	PSC74106.1, PSC74105.1	KAI3432893.1
OG0006017	PSC70931.1	KAI3428624.1
OG0006018	PSC70834.1	KAI3428620.1
OG0006019	PSC69909.1	KAI3428464.1
OG0006020	PSC70991.1	KAI3428608.1
OG0006023	PSC69896.1	KAI3428585.1
OG0006024	PSC70957.1	KAI3428600.1
OG0006026	PSC69866.1	KAI3428458.1
OG0006029	PSC70943.1	KAI3428577.1
OG0006033	PSC69961.1	KAI3428496.1
OG0006035	PSC69929.1	KAI3428569.1
OG0006039	PSC73446.1	KAI3432292.1
OG0006041	PSC69924.1	KAI3438786.1
OG0006042	PSC70942.1	KAI3428532.1
OG0006043	PSC70873.1	KAI3428549.1
OG0006044	PSC72075.1	KAI3438304.1
OG0006045	PSC69843.1	KAI3428539.1
OG0006046	PSC76146.1	KAI3436133.1
OG0006047	PSC69923.1	KAI3428406.1
OG0006048	PSC73746.1	KAI3438526.1
OG0006049	PSC69845.1	KAI3428432.1
OG0006050	PSC67194.1	KAI3426834.1, KAI3434545.1
OG0006052	PSC70859.1	KAI3428657.1
OG0006053	PSC75309.1	KAI3428723.1
OG0006056	PSC67503.1	KAI3434477.1
OG0006057	PSC69103.1	KAI3434579.1
OG0006058	PSC67691.1	KAI3434571.1
OG0006059	PSC67720.1	KAI3434509.1
OG0006060	PSC67581.1	KAI3431618.1
OG0006061	PSC73321.1	KAI3431584.1
OG0006063	PSC68577.1	KAI3433961.1
OG0006066	PSC68638.1	KAI3433963.1
OG0006068	PSC75882.1	KAI3433829.1
OG0006070	PSC75290.1	KAI3433835.1
OG0006071	PSC75827.1	KAI3433837.1
OG0006073	PSC75485.1	KAI3433907.1
OG0006075	PSC67248.1	KAI3424209.1
OG0006078	PSC75669.1	KAI3433901.1
OG0006084	PSC68855.1	KAI3433693.1
OG0006085	PSC67355.1	KAI3433685.1
OG0006086	PSC68852.1	KAI3433663.1
OG0006087	PSC75220.1	KAI3433608.1
OG0006088	PSC73269.1	KAI3432832.1
OG0006090	PSC68869.1	KAI3433636.1
OG0006091	PSC68267.1	KAI3433594.1
OG0006092	PSC75105.1	KAI3433588.1
OG0006093	PSC74831.1	KAI3433582.1
OG0006097	PSC68248.1	KAI3433569.1
OG0006098	PSC68569.1	KAI3424910.1
OG0006099	PSC73571.1	KAI3433538.1
OG0006101	PSC76302.1	KAI3433322.1
OG0006105	PSC73594.1	KAI3433473.1
OG0006107	PSC73647.1	KAI3433452.1
OG0006108	PSC73695.1	KAI3433443.1
OG0006109	PSC76846.1	KAI3433398.1
OG0006110	PSC76719.1	KAI3433399.1
OG0006111	PSC76591.1	KAI3433382.1
OG0006113	PSC76862.1	KAI3433391.1
OG0006115	PSC77033.1	KAI3433392.1
OG0006121	PSC75533.1	KAI3423883.1
OG0006123	PSC76840.1	KAI3438588.1
OG0006128	PSC68678.1	KAI3423836.1
OG0006129	PSC71473.1	KAI3436794.1
OG0006131	PSC74358.1	KAI3432673.1
OG0006133	PSC76437.1	KAI3433419.1
OG0006135	PSC76115.1	KAI3423905.1
OG0006136	PSC73689.1	KAI3424818.1
OG0006137	PSC74367.1	KAI3434563.1
OG0006141	PSC69311.1	KAI3425095.1
OG0006145	PSC70025.1	KAI3425133.1
OG0006146	PSC72445.1	KAI3425010.1
OG0006148	PSC74350.1	KAI3432719.1
OG0006149	PSC73996.1	KAI3432730.1
OG0006150	PSC74110.1	KAI3432692.1
OG0006153	PSC75771.1	KAI3428671.1
OG0006154	PSC72550.1	KAI3427943.1
OG0006155	PSC72333.1	KAI3438325.1
OG0006157	PSC72548.1	KAI3427957.1
OG0006158	PSC72528.1	KAI3427952.1
OG0006165	PSC72498.1	KAI3428057.1
OG0006167	PSC72560.1	KAI3427974.1
OG0006168	PSC69580.1	KAI3435636.1
OG0006170	PSC69579.1	KAI3435654.1
OG0006171	PSC72611.1	KAI3435584.1
OG0006172	PSC72860.1	KAI3435585.1
OG0006173	PSC71237.1	KAI3435627.1
OG0006174	PSC71288.1	KAI3435628.1
OG0006175	PSC71266.1	KAI3435598.1
OG0006176	PSC69645.1	KAI3435695.1
OG0006179	PSC69609.1	KAI3435700.1
OG0006182	PSC68358.1	KAI3435791.1
OG0006183	PSC68378.1	KAI3435780.1
OG0006184	PSC68390.1	KAI3435759.1
OG0006185	PSC68312.1	KAI3435783.1
OG0006186	PSC68350.1	KAI3435794.1
OG0006187	PSC68338.1	KAI3435800.1
OG0006188	PSC74898.1	KAI3437612.1
OG0006189	PSC71323.1	KAI3435860.1
OG0006191	PSC71402.1	KAI3435879.1
OG0006192	PSC71294.1	KAI3435899.1
OG0006196	PSC71434.1	KAI3435953.1
OG0006197	PSC70531.1	KAI3428546.1
OG0006198	PSC68313.1	KAI3435821.1
OG0006200	PSC71346.1	KAI3435941.1
OG0006201	PSC76342.1	KAI3436157.1
OG0006202	PSC76311.1	KAI3436111.1
OG0006204	PSC71063.1	KAI3436007.1
OG0006206	PSC76481.1	KAI3436097.1
OG0006208	PSC76675.1	KAI3436089.1
OG0006210	PSC76170.1	KAI3436081.1
OG0006211	PSC71023.1	KAI3435998.1
OG0006212	PSC71037.1	KAI3436056.1
OG0006215	PSC76292.1	KAI3436236.1
OG0006216	PSC76752.1	KAI3436223.1
OG0006217	PSC76696.1	KAI3436213.1
OG0006218	PSC76121.1	KAI3436214.1
OG0006219	PSC74356.1	KAI3427230.1
OG0006220	PSC72766.1	KAI3428206.1
OG0006227	PSC67808.1	KAI3436345.1
OG0006228	PSC73075.1	KAI3436291.1
OG0006230	PSC70513.1	KAI3432885.1
OG0006231	PSC73312.1	KAI3432810.1
OG0006232	PSC73383.1	KAI3432811.1
OG0006234	PSC74924.1	KAI3432683.1
OG0006235	PSC74264.1	KAI3432660.1
OG0006237	PSC73502.1	KAI3432270.1
OG0006238	PSC73371.1	KAI3432225.1
OG0006239	PSC73517.1	KAI3432220.1
OG0006240	PSC74276.1	KAI3432587.1
OG0006241	PSC73724.1	KAI3424799.1
OG0006242	PSC72200.1	KAI3438181.1
OG0006243	PSC74327.1	KAI3424243.1
OG0006244	PSC69768.1	KAI3428352.1
OG0006246	PSC74131.1	KAI3424137.1
OG0006247	PSC74202.1	KAI3424227.1
OG0006248	PSC73986.1, PSC73987.1	KAI3424176.1
OG0006250	PSC75537.1	KAI3423865.1
OG0006251	PSC73597.1	KAI3424812.1
OG0006252	PSC74310.1	KAI3424056.1
OG0006253	PSC74187.1	KAI3424069.1
OG0006254	PSC73976.1	KAI3424062.1
OG0006255	PSC74241.1	KAI3424053.1
OG0006259	PSC74232.1	KAI3424233.1
OG0006260	PSC72818.1	KAI3428205.1
OG0006261	PSC74068.1	KAI3424084.1
OG0006262	PSC74052.1	KAI3424199.1
OG0006264	PSC74726.1	KAI3434849.1
OG0006268	PSC75275.1	KAI3427212.1
OG0006269	PSC68526.1	KAI3429887.1
OG0006270	PSC68406.1	KAI3427430.1
OG0006271	PSC71692.1	KAI3430888.1
OG0006273	PSC71718.1	KAI3430833.1
OG0006274	PSC71818.1	KAI3430859.1
OG0006276	PSC71814.1	KAI3430840.1
OG0006277	PSC70810.1	KAI3430689.1
OG0006279	PSC71735.1	KAI3430897.1
OG0006280	PSC72002.1	KAI3433754.1
OG0006283	PSC76637.1	KAI3430522.1
OG0006284	PSC76918.1	KAI3430511.1
OG0006286	PSC70695.1	KAI3430725.1
OG0006288	PSC70720.1	KAI3430998.1
OG0006289	PSC70747.1	KAI3430997.1
OG0006290	PSC70758.1	KAI3431001.1
OG0006291	PSC76298.1	KAI3430563.1
OG0006293	PSC75523.1	KAI3427168.1
OG0006294	PSC76192.1	KAI3430577.1
OG0006295	PSC71763.1	KAI3430857.1
OG0006299	PSC70302.1	KAI3426308.1
OG0006300	PSC70386.1	KAI3426309.1
OG0006303	PSC67913.1	KAI3432657.1
OG0006304	PSC68045.1	KAI3426482.1
OG0006305	PSC67741.1	KAI3426512.1
OG0006306	PSC74347.1	KAI3438788.1
OG0006308	PSC68017.1	KAI3426497.1
OG0006310	PSC73826.1	KAI3424769.1
OG0006313	PSC74941.1	KAI3425935.1
OG0006314	PSC70294.1	KAI3426005.1
OG0006317	PSC70201.1	KAI3426075.1
OG0006319	PSC68400.1	KAI3435836.1
OG0006321	PSC70427.1	KAI3426321.1
OG0006323	PSC71094.1	KAI3438057.1
OG0006324	PSC71130.1	KAI3438054.1
OG0006326	PSC76631.1	KAI3424060.1
OG0006327	PSC76627.1	KAI3438537.1
OG0006328	PSC71120.1	KAI3438037.1
OG0006329	PSC71086.1	KAI3438007.1
OG0006330	PSC71098.1	KAI3438005.1
OG0006331	PSC72116.1	KAI3438139.1
OG0006332	PSC72124.1	KAI3438131.1
OG0006335	PSC71145.1	KAI3437945.1
OG0006336	PSC71202.1	KAI3437949.1
OG0006337	PSC70701.1	KAI3431865.1
OG0006340	PSC69564.1	KAI3433689.1
OG0006342	PSC70753.1	KAI3437860.1
OG0006343	PSC69476.1	KAI3437830.1
OG0006344	PSC70751.1	KAI3437835.1
OG0006345	PSC69474.1	KAI3437711.1
OG0006346	PSC70690.1	KAI3437894.1
OG0006347	PSC70652.1	KAI3437876.1
OG0006348	PSC70805.1	KAI3437908.1
OG0006351	PSC74564.1	KAI3425800.1
OG0006352	PSC73780.1	KAI3425755.1
OG0006356	PSC75125.1	KAI3425906.1
OG0006358	PSC70104.1	KAI3425141.1
OG0006359	PSC74468.1	KAI3425804.1
OG0006360	PSC70233.1	KAI3425969.1
OG0006362	PSC70213.1	KAI3426021.1
OG0006364	PSC70145.1	KAI3425993.1
OG0006365	PSC70203.1	KAI3426014.1
OG0006367	PSC74754.1	KAI3424474.1
OG0006368	PSC74573.1	KAI3424475.1
OG0006372	PSC74720.1	KAI3424306.1
OG0006373	PSC74432.1	KAI3424361.1
OG0006374	PSC74639.1	KAI3424322.1
OG0006375	PSC74549.1	KAI3424294.1
OG0006377	PSC74482.1	KAI3424278.1
OG0006378	PSC74686.1	KAI3424284.1
OG0006379	PSC71872.1	KAI3433331.1
OG0006381	PSC75306.1	KAI3428810.1
OG0006382	PSC69757.1	KAI3428820.1
OG0006383	PSC69723.1	KAI3428827.1
OG0006385	PSC75575.1	KAI3428809.1
OG0006386	PSC68483.1, PSC68484.1	KAI3427423.1
OG0006387	PSC68418.1	KAI3427411.1
OG0006388	PSC68014.1	KAI3427354.1
OG0006389	PSC67183.1	KAI3427437.1
OG0006390	PSC72702.1	KAI3435552.1
OG0006391	PSC72750.1	KAI3435556.1
OG0006392	PSC72685.1	KAI3435545.1
OG0006393	PSC72873.1	KAI3435569.1
OG0006394	PSC72832.1	KAI3435567.1
OG0006395	PSC73341.1	KAI3425718.1
OG0006396	PSC72881.1	KAI3435542.1
OG0006398	PSC72859.1	KAI3435568.1
OG0006399	PSC72749.1	KAI3429641.1, KAI3429640.1
OG0006400	PSC67906.1	KAI3431722.1
OG0006401	PSC70734.1	KAI3430990.1
OG0006402	PSC70813.1	KAI3430705.1
OG0006403	PSC70673.1	KAI3430991.1
OG0006406	PSC70779.1	KAI3430722.1
OG0006407	PSC74707.1	KAI3424342.1
OG0006408	PSC74417.1	KAI3424291.1
OG0006410	PSC74651.1	KAI3424282.1
OG0006412	PSC71568.1	KAI3429429.1
OG0006414	PSC70229.1	KAI3430213.1
OG0006415	PSC70235.1	KAI3430215.1
OG0006416	PSC69998.1	KAI3430370.1
OG0006417	PSC69171.1	KAI3430372.1
OG0006419	PSC70007.1	KAI3430364.1
OG0006420	PSC68108.1	KAI3430284.1
OG0006422	PSC70124.1	KAI3430349.1
OG0006423	PSC69117.1	KAI3430381.1
OG0006424	PSC70275.1	KAI3430217.1
OG0006426	PSC67978.1	KAI3430311.1
OG0006427	PSC69639.1	KAI3425772.1
OG0006428	PSC69624.1	KAI3425773.1
OG0006429	PSC71785.1	KAI3439075.1, KAI3439080.1
OG0006431	PSC67205.1	KAI3434394.1
OG0006432	PSC69627.1	KAI3425770.1
OG0006433	PSC68777.1	KAI3434538.1
OG0006434	PSC71760.1	KAI3439074.1
OG0006436	PSC75204.1	KAI3437627.1
OG0006438	PSC73128.1	KAI3424154.1
OG0006439	PSC69566.1	KAI3437754.1
OG0006440	PSC69487.1	KAI3437732.1
OG0006442	PSC76712.1	KAI3437587.1
OG0006443	PSC76569.1	KAI3437632.1
OG0006444	PSC76193.1	KAI3437592.1
OG0006446	PSC74921.1	KAI3437622.1
OG0006447	PSC76547.1	KAI3437699.1
OG0006448	PSC69567.1	KAI3437704.1
OG0006449	PSC71783.1	KAI3430818.1
OG0006450	PSC71720.1	KAI3430842.1
OG0006451	PSC71690.1	KAI3430790.1
OG0006452	PSC71683.1	KAI3430775.1
OG0006453	PSC71827.1	KAI3430750.1
OG0006454	PSC71739.1	KAI3430849.1
OG0006455	PSC71821.1	KAI3430793.1
OG0006456	PSC71838.1, PSC71837.1	KAI3430826.1
OG0006457	PSC71741.1	KAI3430817.1
OG0006458	PSC71810.1, PSC71771.1	KAI3430815.1
OG0006459	PSC70741.1	KAI3430976.1
OG0006460	PSC73223.1	KAI3426195.1
OG0006461	PSC71680.1	KAI3430845.1
OG0006462	PSC71671.1	KAI3430752.1
OG0006463	PSC71721.1	KAI3430900.1
OG0006464	PSC71793.1	KAI3430749.1
OG0006466	PSC71687.1	KAI3430811.1
OG0006467	PSC71804.1	KAI3430821.1
OG0006468	PSC71754.1	KAI3430974.1
OG0006470	PSC76048.1	KAI3423984.1
OG0006473	PSC73401.1	KAI3423816.1
OG0006474	PSC68680.1	KAI3423852.1
OG0006475	PSC73084.1	KAI3431861.1
OG0006476	PSC76331.1	KAI3423929.1
OG0006477	PSC75678.1	KAI3423871.1
OG0006478	PSC75387.1	KAI3423872.1
OG0006480	PSC68664.1	KAI3423844.1
OG0006481	PSC76402.1	KAI3423953.1
OG0006482	PSC76791.1	KAI3423908.1
OG0006483	PSC73170.1	KAI3430437.1
OG0006486	PSC73119.1	KAI3430419.1
OG0006487	PSC76064.1	KAI3430532.1
OG0006488	PSC69091.1	KAI3430413.1
OG0006490	PSC71365.1	KAI3430588.1
OG0006491	PSC76359.1	KAI3430543.1
OG0006492	PSC67168.1	KAI3430399.1
OG0006493	PSC72962.1	KAI3430448.1
OG0006494	PSC77058.1	KAI3430558.1
OG0006495	PSC77064.1, PSC71225.1	KAI3430576.1
OG0006496	PSC73011.1	KAI3430456.1
OG0006499	PSC71263.1	KAI3431743.1
OG0006500	PSC69194.1	KAI3431755.1
OG0006501	PSC71755.1	KAI3429413.1
OG0006502	PSC68694.1	KAI3431670.1
OG0006503	PSC69216.1	KAI3431736.1
OG0006504	PSC69573.1	KAI3425767.1
OG0006506	PSC71308.1	KAI3431709.1
OG0006507	PSC69293.1	KAI3431781.1
OG0006508	PSC69297.1	KAI3431757.1
OG0006509	PSC68704.1	KAI3431673.1
OG0006510	PSC69230.1	KAI3431800.1
OG0006511	PSC68112.1	KAI3431708.1
OG0006512	PSC74958.1	KAI3425253.1
OG0006514	PSC75045.1	KAI3425372.1
OG0006515	PSC67378.1	KAI3425270.1
OG0006516	PSC74887.1	KAI3425331.1
OG0006517	PSC67376.1	KAI3425285.1
OG0006518	PSC76959.1, PSC70469.1	KAI3427063.1
OG0006519	PSC70123.1	KAI3425162.1
OG0006520	PSC74934.1	KAI3425254.1
OG0006522	PSC74850.1	KAI3425319.1
OG0006523	PSC70107.1	KAI3425217.1
OG0006525	PSC74812.1	KAI3425234.1
OG0006527	PSC74427.1	KAI3431767.1
OG0006528	PSC67368.1	KAI3430696.1
OG0006529	PSC74867.1	KAI3425310.1
OG0006530	PSC70043.1	KAI3425212.1
OG0006532	PSC70108.1	KAI3425185.1
OG0006533	PSC76153.1	KAI3434960.1
OG0006534	PSC73620.1	KAI3426080.1
OG0006535	PSC76865.1	KAI3434893.1
OG0006536	PSC70188.1	KAI3425975.1
OG0006537	PSC68015.1	KAI3426493.1
OG0006538	PSC70204.1	KAI3425982.1
OG0006540	PSC70288.1	KAI3425979.1
OG0006543	PSC69413.1	KAI3425949.1
OG0006544	PSC70295.1	KAI3426052.1
OG0006545	PSC76433.1	KAI3434984.1
OG0006547	PSC76312.1	KAI3434882.1
OG0006548	PSC76392.1	KAI3434874.1
OG0006549	PSC67736.1	KAI3426097.1
OG0006550	PSC67754.1	KAI3426101.1
OG0006551	PSC67748.1	KAI3426095.1
OG0006552	PSC76845.1	KAI3434872.1
OG0006553	PSC70206.1	KAI3426006.1
OG0006554	PSC70138.1	KAI3425999.1
OG0006555	PSC67254.1	KAI3423801.1
OG0006556	PSC71933.1	KAI3431455.1
OG0006557	PSC71896.1	KAI3431468.1
OG0006559	PSC67668.1	KAI3431560.1
OG0006560	PSC71900.1	KAI3431324.1
OG0006561	PSC67868.1	KAI3431493.1
OG0006562	PSC71983.1	KAI3431476.1
OG0006563	PSC67675.1	KAI3431530.1
OG0006564	PSC73260.1	KAI3431585.1
OG0006565	PSC67579.1	KAI3431621.1
OG0006567	PSC67645.1	KAI3431545.1
OG0006568	PSC72017.1	KAI3423886.1
OG0006569	PSC71958.1	KAI3431475.1
OG0006570	PSC67677.1	KAI3431515.1
OG0006571	PSC71870.1	KAI3431313.1
OG0006572	PSC71861.1	KAI3431393.1
OG0006573	PSC71937.1	KAI3431350.1
OG0006574	PSC71902.1	KAI3431402.1
OG0006575	PSC67650.1	KAI3431561.1
OG0006576	PSC72043.1	KAI3431378.1
OG0006577	PSC72008.1	KAI3431325.1
OG0006578	PSC71938.1	KAI3431422.1
OG0006579	PSC69899.1	KAI3428493.1
OG0006580	PSC75791.1	KAI3428710.1
OG0006581	PSC70835.1	KAI3428531.1
OG0006582	PSC70980.1, PSC70978.1	KAI3428584.1
OG0006583	PSC75447.1	KAI3428698.1
OG0006584	PSC69976.1	KAI3428478.1
OG0006585	PSC69851.1	KAI3428454.1
OG0006586	PSC69920.1	KAI3428449.1
OG0006587	PSC69937.1	KAI3428424.1
OG0006588	PSC75989.1	KAI3428692.1
OG0006589	PSC75875.1	KAI3428677.1
OG0006590	PSC75649.1	KAI3428691.1
OG0006591	PSC68943.1	KAI3424728.1
OG0006592	PSC69936.1	KAI3428514.1
OG0006593	PSC70891.1	KAI3428652.1
OG0006594	PSC67151.1	KAI3428403.1
OG0006595	PSC70999.1	KAI3428603.1
OG0006596	PSC70905.1	KAI3428629.1
OG0006597	PSC75259.1	KAI3428749.1
OG0006599	PSC70922.1	KAI3428670.1
OG0006600	PSC70863.1	KAI3428646.1
OG0006602	PSC72454.1	KAI3425259.1
OG0006603	PSC70443.1	KAI3426340.1
OG0006604	PSC68066.1, PSC68067.1	KAI3426490.1
