Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_c_sorokiniana_genome_proteins
OG0005353	KAI3434731.1	PRW39356.1
OG0005354	KAI3428193.1	PRW39381.1
OG0005355	KAI3431387.1	PRW39388.1, PRW39387.1
OG0005356	KAI3428685.1	PRW44309.1
OG0005357	KAI3428523.1	PRW44348.1
OG0005358	KAI3428653.1	PRW44377.1, PRW44378.1
OG0005359	KAI3428708.1	PRW44620.1
OG0005359	KAI3428709.1	PRW44386.1
OG0005360	KAI3428713.1	PRW44404.1, PRW44403.1
OG0005361	KAI3428558.1	PRW44483.1, PRW61581.1
OG0005362	KAI3428731.1, KAI3428732.1	PRW44580.1
OG0005363	KAI3428579.1, KAI3423532.1	PRW44627.1
OG0005364	KAI3426172.1	PRW44855.1, PRW44856.1, PRW44854.1
OG0005365	KAI3433521.1	PRW44909.1, PRW44908.1
OG0005366	KAI3426326.1	PRW44964.1, PRW44963.1
OG0005367	KAI3434625.1	PRW44972.1
OG0005368	KAI3426289.1	PRW45007.1, PRW45006.1
OG0005369	KAI3426153.1	PRW45060.1, PRW45061.1
OG0005370	KAI3426395.1, KAI3426396.1	PRW45103.1
OG0005371	KAI3426216.1	PRW45180.1, PRW45124.1
OG0005372	KAI3434362.1, KAI3434617.1, KAI3434619.1	PRW45141.1
OG0005373	KAI3426092.1	PRW45166.1, PRW56923.1
OG0005375	KAI3424792.1	PRW45324.1
OG0005376	KAI3424736.1	PRW45373.1
OG0005377	KAI3424142.1	PRW45375.1
OG0005378	KAI3424959.1, KAI3424961.1	PRW45492.1
OG0005379	KAI3424226.1, KAI3424914.1	PRW45567.1
OG0005380	KAI3432402.1	PRW61201.1, PRW45584.1
OG0005381	KAI3425035.1	PRW45663.1
OG0005382	KAI3424775.1	PRW45699.1, PRW45700.1
OG0005383	KAI3426272.1, KAI3426273.1	PRW45704.1
OG0005384	KAI3425142.1	PRW45714.1
OG0005385	KAI3427156.1	PRW50807.1
OG0005386	KAI3427038.1	PRW50845.1, PRW50846.1
OG0005387	KAI3427153.1	PRW50874.1, PRW50873.1
OG0005388	KAI3426931.1	PRW51109.1, PRW50875.1
OG0005389	KAI3428368.1	PRW51104.1, PRW51105.1
OG0005390	KAI3426886.1	PRW51115.1
OG0005391	KAI3436432.1, KAI3436433.1	PRW51129.1
OG0005392	KAI3427022.1	PRW51150.1
OG0005393	KAI3427267.1	PRW51155.1
OG0005394	KAI3436493.1	PRW56045.1, PRW56044.1
OG0005395	KAI3436721.1	PRW56087.1, PRW57242.1
OG0005396	KAI3436418.1	PRW56095.1
OG0005397	KAI3436660.1	PRW59106.1, PRW56190.1
OG0005398	KAI3436626.1	PRW56273.1, PRW56274.1
OG0005399	KAI3436818.1, KAI3436813.1, KAI3436817.1	PRW56323.1
OG0005400	KAI3429853.1, KAI3429854.1	PRW56339.1
OG0005401	KAI3428092.1	PRW56391.1, PRW56390.1
OG0005402	KAI3428278.1	PRW56471.1, PRW56472.1
OG0005403	KAI3428239.1	PRW56484.1
OG0005404	KAI3428008.1	PRW56512.1
OG0005405	KAI3428337.1, KAI3432505.1	PRW56548.1
OG0005406	KAI3428022.1, KAI3428021.1	PRW56551.1
OG0005407	KAI3427985.1, KAI3427986.1	PRW56587.1
OG0005408	KAI3428019.1	PRW56589.1
OG0005409	KAI3438969.1, KAI3427237.1	PRW56732.1
OG0005410	KAI3432658.1	PRW61403.1, PRW56776.1, PRW61351.1
OG0005411	KAI3428055.1	PRW56805.1
OG0005412	KAI3428133.1	PRW56883.1
OG0005413	KAI3438270.1	PRW56918.1
OG0005414	KAI3438178.1	PRW56942.1
OG0005415	KAI3437845.1	PRW57096.1, PRW57012.1
OG0005416	KAI3438287.1, KAI3438288.1	PRW57015.1, PRW57016.1
OG0005417	KAI3438177.1	PRW57203.1, PRW57204.1
OG0005418	KAI3438169.1	PRW57224.1
OG0005419	KAI3437943.1	PRW57274.1
OG0005420	KAI3437793.1	PRW57287.1
OG0005421	KAI3437828.1	PRW57309.1
OG0005422	KAI3438323.1	PRW57342.1
OG0005424	KAI3425916.1	PRW57628.1, PRW57679.1
OG0005425	KAI3434813.1	PRW57711.1, PRW57712.1
OG0005426	KAI3427249.1	PRW57721.1
OG0005427	KAI3427931.1, KAI3427932.1	PRW58780.1, PRW57761.1
OG0005428	KAI3425299.1, KAI3435795.1	PRW57815.1
OG0005429	KAI3434792.1	PRW57848.1
OG0005430	KAI3425692.1	PRW57874.1
OG0005431	KAI3434757.1	PRW57948.1
OG0005432	KAI3434614.1	PRW58023.1, PRW58022.1
OG0005433	KAI3433496.1	PRW58125.1, PRW58124.1
OG0005434	KAI3425058.1, KAI3425059.1	PRW58135.1
OG0005435	KAI3438422.1	PRW58192.1, PRW58191.1
OG0005436	KAI3433646.1	PRW58360.1
OG0005438	KAI3433614.1	PRW58465.1
OG0005439	KAI3424359.1	PRW58497.1, PRW58498.1
OG0005440	KAI3433329.1	PRW58602.1
OG0005441	KAI3433750.1	PRW60197.1, PRW58612.1
OG0005442	KAI3433802.1	PRW58617.1, PRW58616.1
OG0005443	KAI3433946.1	PRW58660.1
OG0005445	KAI3438675.1	PRW58851.1
OG0005446	KAI3432750.1	PRW61356.1, PRW60957.1, PRW59249.1
OG0005447	KAI3438451.1	PRW59282.1
OG0005448	KAI3438901.1, KAI3438902.1	PRW59306.1
OG0005449	KAI3438449.1, KAI3438448.1	PRW59398.1
OG0005450	KAI3439031.1	PRW59414.1, PRW59415.1, PRW59413.1
OG0005451	KAI3435731.1, KAI3435730.1	PRW59587.1
OG0005452	KAI3436131.1	PRW59633.1
OG0005453	KAI3436096.1	PRW59659.1
OG0005454	KAI3436241.1	PRW60002.1
OG0005455	KAI3437652.1, KAI3437654.1	PRW60035.1
OG0005456	KAI3429671.1, KAI3432248.1	PRW60241.1
OG0005457	KAI3429356.1	PRW60550.1, PRW60246.1
OG0005458	KAI3429278.1	PRW60287.1, PRW60288.1
OG0005459	KAI3429317.1	PRW60352.1, PRW60351.1, PRW60350.1
OG0005460	KAI3437638.1	PRW60360.1
OG0005461	KAI3429883.1	PRW60374.1, PRW60555.1
OG0005462	KAI3429884.1	PRW60477.1, PRW60478.1
OG0005463	KAI3429231.1	PRW60490.1
OG0005464	KAI3429392.1	PRW60515.1
OG0005465	KAI3429664.1	PRW60595.1
OG0005466	KAI3429325.1	PRW60629.1
OG0005467	KAI3437909.1	PRW60689.1
OG0005468	KAI3429779.1	PRW60744.1, PRW60769.1
OG0005469	KAI3429879.1	PRW60762.1, PRW60761.1
OG0005470	KAI3429483.1	PRW60799.1
OG0005471	KAI3429324.1	PRW60843.1
OG0005473	KAI3432396.1	PRW60915.1
OG0005475	KAI3432278.1	PRW60946.1
OG0005476	KAI3432408.1, KAI3432409.1	PRW60950.1
OG0005477	KAI3436842.1, KAI3436843.1	PRW60979.1
OG0005479	KAI3424426.1	PRW61545.1, PRW61064.1
OG0005480	KAI3437847.1	PRW61096.1
OG0005481	KAI3432689.1	PRW61104.1, PRW61577.1
OG0005483	KAI3424148.1	PRW61255.1
OG0005484	KAI3432774.1	PRW61318.1
OG0005485	KAI3423195.1, KAI3423404.1	PRW61340.1
OG0005486	KAI3424259.1	PRW61358.1
OG0005487	KAI3433743.1	PRW61372.1
OG0005488	KAI3432688.1	PRW61443.1, PRW61444.1
OG0005489	KAI3424066.1	PRW61475.1, PRW61564.1
OG0005490	KAI3437832.1, KAI3437833.1, KAI3437831.1	PRW61478.1, PRW61477.1
OG0005491	KAI3424207.1	PRW61568.1
OG0005492	KAI3432291.1	PRW61579.1
OG0005493	KAI3436440.1	PRW61624.1
OG0005528	KAI3425102.1	PRW45692.1
OG0005529	KAI3425090.1	PRW45566.1
OG0005530	KAI3425084.1	PRW45390.1
OG0005531	KAI3425029.1	PRW45491.1
OG0005534	KAI3424894.1	PRW45617.1
OG0005536	KAI3425123.1	PRW33548.1
OG0005537	KAI3425306.1	PRW33723.1
OG0005539	KAI3425173.1	PRW33633.1
OG0005541	KAI3424981.1	PRW45657.1
OG0005542	KAI3425178.1	PRW33673.1
OG0005544	KAI3425304.1	PRW33575.1
OG0005545	KAI3425305.1	PRW33562.1
OG0005546	KAI3425284.1	PRW33690.1
OG0005548	KAI3425314.1	PRW33635.1
OG0005549	KAI3425315.1	PRW33650.1
OG0005551	KAI3425346.1	PRW33595.1
OG0005552	KAI3430587.1	PRW32845.1
OG0005553	KAI3430589.1	PRW32915.1
OG0005555	KAI3430451.1	PRW33031.1
OG0005559	KAI3430416.1	PRW32869.1
OG0005560	KAI3430620.1	PRW20177.1
OG0005561	KAI3429302.1	PRW61041.1
OG0005563	KAI3430643.1	PRW20196.1
OG0005564	KAI3430647.1	PRW20207.1
OG0005565	KAI3430639.1	PRW20257.1
OG0005566	KAI3430649.1	PRW20219.1
OG0005567	KAI3430652.1	PRW20286.1
OG0005568	KAI3430601.1	PRW32831.1
OG0005569	KAI3430606.1	PRW32941.1
OG0005570	KAI3426957.1	PRW50955.1
OG0005571	KAI3430369.1	PRW20473.1
OG0005574	KAI3435776.1	PRW60398.1
OG0005575	KAI3430307.1	PRW20540.1
OG0005577	KAI3430294.1	PRW20549.1
OG0005579	KAI3430286.1	PRW20489.1
OG0005580	KAI3430278.1	PRW20446.1
OG0005582	KAI3430252.1	PRW20461.1
OG0005583	KAI3430259.1	PRW20502.1
OG0005584	KAI3430226.1	PRW20590.1
OG0005586	KAI3431789.1	PRW33192.1
OG0005588	KAI3431792.1	PRW33095.1
OG0005590	KAI3431770.1	PRW33193.1
OG0005591	KAI3431796.1	PRW33261.1
OG0005593	KAI3431645.1	PRW33259.1
OG0005594	KAI3431605.1	PRW39282.1
OG0005595	KAI3431653.1	PRW33183.1
OG0005597	KAI3431614.1	PRW39158.1
OG0005599	KAI3439067.1	PRW58913.1
OG0005603	KAI3426908.1	PRW51147.1
OG0005604	KAI3438933.1	PRW58807.1
OG0005605	KAI3431564.1	PRW39292.1
OG0005606	KAI3439003.1	PRW59274.1
OG0005607	KAI3438993.1	PRW59162.1
OG0005609	KAI3432616.1	PRW60913.1
OG0005610	KAI3438792.1	PRW59044.1
OG0005613	KAI3438778.1	PRW58881.1
OG0005615	KAI3438752.1	PRW59229.1
OG0005616	KAI3431648.1	PRW33121.1
OG0005617	KAI3438620.1	PRW58974.1
OG0005618	KAI3438865.1	PRW59175.1
OG0005619	KAI3427056.1	PRW60895.1
OG0005621	KAI3438907.1	PRW59255.1
OG0005622	KAI3438893.1	PRW59334.1
OG0005625	KAI3438771.1	PRW58727.1
OG0005627	KAI3438814.1	PRW58900.1
OG0005628	KAI3438839.1	PRW58752.1
OG0005629	KAI3438717.1	PRW59028.1
OG0005631	KAI3438622.1, KAI3438623.1	PRW58997.1
OG0005635	KAI3438589.1	PRW59374.1
OG0005638	KAI3430605.1	PRW57984.1
OG0005639	KAI3428735.1	PRW59188.1
OG0005643	KAI3426846.1	PRW51003.1
OG0005645	KAI3438999.1	PRW58868.1
OG0005646	KAI3426929.1	PRW51135.1, PRW51134.1
OG0005649	KAI3426934.1	PRW50815.1
OG0005652	KAI3433482.1	PRW58130.1
OG0005654	KAI3436772.1	PRW32902.1
OG0005655	KAI3427015.1	PRW50961.1
OG0005656	KAI3426994.1	PRW50791.1
OG0005657	KAI3426967.1	PRW50782.1
OG0005658	KAI3433518.1	PRW60176.1
OG0005663	KAI3437914.1	PRW57405.1
OG0005665	KAI3427058.1	PRW51149.1
OG0005668	KAI3432784.1, KAI3430736.1	PRW20971.1
OG0005669	KAI3427051.1	PRW50786.1
OG0005670	KAI3427053.1	PRW50798.1
OG0005672	KAI3427229.1	PRW55905.1
OG0005673	KAI3427245.1	PRW50892.1
OG0005674	KAI3427270.1	PRW51092.1
OG0005676	KAI3432619.1	PRW61091.1
OG0005680	KAI3436850.1	PRW56249.1
OG0005682	KAI3436784.1	PRW56219.1
OG0005683	KAI3436768.1	PRW56334.1
OG0005684	KAI3438975.1	PRW59018.1
OG0005685	KAI3436882.1	PRW55923.1
OG0005686	KAI3435488.1	PRW18338.1
OG0005688	KAI3435494.1	PRW18415.1
OG0005689	KAI3435500.1	PRW18412.1
OG0005691	KAI3435523.1	PRW18328.1
OG0005692	KAI3436363.1	PRW33332.1
OG0005693	KAI3435538.1	PRW18380.1
OG0005694	KAI3435561.1	PRW18321.1
OG0005695	KAI3434733.1	PRW57850.1
OG0005696	KAI3434500.1	PRW20729.1
OG0005697	KAI3434503.1, KAI3434504.1	PRW20660.1
OG0005699	KAI3423975.1	PRW32606.1
OG0005700	KAI3432335.1	PRW61398.1
OG0005701	KAI3434489.1	PRW20625.1
OG0005702	KAI3434488.1	PRW20673.1
OG0005708	KAI3423961.1	PRW44949.1
OG0005711	KAI3437809.1	PRW57477.1
OG0005712	KAI3438973.1, KAI3438972.1	PRW58745.1
OG0005714	KAI3437730.1	PRW20847.1
OG0005717	KAI3437797.1	PRW57226.1
OG0005718	KAI3437800.1	PRW57211.1
OG0005719	KAI3437616.1	PRW20799.1
OG0005720	KAI3428374.1	PRW56554.1
OG0005723	KAI3428143.1	PRW56423.1
OG0005724	KAI3428125.1	PRW56803.1
OG0005725	KAI3428187.1	PRW56429.1
OG0005726	KAI3428188.1	PRW56759.1
OG0005727	KAI3428767.1	PRW05821.1
OG0005728	KAI3424748.1	PRW45397.1
OG0005729	KAI3428763.1	PRW05846.1
OG0005730	KAI3428105.1	PRW56798.1
OG0005733	KAI3428209.1	PRW56421.1
OG0005736	KAI3438088.1	PRW57130.1
OG0005737	KAI3438234.1	PRW57140.1
OG0005739	KAI3438225.1	PRW57303.1
OG0005740	KAI3437974.1	PRW57524.1
OG0005741	KAI3437973.1	PRW57191.1
OG0005742	KAI3432836.1	PRW61262.1
OG0005744	KAI3424710.1	PRW45651.1
OG0005752	KAI3431307.1	PRW05752.1
OG0005753	KAI3426230.1	PRW61085.1
OG0005754	KAI3431330.1	PRW39081.1
OG0005755	KAI3428231.1	PRW56849.1
OG0005757	KAI3431389.1	PRW39367.1
OG0005759	KAI3431392.1	PRW39266.1
OG0005761	KAI3431456.1	PRW39086.1
OG0005763	KAI3431495.1	PRW39162.1
OG0005764	KAI3438964.1	PRW58781.1
OG0005765	KAI3431504.1	PRW39085.1
OG0005766	KAI3431555.1	PRW39171.1
OG0005767	KAI3431551.1	PRW39143.1
OG0005768	KAI3431528.1	PRW39240.1
OG0005771	KAI3430777.1	PRW21014.1
OG0005772	KAI3438301.1	PRW57437.1
OG0005773	KAI3428718.1	PRW44451.1
OG0005774	KAI3432599.1	PRW61131.1
OG0005776	KAI3424915.1	PRW45457.1
OG0005778	KAI3428757.1	PRW44505.1
OG0005781	KAI3428355.1	PRW56685.1
OG0005782	KAI3428287.1	PRW56707.1
OG0005783	KAI3428304.1	PRW56860.1
OG0005784	KAI3428309.1	PRW56891.1
OG0005785	KAI3428326.1	PRW56401.1
OG0005786	KAI3436869.1	PRW56278.1
OG0005787	KAI3436661.1	PRW56084.1, PRW56083.1
OG0005788	KAI3436559.1	PRW56300.1
OG0005789	KAI3436558.1	PRW56024.1
OG0005791	KAI3427347.1	PRW61229.1
OG0005793	KAI3436438.1	PRW56002.1
OG0005799	KAI3436612.1	PRW56056.1
OG0005801	KAI3432297.1	PRW61425.1
OG0005802	KAI3430219.1	PRW20559.1
OG0005803	KAI3436495.1	PRW56006.1
OG0005804	KAI3426469.1	PRW44884.1
OG0005806	KAI3436733.1	PRW56236.1
OG0005807	KAI3432592.1	PRW61200.1
OG0005808	KAI3438180.1	PRW57166.1
OG0005812	KAI3436711.1	PRW56078.1
OG0005813	KAI3436504.1	PRW56070.1
OG0005814	KAI3436498.1	PRW56048.1
OG0005815	KAI3437836.1	PRW57473.1
OG0005816	KAI3436423.1	PRW56342.1
OG0005819	KAI3436373.1	PRW59547.1
OG0005820	KAI3425382.1	PRW33691.1
OG0005823	KAI3425225.1	PRW33549.1
OG0005824	KAI3425209.1	PRW33581.1
OG0005825	KAI3425201.1	PRW33730.1
OG0005826	KAI3429293.1	PRW60215.1
OG0005828	KAI3426199.1	PRW45087.1
OG0005831	KAI3432282.1	PRW61615.1
OG0005832	KAI3429437.1	PRW60473.1
OG0005833	KAI3429452.1	PRW60357.1
OG0005835	KAI3428687.1	PRW44247.1
OG0005836	KAI3429439.1	PRW60638.1
OG0005837	KAI3429441.1	PRW60253.1
OG0005838	KAI3429479.1	PRW60289.1
OG0005839	KAI3429482.1	PRW60788.1
OG0005840	KAI3429473.1	PRW60459.1
OG0005841	KAI3429471.1	PRW60709.1
OG0005844	KAI3429500.1	PRW60449.1
OG0005845	KAI3429510.1	PRW60499.1
OG0005846	KAI3429372.1	PRW60627.1
OG0005847	KAI3429381.1	PRW60364.1
OG0005849	KAI3429545.1	PRW60346.1
OG0005851	KAI3429535.1	PRW60285.1
OG0005852	KAI3429534.1	PRW60793.1
OG0005853	KAI3429357.1	PRW60247.1
OG0005854	KAI3432298.1	PRW61144.1
OG0005855	KAI3429365.1	PRW60602.1
OG0005856	KAI3429355.1	PRW60359.1
OG0005857	KAI3429344.1	PRW60594.1
OG0005858	KAI3429340.1	PRW60395.1
OG0005859	KAI3429334.1	PRW60257.1
OG0005861	KAI3429311.1	PRW60634.1
OG0005863	KAI3429634.1	PRW60278.1
OG0005864	KAI3429635.1	PRW60561.1
OG0005866	KAI3429393.1	PRW60759.1
OG0005868	KAI3433356.1	PRW33148.1
OG0005870	KAI3429759.1	PRW60678.1
OG0005871	KAI3438170.1	PRW56939.1
OG0005873	KAI3432873.1	PRW61452.1
OG0005875	KAI3425237.1	PRW60919.1
OG0005877	KAI3432753.1	PRW61538.1
OG0005878	KAI3432223.1	PRW61142.1, PRW61143.1
OG0005880	KAI3432760.1	PRW60929.1
OG0005881	KAI3431612.1	PRW61253.1
OG0005882	KAI3424715.1	PRW05772.1
OG0005883	KAI3434981.1	PRW33921.1
OG0005884	KAI3435025.1	PRW33875.1
OG0005885	KAI3435019.1	PRW34043.1
OG0005886	KAI3435021.1	PRW33939.1
OG0005887	KAI3435020.1	PRW33811.1
OG0005888	KAI3435005.1	PRW33964.1
OG0005889	KAI3434992.1	PRW33810.1
OG0005891	KAI3434779.1	PRW57917.1
OG0005892	KAI3434884.1	PRW34098.1
OG0005893	KAI3434917.1	PRW33788.1
OG0005894	KAI3424786.1	PRW45601.1
OG0005897	KAI3434814.1	PRW57670.1
OG0005898	KAI3423436.1	PRW18345.1
OG0005899	KAI3434816.1	PRW58067.1
OG0005900	KAI3434830.1	PRW57998.1
OG0005901	KAI3434699.1	PRW57669.1
OG0005906	KAI3434714.1	PRW57728.1
OG0005907	KAI3438179.1	PRW57478.1
OG0005908	KAI3434676.1	PRW57768.1
OG0005909	KAI3434670.1	PRW57718.1
OG0005911	KAI3434667.1	PRW57829.1
OG0005912	KAI3434756.1	PRW57881.1
OG0005913	KAI3432217.1	PRW61076.1
OG0005915	KAI3434749.1	PRW57616.1
OG0005921	KAI3434517.1	PRW20776.1
OG0005923	KAI3429789.1	PRW60509.1
OG0005924	KAI3429814.1	PRW60637.1
OG0005925	KAI3429855.1	PRW60598.1
OG0005926	KAI3430679.1	PRW20225.1
OG0005928	KAI3429809.1	PRW60268.1
OG0005929	KAI3429603.1	PRW60431.1
OG0005930	KAI3429599.1	PRW60646.1
OG0005931	KAI3429651.1	PRW60503.1
OG0005932	KAI3429647.1	PRW60334.1
OG0005933	KAI3429677.1	PRW60498.1
OG0005934	KAI3429684.1	PRW60482.1
OG0005935	KAI3429709.1	PRW60683.1
OG0005937	KAI3434484.1	PRW20609.1
OG0005939	KAI3430692.1	PRW20292.1
OG0005940	KAI3432571.1	PRW60922.1
OG0005941	KAI3434519.1	PRW20734.1
OG0005943	KAI3434518.1	PRW45002.1
OG0005944	KAI3434388.1	PRW20679.1
OG0005945	KAI3434396.1	PRW20761.1
OG0005946	KAI3425322.1	PRW32586.1
OG0005948	KAI3427008.1	PRW58098.1
OG0005952	KAI3432661.1	PRW60920.1
OG0005953	KAI3426107.1	PRW45059.1
OG0005956	KAI3426348.1	PRW45128.1
OG0005957	KAI3426362.1	PRW44991.1
OG0005960	KAI3426374.1	PRW45079.1
OG0005962	KAI3426388.1	PRW44870.1
OG0005964	KAI3426384.1	PRW45201.1
OG0005965	KAI3426445.1	PRW45223.1
OG0005966	KAI3426444.1	PRW44977.1
OG0005967	KAI3426175.1	PRW45190.1
OG0005968	KAI3426185.1	PRW45035.1
OG0005969	KAI3426425.1	PRW45149.1
OG0005971	KAI3435644.1	PRW59597.1
OG0005972	KAI3430986.1	PRW20188.1
OG0005979	KAI3423876.1	PRW58771.1
OG0005981	KAI3437605.1	PRW59212.1
OG0005982	KAI3438595.1	PRW58730.1
OG0005983	KAI3438524.1	PRW59307.1
OG0005984	KAI3438550.1	PRW58728.1
OG0005985	KAI3428320.1	PRW56761.1
OG0005986	KAI3438453.1	PRW59405.1
OG0005989	KAI3438400.1	PRW57052.1
OG0005992	KAI3438486.1	PRW59187.1
OG0005993	KAI3438493.1	PRW59192.1
OG0005994	KAI3434759.1	PRW57765.1
OG0005998	KAI3438581.1	PRW59087.1
OG0005999	KAI3424230.1	PRW59150.1
OG0006001	KAI3438436.1	PRW58897.1
OG0006002	KAI3438538.1	PRW58927.1
OG0006003	KAI3438386.1	PRW56976.1
OG0006004	KAI3438542.1	PRW58812.1
OG0006005	KAI3438291.1	PRW57414.1
OG0006009	KAI3438529.1	PRW59158.1
OG0006011	KAI3438261.1	PRW56920.1
OG0006012	KAI3428622.1	PRW44251.1
OG0006014	KAI3432892.1	PRW61130.1
OG0006016	KAI3428630.1	PRW44356.1
OG0006017	KAI3428624.1	PRW44612.1
OG0006018	KAI3428620.1	PRW58222.1
OG0006019	KAI3428464.1	PRW44468.1
OG0006023	KAI3428585.1	PRW44398.1
OG0006024	KAI3428600.1	PRW44339.1
OG0006025	KAI3428508.1	PRW44478.1
OG0006026	KAI3428458.1	PRW44489.1
OG0006027	KAI3428453.1	PRW44384.1
OG0006028	KAI3423894.1	PRW32545.1
OG0006030	KAI3428436.1	PRW44621.1
OG0006031	KAI3428533.1	PRW44553.1
OG0006034	KAI3428612.1	PRW44352.1
OG0006036	KAI3434609.1	PRW57806.1
OG0006038	KAI3431419.1	PRW51153.1
OG0006039	KAI3432292.1	PRW61512.1
OG0006041	KAI3438786.1	PRW44285.1
OG0006042	KAI3428532.1	PRW44469.1
OG0006043	KAI3428549.1	PRW44382.1
OG0006044	KAI3438304.1	PRW57050.1
OG0006045	KAI3428539.1	PRW44591.1
OG0006046	KAI3436133.1	PRW59566.1
OG0006048	KAI3438526.1	PRW59058.1
OG0006049	KAI3428432.1	PRW44559.1
OG0006051	KAI3423892.1	PRW32482.1
OG0006057	KAI3434579.1	PRW57715.1
OG0006060	KAI3431618.1	PRW39172.1
OG0006061	KAI3431584.1	PRW39299.1
OG0006062	KAI3433955.1	PRW58174.1
OG0006063	KAI3433961.1	PRW58158.1
OG0006064	KAI3433922.1	PRW58426.1
OG0006065	KAI3425262.1	PRW33116.1
OG0006066	KAI3433963.1	PRW58422.1
OG0006067	KAI3433781.1	PRW58459.1
OG0006068	KAI3433829.1	PRW58212.1
OG0006070	KAI3433835.1	PRW58699.1
OG0006074	KAI3433810.1	PRW58243.1
OG0006075	KAI3424209.1	PRW58274.1
OG0006076	KAI3433905.1	PRW58105.1
OG0006077	KAI3433897.1	PRW58095.1
OG0006079	KAI3433885.1	PRW58592.1
OG0006080	KAI3438336.1	PRW57375.1
OG0006089	KAI3433610.1	PRW58134.1
OG0006092	KAI3433588.1	PRW58348.1
OG0006093	KAI3433582.1	PRW58692.1
OG0006095	KAI3433577.1	PRW58378.1
OG0006097	KAI3433569.1	PRW58682.1
OG0006098	KAI3424910.1	PRW45731.1
OG0006101	KAI3433322.1	PRW58492.1
OG0006102	KAI3433333.1	PRW58495.1
OG0006104	KAI3433317.1	PRW58627.1
OG0006106	KAI3433478.1	PRW58185.1
OG0006107	KAI3433452.1	PRW57276.1
OG0006109	KAI3433398.1	PRW58488.1
OG0006110	KAI3433399.1	PRW58077.1
OG0006111	KAI3433382.1	PRW58518.1
OG0006112	KAI3428354.1	PRW56644.1
OG0006113	KAI3433391.1	PRW58300.1
OG0006114	KAI3433371.1	PRW58569.1
OG0006115	KAI3433392.1	PRW58606.1
OG0006116	KAI3433550.1	PRW58520.1
OG0006117	KAI3433699.1	PRW58544.1
OG0006119	KAI3433476.1	PRW58665.1
OG0006120	KAI3423880.1	PRW32648.1
OG0006124	KAI3428289.1	PRW56718.1
OG0006125	KAI3423833.1	PRW32623.1
OG0006126	KAI3423863.1	PRW32645.1
OG0006127	KAI3423859.1	PRW32488.1
OG0006128	KAI3423836.1	PRW32511.1
OG0006130	KAI3423917.1	PRW32598.1, PRW32597.1
OG0006132	KAI3423902.1	PRW32506.1
OG0006133	KAI3433419.1	PRW58472.1
OG0006134	KAI3433421.1	PRW58661.1
OG0006136	KAI3424818.1	PRW45674.1
OG0006137	KAI3434563.1	PRW20692.1
OG0006139	KAI3434446.1	PRW20654.1
OG0006140	KAI3434548.1	PRW20644.1
OG0006141	KAI3425095.1	PRW45355.1
OG0006144	KAI3424729.1	PRW45628.1
OG0006145	KAI3425133.1	PRW33611.1
OG0006147	KAI3425062.1	PRW45558.1
OG0006148	KAI3432719.1	PRW61194.1
OG0006149	KAI3432730.1	PRW61402.1
OG0006150	KAI3432692.1	PRW61291.1
OG0006151	KAI3432869.1	PRW60987.1
OG0006152	KAI3436519.1	PRW56151.1, PRW56152.1
OG0006153	KAI3428671.1	PRW44342.1
OG0006156	KAI3427937.1	PRW56745.1
OG0006158	KAI3427952.1	PRW56444.1
OG0006159	KAI3427949.1	PRW56576.1
OG0006161	KAI3428036.1	PRW56560.1
OG0006163	KAI3427967.1	PRW56617.1
OG0006164	KAI3427968.1	PRW56642.1
OG0006166	KAI3427979.1	PRW56821.1
OG0006167	KAI3427974.1	PRW56408.1
OG0006168	KAI3435636.1	PRW59733.1
OG0006169	KAI3435652.1	PRW59669.1
OG0006170	KAI3435654.1	PRW60110.1
OG0006171	KAI3435584.1	PRW59819.1
OG0006172	KAI3435585.1	PRW59679.1
OG0006174	KAI3435628.1	PRW18333.1
OG0006175	KAI3435598.1	PRW18352.1
OG0006176	KAI3435695.1	PRW59696.1
OG0006177	KAI3435640.1	PRW59485.1
OG0006179	KAI3435700.1	PRW60183.1
OG0006180	KAI3435716.1	PRW59509.1
OG0006182	KAI3435791.1	PRW59726.1
OG0006184	KAI3435759.1	PRW59876.1
OG0006185	KAI3435783.1	PRW60109.1
OG0006186	KAI3435794.1	PRW59708.1
OG0006190	KAI3435886.1	PRW59801.1
OG0006191	KAI3435879.1	PRW59862.1
OG0006192	KAI3435899.1	PRW59609.1
OG0006193	KAI3435906.1	PRW60151.1
OG0006195	KAI3435922.1	PRW60086.1
OG0006196	KAI3435953.1	PRW59555.1
OG0006197	KAI3428546.1	PRW61363.1
OG0006198	KAI3435821.1	PRW59787.1
OG0006199	KAI3435825.1	PRW59634.1
OG0006202	KAI3436111.1	PRW59602.1
OG0006204	KAI3436007.1	PRW59608.1
OG0006205	KAI3436004.1	PRW59849.1
OG0006207	KAI3436102.1	PRW59689.1
OG0006209	KAI3436088.1	PRW59974.1
OG0006213	KAI3435980.1	PRW59767.1
OG0006214	KAI3425883.1	PRW57611.1
OG0006217	KAI3436213.1	PRW60106.1
OG0006219	KAI3427230.1	PRW61127.1
OG0006220	KAI3428206.1	PRW56531.1
OG0006221	KAI3436299.1	PRW59545.1
OG0006223	KAI3436287.1	PRW59938.1
OG0006224	KAI3436288.1	PRW60125.1
OG0006225	KAI3436324.1	PRW59978.1
OG0006226	KAI3436331.1	PRW59530.1
OG0006227	KAI3436345.1	PRW59775.1
